window,train_start,train_end,test_start,test_end,params,train_score,test_return_%,test_sharpe,test_maxdd_%
5,2018-01-01,2020-12-31,2021-01-01,2021-12-31,"{""lookback"":175,""pivot_window"":12,""min_touches"":4,""tolerance_atr_mult"":0.838792635777333,""cluster_atr_mult"":0.4404167763981929,""confirmation_bars"":1,""cooldown_bars"":4,""retest_window"":36,""cancel_atr_mult"":1.7022300234864176,""allowshort"":true}",-1000000.0,0.0,0.0,0.0
6,2019-01-01,2021-12-31,2022-01-01,2022-12-31,"{""lookback"":175,""pivot_window"":12,""min_touches"":4,""tolerance_atr_mult"":0.838792635777333,""cluster_atr_mult"":0.4404167763981929,""confirmation_bars"":1,""cooldown_bars"":4,""retest_window"":36,""cancel_atr_mult"":1.7022300234864176,""allowshort"":true}",0.0,0.0,0.0,0.0
7,2020-01-01,2022-12-31,2023-01-01,2023-12-31,"{""lookback"":114,""pivot_window"":6,""min_touches"":2,""tolerance_atr_mult"":1.0767930832880341,""cluster_atr_mult"":0.8609683141448021,""confirmation_bars"":1,""cooldown_bars"":4,""retest_window"":19,""cancel_atr_mult"":1.150366644053494,""allowshort"":true}",1.361,7.52,0.406,31.66
8,2021-01-01,2023-12-31,2024-01-01,2024-12-31,"{""lookback"":158,""pivot_window"":6,""min_touches"":3,""tolerance_atr_mult"":1.0066583652537122,""cluster_atr_mult"":0.47970640394252373,""confirmation_bars"":2,""cooldown_bars"":13,""retest_window"":11,""cancel_atr_mult"":1.7150897038028767,""allowshort"":true}",2.191,-2.79,0.039,29.0
9,2022-01-01,2024-12-31,2025-01-01,2025-12-31,"{""lookback"":114,""pivot_window"":6,""min_touches"":2,""tolerance_atr_mult"":1.0767930832880341,""cluster_atr_mult"":0.8609683141448021,""confirmation_bars"":1,""cooldown_bars"":4,""retest_window"":19,""cancel_atr_mult"":1.150366644053494,""allowshort"":true}",0.902,48.53,1.531,11.02
10,2023-01-01,2025-12-31,2026-01-01,2026-04-20,"{""lookback"":128,""pivot_window"":11,""min_touches"":2,""tolerance_atr_mult"":1.1881982429404654,""cluster_atr_mult"":0.9950202923669915,""confirmation_bars"":1,""cooldown_bars"":3,""retest_window"":35,""cancel_atr_mult"":1.9137146876952342,""allowshort"":false}",1.871,0.0,0.0,0.0
