time,equity
2017-01-03,1000000.0
2017-06-13,1027505.7999999999
2017-06-14,1047485.8
2017-06-15,1074125.8
2017-06-16,1056610.0
2017-06-19,1034165.8
2017-06-20,1034831.7999999998
2017-06-21,1044222.4
2017-06-22,1039160.7999999999
2017-06-23,1040159.8
2017-06-26,1037562.3999999999
2017-06-27,1020179.7999999999
2017-06-28,1030835.7999999999
2017-06-29,1042157.8
2017-06-30,1030236.3999999999
2017-07-03,1017515.7999999999
2017-07-04,1004928.4
2017-07-05,1007792.2
2017-07-06,998534.8
2017-07-07,986480.2
2017-07-10,967565.7999999999
2017-07-11,954845.2
2017-07-12,928604.8
2017-07-13,934665.4
2017-07-14,924941.7999999999
2017-07-17,921079.0
2017-07-18,922943.8
2017-07-19,905361.3999999999
2017-07-20,908091.9999999999
2017-07-21,920279.8
2017-07-24,925407.9999999999
2017-07-25,932800.6
2017-07-26,923942.7999999999
2017-07-27,894305.7999999999
2017-07-28,898301.7999999999
2017-07-31,904096.0
2017-08-01,913877.1
2017-08-02,933604.15
2017-08-03,934153.65
2017-08-04,932669.9999999999
2017-08-07,949484.7
2017-08-08,965749.9
2017-08-09,952836.65
2017-08-10,946242.6499999999
2017-08-11,945418.4
2017-08-14,947946.1
2017-08-15,946957.0000000001
2017-08-16,950913.4
2017-08-17,949100.05
2017-08-18,931406.15
2017-08-22,939648.65
2017-08-23,963277.15
2017-08-24,988004.65
2017-08-25,991906.1
2017-08-28,999269.3999999999
2017-08-29,999489.2
2017-08-30,1008336.1500000001
2017-08-31,1008391.0999999999
2017-09-01,1009215.3500000001
2017-09-04,1011633.15
2017-09-05,1011852.95
2017-09-06,1006248.0499999999
2017-09-07,1011083.65
2017-09-08,1021469.1999999998
2017-09-11,1046801.15
2017-09-12,1040317.0499999998
2017-09-13,1039108.1499999999
2017-09-14,1036580.45
2017-09-15,1037184.9
2017-09-18,1033283.4499999998
2017-09-19,1015754.3999999998
2017-09-20,1024656.2999999999
2017-09-21,1029656.75
2017-09-22,1030590.9
2017-09-25,1050647.65
2017-09-26,1058010.95
2017-09-27,1064385.15
2017-09-28,1054823.85
2017-09-29,1056857.0
2017-10-02,1060538.65
2017-10-03,1057791.15
2017-10-04,1055208.5
2017-10-05,1064604.95
2017-10-06,1066912.85
2017-10-09,1066033.65
2017-10-10,1061692.6
2017-10-11,1076089.5
2017-10-12,1074331.0999999999
2017-10-13,1079661.25
2017-10-16,1086365.15
2017-10-17,1083617.65
2017-10-18,1073232.1
2017-10-19,1056142.65
2017-10-20,1060373.8
2017-10-23,1056911.95
2017-10-25,1055263.45
2017-10-26,1059164.9
2017-10-27,1077298.4000000001
2017-10-30,1071528.65
2017-10-31,1064934.6500000001
2017-11-01,1066308.4000000001
2017-11-02,1065209.4
2017-11-07,1131753.85
2017-11-08,1148953.2
2017-11-09,1209178.4000000001
2017-11-10,1196265.15
2017-11-13,1190275.6
2017-11-14,1216596.65
2017-11-15,1241598.9
2017-11-16,1250116.15
2017-11-17,1239950.4
2017-11-20,1234180.65
2017-11-21,1269348.65
2017-11-22,1265227.4
2017-11-23,1239455.85
2017-11-24,1252863.65
2017-11-27,1246049.8499999999
2017-11-28,1263853.65
2017-11-29,1253962.65
2017-11-30,1232806.9
2017-12-01,1217146.15
2017-12-05,1230389.1
2017-12-06,1229509.9
2017-12-07,1207859.6
2017-12-08,1213794.2
2017-12-11,1251160.2
2017-12-12,1252314.15
2017-12-13,1218794.6500000001
2017-12-14,1263304.15
2017-12-15,1244786.0
2017-12-18,1249566.65
2017-12-19,1231433.15
2017-12-20,1241873.65
2017-12-21,1228685.65
2017-12-22,1216816.45
2017-12-25,1227037.1500000001
2017-12-26,1228520.7999999998
2017-12-27,1247258.75
2017-12-28,1231982.65
2017-12-29,1237477.65
2019-01-16,1257850.2445519497
2019-01-17,1270723.7245449
2019-01-18,1302719.9466632998
2019-01-21,1294783.3837550248
2019-01-22,1299657.8082183748
2019-01-23,1314968.5004429999
2019-01-24,1326217.1722814997
2019-01-25,1324967.319855
2019-01-28,1310594.01695025
2019-01-29,1335028.6318883249
2019-01-30,1332091.4786860498
2019-01-31,1361837.9664367498
2019-02-01,1351776.6544034248
2019-02-04,1346839.73731875
2019-02-05,1361525.503330125
2019-02-06,1353651.4330431747
2019-02-07,1318780.5503438248
2019-02-08,1315155.978306975
2019-02-11,1337465.8441199998
2019-02-12,1369337.08099575
2019-02-13,1336840.91790675
2019-02-14,1277660.4055119748
2019-02-15,1299970.2713249999
2019-02-18,1276160.582600175
2019-02-19,1262974.6395006
2019-02-20,1293033.5903579248
2019-02-21,1271286.158136825
2019-02-22,1282784.8004606247
2019-02-25,1286596.85036145
2019-02-26,1286221.8946335
2019-02-27,1283722.1897804998
2019-02-28,1298720.4188985
2019-03-01,1290846.3486115497
2019-03-04,1284347.11599375
2019-03-05,1268224.0196919
2019-03-06,1281222.4849275
2019-03-07,1274660.7596883748
2019-03-12,1281847.41114075
2019-03-13,1287471.74706
2019-03-14,1272848.47366995
2019-03-15,1272161.054835375
2019-03-18,1286846.82084675
2019-03-19,1298095.49268525
2019-03-20,1311218.9431635
2019-03-21,1316280.845490825
2019-03-26,1362462.8926499998
2019-03-27,1338090.7703332498
2019-03-28,1344152.554601775
2019-03-29,1340090.5342156498
2019-04-01,1360588.11401025
2019-04-02,1363900.222940475
2019-04-03,1369024.617889125
2019-04-04,1386210.0887535
2019-04-05,1421830.88290875
2019-04-08,1451827.3411447497
2019-04-09,1487448.1352999997
2019-04-10,1522943.9442125997
2019-04-11,1492822.5007339497
2019-04-12,1496822.02849875
2019-04-15,1486198.2828735
2019-04-16,1457701.6475492998
2019-04-17,1464325.8654097498
2019-04-18,1454889.4795896749
2019-04-19,1453702.1197845
2019-04-22,1471262.5463768248
2019-04-23,1472887.3545312749
2019-04-24,1474949.6110349998
2019-04-25,1423705.6615485
2019-04-26,1394834.0704963498
2019-04-29,1429954.923681
2019-04-30,1407270.102140025
2019-05-02,1431829.7023207499
2019-05-03,1453202.1788138999
2019-05-06,1454951.9722109998
2019-05-07,1446765.4388174247
2019-05-08,1437454.03824
2019-05-10,1418706.2518425
2019-05-13,1401333.30311415
2019-05-14,1424205.6025191
2019-05-15,1429267.504846425
2019-05-16,1426142.8737801749
2019-05-17,1418331.29611455
2019-05-20,1412456.9897099999
2019-05-21,1454389.538619075
2019-05-22,1474074.7143364497
2019-05-23,1433079.5547472497
2019-05-24,1465263.254729625
2019-05-28,1457389.1844426747
2019-05-29,1458701.5294905
2019-05-30,1454639.509104375
2019-06-03,1499634.1964583748
2019-06-05,1493697.3974324998
2019-06-06,1530505.551392925
2019-06-07,1551690.5500220999
2019-06-10,1556190.0187574998
2019-06-11,1474262.1922004248
2019-06-13,1503008.7980099248
2019-06-14,1492447.545006
2019-06-18,1511195.3314035
2019-06-19,1502446.364418
2019-06-20,1525568.6343082497
2019-06-21,1487573.12054265
2019-06-24,1494259.8310244249
2019-06-25,1479324.0945277498
2019-06-26,1503633.724223175
2019-06-27,1503071.29063125
2019-06-28,1490885.229472875
2019-07-01,1518569.46071985
2019-07-02,1507445.7741239998
2019-07-03,1509383.0453850748
2019-07-04,1517569.5787786497
2019-07-05,1517632.0713999749
2019-07-08,1520569.22460225
2019-07-09,1517069.63780805
2019-07-10,1523443.8851831998
2019-07-11,1508070.70033725
2019-07-12,1481323.85841015
2019-07-15,1470387.649678275
2019-07-16,1467138.033369375
2019-07-17,1466388.1219134748
2019-07-18,1467325.51123335
2019-07-19,1455264.4353176248
2019-07-22,1439641.279986375
2019-07-23,1452952.2083285998
2019-07-24,1441516.0586261249
2019-07-25,1455576.8984242498
2019-07-26,1440891.132412875
2019-07-31,1459263.9630824248
2019-08-01,1434329.40717375
2019-08-02,1380023.319242325
2019-08-05,1388959.7640918
2019-09-10,1415038.739331195
2019-09-11,1423650.8660381578
2019-09-12,1422741.1343437606
2019-09-13,1413219.2759423999
2019-09-16,1427289.792815748
2019-09-17,1430746.7732544583
2019-09-18,1427168.495256495
2019-09-19,1425227.7343084468
2019-09-20,1407154.39797975
2019-09-23,1393205.178665655
2019-09-24,1379862.4471478248
2019-09-25,1383440.7251457886
2019-09-26,1389505.6031084384
2019-09-27,1383198.1300272825
2019-09-30,1381136.0715199814
2019-10-01,1373736.9204055485
2019-10-02,1355602.935297225
2019-10-14,1344361.7378237308
2019-10-15,1350247.181527131
2019-10-16,1359663.8914525707
2019-10-17,1374377.5007110708
2019-10-18,1386442.6603030409
2019-10-21,1382852.539643967
2019-10-22,1411279.232731389
2019-10-23,1410102.143990709
2019-10-24,1428994.4182786231
2019-10-25,1412632.8847831707
2019-10-28,1395153.116984073
2019-10-29,1413280.283590545
2019-10-30,1409749.0173685048
2019-10-31,1382558.267458797
2019-11-01,1391445.287450931
2019-11-05,1403981.282539173
2019-11-06,1406865.149953839
2019-11-07,1427346.4940416706
2019-11-08,1413633.410212749
2019-11-11,1421461.0503382706
2019-11-12,1411867.7771017288
2019-11-13,1396212.4968506852
2019-11-14,1397919.2755246707
2019-11-18,1397625.0033395006
2019-11-19,1408218.802005621
2019-11-20,1399567.1997616228
2019-11-21,1395859.370228481
2019-11-22,1401627.105057813
2019-11-25,1400744.288502303
2019-11-26,1383205.6662661708
2019-11-27,1378615.0201775187
2019-11-28,1384382.7550068507
2019-11-29,1377202.513688703
2019-12-02,1375966.5705109888
2019-12-03,1357662.8405934146
2019-12-04,1363136.3032375767
2019-12-05,1363842.5564819851
2019-12-06,1384029.6283846467
2019-12-09,1395211.9714211067
2019-12-10,1400332.3074430646
2019-12-11,1414516.2267682592
2019-12-12,1418812.6006717407
2019-12-13,1419754.271664285
2019-12-16,1421166.7781531005
2019-12-17,1422049.5947086108
2019-12-18,1449122.6357442506
2019-12-19,1436174.6595967705
2019-12-20,1440353.3246261848
2019-12-23,1464424.7893730907
2019-12-24,1463659.6816916487
2019-12-25,1459951.8521585069
2019-12-26,1461128.940899187
2019-12-27,1483611.335846175
2019-12-30,1499443.179408321
2020-08-10,1490934.2742037007
2020-08-11,1534863.9708415072
2020-08-12,1599175.4636671252
2020-08-13,1592513.4526154455
2020-08-14,1583278.9818507417
2020-08-17,1568833.631154526
2020-08-18,1558939.5553352004
2020-08-19,1579387.3120284737
2020-08-20,1533742.64224865
2020-08-21,1525431.6185604166
2020-08-24,1529323.288382685
2020-08-25,1504720.019845295
2020-08-26,1502873.125692354
2020-08-27,1492517.3263347927
2020-08-28,1492979.0498730282
2020-08-31,1491659.8397637845
2020-09-01,1501817.7576049592
2020-09-02,1468375.781335638
2020-09-03,1440342.5665142147
2020-09-04,1466001.2031389999
2020-09-07,1460130.7181528662
2020-09-08,1436121.0941646358
2020-09-09,1438231.8303394252
2020-09-10,1455381.56175959
2020-09-11,1458481.705516312
2020-09-14,1500036.8239574805
2020-09-15,1527278.5127133576
2020-09-16,1524376.250473022
2020-09-17,1527014.670691509
2020-09-18,1519363.2520578972
2020-09-21,1492649.2473457172
2020-09-22,1516592.9108284856
2020-09-23,1507490.361074706
2020-09-24,1505313.664394454
2020-09-25,1505775.3879326896
2020-09-28,1508347.8476457142
2020-09-29,1487570.2884251298
2020-09-30,1511711.8334242848
2020-10-01,1499113.37688101
2020-10-02,1377548.1653142269
2020-10-05,1378141.8098633864
2020-10-06,1393246.765614224
2020-10-07,1389421.056297418
2020-10-08,1372073.4433608667
2020-10-09,1354989.6724461643
2020-10-12,1360266.512883138
2020-10-13,1352681.054754988
2020-10-14,1371149.9962843964
2020-10-15,1344897.715110452
2020-10-16,1327220.2996465897
2020-11-13,1332208.887126754
2020-11-16,1359618.708446338
2020-11-17,1347065.0102819684
2020-11-18,1330673.9371328573
2020-11-19,1317297.9443289002
2020-11-20,1312638.2747045709
2020-11-23,1314173.2246984674
2020-11-24,1356000.6120321532
2020-11-25,1381108.008360892
2020-11-26,1371185.6530432024
2020-11-27,1379353.7797964385
2020-11-30,1368609.1298391616
2020-12-01,1429897.4903097518
2020-12-02,1447713.8741674814
2020-12-03,1442670.4670446778
2020-12-04,1480276.7418951471
2020-12-07,1504178.1060858245
2020-12-08,1510372.7257040506
2020-12-09,1518047.475673534
2020-12-10,1547156.7059149323
2020-12-11,1555544.1112387255
2020-12-14,1534822.2863211194
2020-12-15,1527969.8309912235
2020-12-16,1526051.1434988528
2020-12-17,1526873.43813844
2020-12-18,1481153.856177374
2020-12-21,1435269.8152883903
2020-12-22,1436640.3063543695
2020-12-23,1480824.9383215392
2020-12-24,1476549.0061956837
2020-12-25,1483785.199024054
2020-12-28,1506041.9739355561
2020-12-29,1491240.670422981
2020-12-30,1489321.9829306097
2022-11-11,1492590.7468187455
2022-11-14,1523317.1273672252
2022-11-15,1478208.185710947
2022-11-16,1516561.6819984105
2022-11-17,1499019.3157987467
2022-11-18,1491610.1176523047
2022-11-21,1465133.1301584025
2022-11-22,1478099.226914676
2022-11-23,1488341.353764169
2022-11-24,1488559.2713567114
2022-11-25,1487687.6009865417
2022-11-28,1476791.7213594213
2022-11-29,1485944.2602462026
2022-11-30,1490411.5708933217
2022-12-01,1494443.0463553562
2022-12-02,1489104.0653380672
2022-12-05,1547288.0625468898
2022-12-06,1532142.7898651925
2022-12-07,1550774.744027568
2022-12-08,1524624.6329224794
2022-12-09,1525823.1796814627
2022-12-12,1519830.4458865467
2022-12-13,1505121.008389934
2022-12-14,1496077.4282994245
2022-12-15,1466113.7593248435
2022-12-16,1475920.0509892516
2022-12-19,1467094.388491284
2022-12-20,1506755.3903340022
2022-12-21,1500980.5741316287
2022-12-22,1500326.8213540013
2022-12-23,1503050.7912607812
2022-12-26,1535847.3889384135
2022-12-27,1524406.7153299372
2022-12-28,1520157.32227536
2022-12-29,1535956.3477346848
2022-12-30,1538026.5648638376
2024-07-22,1512511.1809409815
2024-07-23,1514208.6701000903
2024-07-24,1507312.6203912105
2024-07-25,1503705.455928104
2024-07-26,1519990.742548305
2024-07-29,1555638.0148895923
2024-07-30,1537496.099501616
2024-07-31,1541209.3570371666
2024-08-01,1552296.0831075967
2024-08-02,1558502.5278455887
2024-08-05,1614466.6235599606
2024-08-06,1593725.4278970992
2024-08-07,1578872.3977548957
2024-08-08,1584760.5632755551
2024-08-09,1582903.9345077795
2024-08-12,1586617.19204333
2024-08-13,1569748.3935246854
2024-08-14,1588845.1465646608
2024-08-15,1601098.8964319783
2024-08-16,1619187.765283733
2024-08-19,1653296.6880745771
2024-08-20,1663746.855710342
2024-08-21,1659874.4585661243
2024-08-22,1688148.2623725324
2024-08-23,1699288.0349791849
2024-08-26,1668043.6251443366
2024-08-27,1693983.3813569692
2024-08-28,1683533.213721205
2024-08-29,1694991.2655451903
2024-08-30,1726076.5357713727
2024-09-02,1779865.7235006364
2024-09-03,1781297.9799786345
2024-09-04,1733715.2369873624
2024-09-05,1734723.1211755837
2024-09-06,1724379.0466122634
2024-09-09,1679077.3046785442
2024-09-10,1689792.7049954194
2024-09-11,1706184.084688065
2024-09-12,1723530.3020327087
2024-09-13,1705918.852006954
2024-09-16,1676531.0709398808
2024-09-17,1664860.8329710069
2024-09-18,1678599.885852545
2024-09-19,1672764.766868108
2024-09-20,1648469.4532783616
2024-09-23,1626773.4199635005
2024-09-24,1628099.5833690541
2024-09-25,1655259.4099147972
2024-09-26,1654835.03762502
2024-09-27,1653827.153436799
2024-09-30,1651599.1989154683
2024-10-01,1663269.4368843422
2024-10-02,1700295.9191674057
2024-10-03,1674090.9302736619
2024-10-04,1674939.6748532162
2024-10-07,1678652.9323887671
2024-10-08,1683904.5394747604
2024-10-09,1692073.706052972
2024-10-10,1696741.8012405213
2024-10-11,1712867.9482520565
2024-10-14,1689845.751531642
2024-10-15,1685867.2613149802
2024-10-17,1714830.670092276
2024-10-18,1711541.7848465026
2024-10-21,1706131.038151843
2024-10-22,1720931.0217578236
2024-10-23,1739019.8906095778
2024-10-24,1735677.9588275824
2024-10-25,1769044.230111317
2024-10-28,1789148.8673395133
2024-10-29,1788618.401977292
2024-10-30,1795037.0328601727
2024-10-31,1813868.5532190371
2024-11-01,1813178.948248149
2024-11-02,1808192.5738432663
2024-11-05,1806813.3639014908
2024-11-06,1783632.0275724095
2024-11-07,1744748.9165215704
2024-11-08,1717960.4157293832
2024-11-11,1692763.3110238598
2024-11-12,1719074.392990048
2024-11-13,1724750.3723658188
2024-11-14,1752228.478128894
2024-11-15,1731487.282466032
2024-11-18,1756472.2010266664
2024-11-19,1799599.0349752775
2024-11-20,1818377.50879792
2024-11-21,1800235.5934099434
2024-11-22,1823947.3951012462
2024-11-25,1867392.50826719
2024-11-26,1892059.1476104916
2024-11-27,1875402.5352367354
2024-11-28,1863414.0180505286
2024-11-29,1821348.1148263605
2024-12-02,1828350.2576076852
2024-12-03,1851531.593936766
2024-12-04,1884685.6790756125
2024-12-05,1837315.1222292292
2024-12-06,1814186.8324363702
2024-12-09,1817104.3919285885
2024-12-10,1851425.5008643218
2024-12-11,1833548.8181574561
2024-12-12,1860973.8773843097
2024-12-13,1862671.3665434187
2024-12-16,1879487.1185258413
2024-12-17,1874341.6045122922
2024-12-18,1854979.6187912063
2024-12-19,1861079.9704567539
2024-12-20,1709366.8768613937
2024-12-23,1670642.9054192218
2024-12-24,1673613.5114476625
2024-12-25,1634624.3073243794
2024-12-26,1645923.2195396982
2024-12-27,1637223.5875992652
2024-12-28,1628577.002195054
2024-12-30,1593566.2882884322
2025-04-12,1599624.8679598756
2025-04-13,1602494.7214884548
2025-04-14,1575975.1490669595
2025-04-15,1583893.818988408
2025-04-16,1598827.6864241597
2025-04-17,1620085.8607099273
2025-04-18,1594629.1970027206
2025-04-21,1637730.1453671146
2025-04-22,1659679.2103171698
2025-04-23,1647721.4872814252
2025-04-24,1648571.8142528564
2025-04-25,1683275.783774372
2025-04-26,1688005.727552955
2025-04-27,1691194.45369582
2025-04-28,1670202.006588625
2025-04-29,1644585.9065742746
2025-04-30,1636029.4914242532
2025-05-02,1594363.4698241483
2025-05-03,1598296.2320670153
2025-05-04,1604142.2299956018
2025-05-05,1566090.0980240772
2025-05-06,1605311.4295813187
2025-05-07,1609403.628131329
2025-05-08,1606002.3202456061
2025-05-10,1607224.665267038
2025-05-11,1623699.7503385078
2025-05-12,1652026.2675742935
2025-05-13,1654311.5213100135
2025-05-14,1616950.2800027763
2025-05-15,1619660.697224212
2025-05-16,1628270.2578099477
2025-05-17,1641822.343917125
2025-05-18,1653833.2123885835
2025-05-19,1638846.1995171173
2025-05-20,1627313.6399670884
2025-05-21,1615727.934981345
2025-05-22,1608712.7374670417
2025-05-23,1606374.3382956074
2025-05-26,1582724.6194026906
2025-05-27,1587667.1449241315
2025-05-28,1639590.2356171191
2025-05-29,1629917.766317095
2025-05-30,1644001.306781416
2025-05-31,1641025.1623814085
2025-06-01,1611263.7183813336
2025-06-02,1645755.1061599916
2025-06-03,1666588.1169600443
2025-06-04,1664887.463017183
2025-06-05,1690025.254110103
2025-06-06,1664356.0086600382
2025-06-07,1672434.1148886303
2025-06-08,1670839.7518171978
2025-06-09,1653939.5032600125
2025-06-10,1640706.2897671221
2025-06-11,1658350.5744243094
2025-06-13,1648784.3959957135
2025-06-14,1649262.7049171436
2025-06-15,1648199.796202855
2025-06-16,1655693.3026385882
2025-06-17,1666641.2623957584
2025-06-18,1665684.644552899
2025-06-19,1660795.2644671723
2025-06-20,1646127.1242099928
2025-06-23,1648624.9596885704
2025-06-24,1655002.4119743009
2025-06-25,1667810.4619814758
2025-06-26,1662814.7910243203
2025-06-27,1675250.8229814945
2025-06-28,1675941.7136457819
2025-06-29,1679343.0215315048
2025-06-30,1680405.9302457932
2025-07-01,1692469.9441529664
2025-07-02,1697837.6331601224
2025-07-03,1696455.851831548
2025-07-04,1697890.778595837
2025-07-05,1698475.3783886957
2025-07-06,1697518.7605458363
2025-07-07,1666322.3897814723
2025-07-08,1646180.2696457068
2025-07-10,1669032.8070029076
2025-07-11,1647083.7420528522
2025-07-13,1644745.3428814178
2025-07-14,1690078.3995458176
2025-07-15,1700813.7775601302
2025-07-16,1709263.9018387229
2025-07-17,1738334.45517451
