time,equity
2017-01-03,1000000.0
2017-01-09,1007470.0000000001
2017-01-10,1035557.2
2017-01-11,1039740.3999999999
2017-01-12,995418.3999999999
2017-01-13,971713.6
2017-01-16,972211.6
2017-01-17,957670.0
2017-01-18,951096.3999999999
2017-01-19,955180.0
2017-01-20,932271.9999999999
2017-01-23,938646.3999999999
2017-01-24,944821.6
2017-01-25,949701.9999999999
2017-01-26,975100.0
2017-06-26,973153.5999999999
2017-06-27,988603.15
2017-06-28,994563.9999999999
2017-06-29,995172.2499999999
2017-06-30,981547.4500000001
2017-07-03,1003201.15
2017-07-04,997240.2999999999
2017-07-05,1008310.4499999997
2017-07-06,1015001.2
2017-07-07,1018650.7000000001
2017-07-10,1035925.0
2017-07-11,1045170.3999999999
2017-07-12,1046265.2499999998
2017-07-13,1033613.6499999999
2017-07-14,1031667.2499999999
2017-07-17,1045413.6999999998
2017-07-18,1043102.3499999999
2017-07-19,1057578.7
2017-07-20,1023151.7499999998
2017-07-21,1020475.4499999997
2017-07-24,1044440.4999999999
2017-07-25,1055389.0
2017-07-26,1051861.15
2017-07-27,1078502.5
2017-07-28,1074366.4
2017-07-31,1086409.75
2017-08-01,1101616.0
2017-08-02,1112199.55
2017-08-03,1106482.0
2017-08-04,1106968.5999999999
2017-08-07,1127770.75
2017-08-08,1119255.25
2017-08-09,1127649.0999999999
2017-08-10,1116822.25
2017-08-11,1094925.25
2017-08-14,1101007.75
2017-08-15,1085071.5999999999
2017-08-16,1061471.5
2017-08-17,1066702.45
2017-08-18,1082638.5999999999
2017-08-21,1095533.5
2017-08-22,1103562.4
2017-08-23,1110739.75
2017-08-24,1121688.25
2017-08-25,1113172.75
2017-08-28,1130082.0999999999
2017-08-29,1152465.7
2017-08-30,1155750.25
2017-08-31,1191028.75
2017-09-01,1192610.2
2017-09-04,1185676.15
2017-09-05,1179107.05
2017-09-06,1195286.5
2017-09-07,1175214.2499999998
2017-09-08,1177039.0
2017-09-11,1176065.8
2017-09-12,1200395.8
2017-09-13,1173997.75
2017-09-14,1163049.2499999998
2017-09-15,1160007.9999999998
2017-09-18,1161467.7999999998
2017-09-19,1169496.7
2017-09-20,1176795.7
2017-09-21,1181296.7499999998
2017-09-22,1167063.7
2017-09-26,1168766.7999999998
2017-09-27,1173876.0999999999
2017-09-28,1173754.45
2017-09-29,1206843.25
2017-10-02,1232876.35
2017-10-03,1247352.7
2017-10-04,1242486.7
2017-10-05,1256476.45
2017-10-06,1254651.7
