window,train_start,train_end,test_start,test_end,params,train_score,test_return_%,test_sharpe,test_maxdd_%
5,2018-01-01,2020-12-31,2021-01-01,2021-12-31,"{""lookback"":175,""pivot_window"":12,""min_touches"":4,""tolerance_atr_mult"":0.838792635777333,""cluster_atr_mult"":0.4404167763981929,""confirmation_bars"":1,""cooldown_bars"":4,""allowshort"":true}",-1000000.0,0.0,0.0,0.0
6,2019-01-01,2021-12-31,2022-01-01,2022-12-31,"{""lookback"":175,""pivot_window"":12,""min_touches"":4,""tolerance_atr_mult"":0.838792635777333,""cluster_atr_mult"":0.4404167763981929,""confirmation_bars"":1,""cooldown_bars"":4,""allowshort"":true}",0.0,0.0,0.0,0.0
7,2020-01-01,2022-12-31,2023-01-01,2023-12-31,"{""lookback"":131,""pivot_window"":8,""min_touches"":3,""tolerance_atr_mult"":0.3160731739086338,""cluster_atr_mult"":1.1530683619573252,""confirmation_bars"":1,""cooldown_bars"":20,""allowshort"":true}",0.749,27.54,1.137,15.21
8,2021-01-01,2023-12-31,2024-01-01,2024-12-31,"{""lookback"":294,""pivot_window"":3,""min_touches"":5,""tolerance_atr_mult"":1.1573227297656754,""cluster_atr_mult"":0.7911464520739939,""confirmation_bars"":2,""cooldown_bars"":6,""allowshort"":false}",1.309,-12.2,-1.108,17.19
9,2022-01-01,2024-12-31,2025-01-01,2025-12-31,"{""lookback"":267,""pivot_window"":9,""min_touches"":5,""tolerance_atr_mult"":1.0828098767694765,""cluster_atr_mult"":0.7378749172241077,""confirmation_bars"":1,""cooldown_bars"":3,""allowshort"":false}",0.83,10.54,0.502,24.69
10,2023-01-01,2025-12-31,2026-01-01,2026-04-20,"{""lookback"":299,""pivot_window"":3,""min_touches"":5,""tolerance_atr_mult"":1.1719560906510078,""cluster_atr_mult"":0.796977588508382,""confirmation_bars"":2,""cooldown_bars"":7,""allowshort"":false}",0.858,-1.99,-0.231,12.66
