ticker,strategy_type,timeframe,method,trial_number,composite_score,param_obv_ema_window,param_confirmation_bars,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end,IS_Количество сигналов,IS_Количество сделок,IS_Прибыльных сделок,IS_Убыточных сделок,IS_Процент прибыльных сделок,IS_Средняя прибыль,IS_Средний убыток,IS_Среднее время удержания (дней),IS_Среднее время удержания (часов),IS_Макс. просадка (%),IS_Макс. прибыль по сделке,IS_Макс. убыток по сделке,IS_Процент роста,IS_Sharpe,IS_Sortino,IS_Std. return,IS_Reward/Risk,OOS_Количество сигналов,OOS_Количество сделок,OOS_Прибыльных сделок,OOS_Убыточных сделок,OOS_Процент прибыльных сделок,OOS_Средняя прибыль,OOS_Средний убыток,OOS_Среднее время удержания (дней),OOS_Среднее время удержания (часов),OOS_Макс. просадка (%),OOS_Макс. прибыль по сделке,OOS_Макс. убыток по сделке,OOS_Процент роста,OOS_Sharpe,OOS_Sortino,OOS_Std. return,OOS_Reward/Risk,FULL_Количество сигналов,FULL_Количество сделок,FULL_Прибыльных сделок,FULL_Убыточных сделок,FULL_Процент прибыльных сделок,FULL_Средняя прибыль,FULL_Средний убыток,FULL_Среднее время удержания (дней),FULL_Среднее время удержания (часов),FULL_Макс. просадка (%),FULL_Макс. прибыль по сделке,FULL_Макс. убыток по сделке,FULL_Процент роста,FULL_Sharpe,FULL_Sortino,FULL_Std. return,FULL_Reward/Risk
GAZP,obv,1D,Bayesian_TPE,0,0.219,14,5,True,37.89,0.251,0.334,43.46,279,40.14,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":14,""confirmation_bars"":5,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1321.0,279.0,112.0,167.0,40.14,45447.25,-28210.58,14.37,,43.46,323105.9999999999,-368557.1999999999,37.89,0.25,0.33,0.0196,0.01,194.0,43.0,16.0,27.0,37.21,34535.06,-24318.64,9.58,,33.75,175644.83999999994,-83323.25000000013,-10.4,-0.16,-0.24,0.0151,-0.01,1515.0,322.0,128.0,194.0,39.75,50259.64,-30218.52,13.93,,43.46,512824.5799999999,-368557.1999999999,57.08,0.27,0.37,0.0193,0.01
GAZP,obv,1D,Bayesian_TPE,1,0.641,9,1,False,68.48,0.33,0.304,35.23,310,32.26,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":9,""confirmation_bars"":1,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,619.0,310.0,100.0,210.0,32.26,43780.48,-17587.13,6.38,,35.23,482138.87999999983,-548866.9999999999,68.48,0.33,0.3,0.0138,0.01,91.0,45.0,13.0,32.0,28.89,50642.65,-17049.16,4.4,,21.75,336928.68,-102729.0,11.28,0.42,0.46,0.0128,0.02,710.0,355.0,113.0,242.0,31.83,46868.2,-18799.97,6.16,,35.23,528856.0199999999,-548866.9999999999,74.65,0.31,0.29,0.0137,0.01
GAZP,obv,1D,Bayesian_TPE,2,1.531,20,4,False,117.23,0.46,0.553,35.23,136,31.62,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":20,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,961.0,136.0,43.0,93.0,31.62,85217.82,-26796.44,12.26,,35.23,420051.3000000001,-117318.2399999999,117.23,0.46,0.55,0.0122,0.02,150.0,21.0,5.0,16.0,23.81,24639.11,-16116.04,5.43,,14.5,64610.87999999997,-42312.409999999974,-13.47,-0.67,-0.59,0.0076,-0.04,1111.0,157.0,48.0,109.0,30.57,96415.37,-29468.03,11.8,,35.23,837766.1200000001,-118136.29999999992,141.59,0.46,0.55,0.0122,0.02
GAZP,obv,1D,Bayesian_TPE,3,0.182,26,2,False,33.88,0.234,0.21,43.49,130,32.31,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":26,""confirmation_bars"":2,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,479.0,130.0,42.0,88.0,32.31,57951.24,-23808.89,14.38,,43.49,420629.15999999986,-202246.20000000004,33.88,0.23,0.21,0.0139,0.01,77.0,20.0,8.0,12.0,40.0,16204.74,-20033.26,6.65,,13.8,44521.19999999995,-74030.0,-11.08,-0.47,-0.34,0.0084,-0.03,556.0,150.0,50.0,100.0,33.33,60140.54,-25020.48,13.83,,43.49,488118.23999999993,-202246.20000000004,50.5,0.26,0.24,0.0137,0.01
GAZP,obv,1D,Bayesian_TPE,4,-0.028,12,3,True,-25.13,0.071,0.096,64.59,389,35.99,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":12,""confirmation_bars"":3,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1074.0,389.0,140.0,249.0,35.99,27559.48,-16504.5,10.31,,64.59,217366.4999999999,-218734.99999999997,-25.13,0.07,0.1,0.0196,0.0,158.0,57.0,17.0,40.0,29.82,38451.62,-19463.79,7.3,,32.9,185046.53,-151205.94999999984,-12.49,-0.22,-0.31,0.0152,-0.01,1232.0,446.0,157.0,289.0,35.2,29681.78,-16745.87,10.05,,64.59,264046.79999999993,-218734.99999999997,-17.95,0.1,0.14,0.0193,0.0
GAZP,obv,1D,Bayesian_TPE,5,0.349,20,1,False,51.73,0.284,0.268,42.1,191,29.84,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":20,""confirmation_bars"":1,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,381.0,191.0,57.0,134.0,29.84,67988.55,-25059.82,10.32,,42.1,435183.00000000006,-644648.3999999999,51.73,0.28,0.27,0.0142,0.01,57.0,28.0,7.0,21.0,25.0,28556.45,-17109.3,5.32,,20.21,64442.15999999997,-77077.0,-15.94,-0.64,-0.51,0.0093,-0.03,438.0,219.0,64.0,155.0,29.22,73405.59,-26185.25,10.0,,42.1,585173.3200000001,-644648.3999999999,63.92,0.29,0.28,0.014,0.01
GAZP,obv,1D,Bayesian_TPE,6,0.432,16,4,False,58.51,0.307,0.256,41.56,147,33.33,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":16,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1067.0,147.0,49.0,98.0,33.33,73428.59,-30743.58,11.13,,41.56,463895.9999999998,-659001.2,58.51,0.31,0.26,0.0134,0.01,154.0,20.0,5.0,15.0,25.0,26754.21,-17506.05,6.0,,15.52,63491.99999999997,-38064.08000000003,-12.88,-0.62,-0.55,0.0077,-0.03,1221.0,167.0,54.0,113.0,32.34,80013.9,-31393.03,10.9,,41.56,609638.3999999999,-659001.2,77.33,0.32,0.28,0.0132,0.01
GAZP,obv,1D,Bayesian_TPE,7,0.287,20,1,True,59.36,0.292,0.409,60.38,381,28.61,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":20,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,381.0,381.0,109.0,272.0,28.61,55311.65,-19983.04,10.52,,60.38,413226.79999999993,-502998.79999999993,59.36,0.29,0.41,0.0195,0.01,57.0,57.0,18.0,39.0,31.58,34967.06,-18078.57,7.11,,31.11,152469.96000000002,-90211.0,-7.57,-0.08,-0.11,0.0149,-0.0,438.0,438.0,127.0,311.0,29.0,61202.48,-22120.62,10.24,,60.38,614591.14,-502998.79999999993,89.32,0.32,0.45,0.0192,0.01
GAZP,obv,1D,Bayesian_TPE,8,0.231,6,5,True,58.55,0.298,0.347,75.46,373,43.43,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":6,""confirmation_bars"":5,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1988.0,373.0,162.0,211.0,43.43,43596.92,-30697.58,10.75,,75.46,340298.0000000001,-356549.05000000005,58.55,0.3,0.35,0.0203,0.01,280.0,55.0,23.0,32.0,41.82,45377.61,-29672.72,8.45,,26.93,224570.29999999996,-132173.30999999985,9.42,0.33,0.53,0.0184,0.02,2268.0,428.0,185.0,243.0,43.22,45923.07,-32426.66,10.48,,75.46,340298.0000000001,-356549.05000000005,61.61,0.28,0.34,0.0201,0.01
GAZP,obv,1D,Bayesian_TPE,9,0.238,12,1,True,49.78,0.275,0.37,57.62,523,30.4,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":12,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,523.0,523.0,159.0,364.0,30.4,39317.01,-15806.49,7.67,,57.62,385552.7499999999,-367564.99999999994,49.78,0.28,0.37,0.0196,0.01,75.0,75.0,20.0,55.0,26.67,35548.32,-15005.17,5.55,,28.17,183446.52000000005,-84172.0,-11.43,-0.19,-0.25,0.0152,-0.01,598.0,598.0,179.0,419.0,29.93,44485.02,-17426.25,7.5,,57.62,528234.4499999998,-367564.99999999994,66.12,0.29,0.39,0.0193,0.01
GAZP,obv,1D,Bayesian_TPE,10,-0.012,29,3,False,-14.81,0.044,0.038,52.78,127,25.2,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":29,""confirmation_bars"":3,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,657.0,127.0,32.0,95.0,25.2,54804.82,-20019.14,13.86,,52.78,321158.94999999984,-154036.35000000003,-14.81,0.04,0.04,0.0137,0.0,97.0,17.0,7.0,10.0,41.18,17347.55,-17748.7,7.06,,14.83,47691.91999999995,-41117.70999999985,-5.61,-0.24,-0.21,0.0075,-0.01,754.0,144.0,39.0,105.0,27.08,54058.99,-19931.11,13.56,,52.78,321158.94999999984,-154036.35000000003,1.55,0.11,0.1,0.0135,0.0
GAZP,obv,1D,Bayesian_TPE,11,0.04,5,4,False,11.52,0.151,0.091,43.38,236,33.47,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":5,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1934.0,236.0,79.0,156.0,33.47,37657.22,-18331.35,5.15,,43.38,392752.8000000001,-431697.1999999999,11.52,0.15,0.09,0.011,0.0,283.0,34.0,10.0,24.0,29.41,40711.61,-14277.79,3.65,,15.68,196315.90999999997,-65413.529999999984,6.44,0.31,0.29,0.0103,0.02,2217.0,270.0,89.0,180.0,32.96,37321.06,-17864.98,5.0,,43.38,392752.8000000001,-431697.1999999999,10.59,0.14,0.09,0.011,0.0
GAZP,obv,1D,Bayesian_TPE,12,0.167,23,2,False,31.73,0.227,0.205,43.23,153,32.03,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":23,""confirmation_bars"":2,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,559.0,153.0,49.0,104.0,32.03,63002.7,-26632.65,12.14,,43.23,398711.1299999999,-577911.3999999999,31.73,0.23,0.21,0.014,0.01,81.0,22.0,9.0,13.0,40.91,16010.44,-19818.25,6.27,,14.59,43805.99999999995,-74030.0,-11.35,-0.48,-0.36,0.0085,-0.03,640.0,175.0,58.0,117.0,33.14,63779.74,-27387.15,11.81,,43.23,501379.64999999985,-577911.3999999999,49.49,0.26,0.24,0.0138,0.01
GAZP,obv,1D,Bayesian_TPE,13,0.489,9,4,False,56.22,0.306,0.235,35.15,188,34.57,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":9,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1466.0,188.0,65.0,123.0,34.57,52548.57,-23198.75,7.76,,35.15,457241.59999999986,-523430.5999999999,56.22,0.31,0.23,0.0127,0.01,219.0,29.0,7.0,22.0,24.14,51251.48,-14740.21,5.07,,21.65,241255.69999999984,-50120.08000000004,3.45,0.2,0.22,0.0109,0.01,1685.0,217.0,72.0,145.0,33.18,53206.47,-22933.73,7.45,,35.15,457241.59999999986,-523430.5999999999,50.55,0.27,0.21,0.0125,0.01
GAZP,obv,1D,Bayesian_TPE,14,0.237,18,2,False,39.69,0.251,0.228,42.04,169,33.14,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":18,""confirmation_bars"":2,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,639.0,169.0,56.0,113.0,33.14,63462.11,-27938.11,10.93,,42.04,395711.5500000001,-605692.9999999999,39.69,0.25,0.23,0.014,0.01,96.0,26.0,6.0,20.0,23.08,23536.02,-18048.46,5.38,,22.89,60579.35999999997,-74030.0,-21.98,-0.99,-0.75,0.009,-0.04,735.0,195.0,62.0,133.0,31.79,67808.96,-28605.54,10.53,,42.04,537241.5999999999,-605692.9999999999,39.96,0.23,0.21,0.0138,0.01
GAZP,obv,1D,Bayesian_TPE,15,-0.005,24,4,False,-3.39,0.088,0.07,59.29,126,27.78,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":24,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,864.0,126.0,35.0,91.0,27.78,67789.28,-26445.67,13.31,,59.29,375342.14999999985,-562938.2,-3.39,0.09,0.07,0.0125,0.0,126.0,17.0,6.0,11.0,35.29,18933.03,-15729.19,6.82,,13.55,46404.559999999954,-45991.74999999998,-5.94,-0.26,-0.22,0.0074,-0.01,990.0,143.0,41.0,102.0,28.67,67897.78,-25691.59,13.03,,59.29,375342.14999999985,-562938.2,16.33,0.16,0.13,0.0125,0.0
GAZP,obv,1D,Bayesian_TPE,16,0.15,9,3,False,25.64,0.207,0.169,35.47,222,31.98,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":9,""confirmation_bars"":3,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1243.0,222.0,71.0,151.0,31.98,43221.69,-18624.71,7.32,,35.47,383906.5599999999,-441619.1999999999,25.64,0.21,0.17,0.013,0.01,185.0,31.0,9.0,22.0,29.03,47792.34,-14547.33,5.16,,18.0,272714.1299999999,-51159.98999999991,11.01,0.45,0.5,0.0111,0.03,1428.0,253.0,80.0,173.0,31.62,43577.17,-18421.5,7.09,,35.47,383906.5599999999,-441619.1999999999,29.93,0.21,0.17,0.0128,0.01
GAZP,obv,1D,Bayesian_TPE,17,0.402,17,2,False,57.16,0.3,0.271,42.63,170,33.53,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":17,""confirmation_bars"":2,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,659.0,170.0,57.0,113.0,33.53,71429.14,-30972.5,10.86,,42.63,475944.40999999986,-659452.2,57.16,0.3,0.27,0.0139,0.01,95.0,25.0,6.0,19.0,24.0,23928.95,-15778.66,5.64,,16.61,63856.079999999965,-41841.61999999994,-15.62,-0.71,-0.64,0.0084,-0.04,754.0,195.0,63.0,132.0,32.31,76314.39,-31097.95,10.53,,42.63,604415.9999999999,-659452.2,70.29,0.3,0.28,0.0138,0.01
GAZP,obv,1D,Bayesian_TPE,18,0.061,21,3,False,18.31,0.182,0.159,54.77,148,31.08,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":21,""confirmation_bars"":3,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,785.0,148.0,46.0,102.0,31.08,68220.86,-28971.45,11.93,,54.77,410626.0,-629292.2999999998,18.31,0.18,0.16,0.0136,0.0,124.0,24.0,6.0,18.0,25.0,22616.45,-14758.47,5.25,,15.26,67310.39999999997,-37897.269999999866,-13.0,-0.64,-0.57,0.0076,-0.03,909.0,172.0,52.0,120.0,30.23,70806.37,-27991.86,11.41,,54.77,456258.58,-629292.2999999998,32.29,0.21,0.19,0.0134,0.01
GAZP,obv,1D,Bayesian_TPE,19,-0.005,30,5,False,-16.98,0.018,0.014,59.84,105,27.62,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":30,""confirmation_bars"":5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,907.0,105.0,29.0,76.0,27.62,55309.9,-23339.64,15.51,,59.84,302990.2800000001,-176467.95000000004,-16.98,0.02,0.01,0.0125,0.0,130.0,12.0,4.0,8.0,33.33,25735.87,-17265.25,8.92,,12.94,48240.23999999995,-44233.59999999993,-3.52,-0.13,-0.11,0.0074,-0.01,1037.0,117.0,33.0,84.0,28.21,58488.02,-22840.63,15.46,,59.84,302990.2800000001,-176467.95000000004,1.15,0.11,0.08,0.0124,0.0
GAZP,obv,1D,Bayesian_TPE,20,0.92,8,4,False,80.99,0.374,0.281,32.91,197,35.53,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":8,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1552.0,197.0,70.0,127.0,35.53,55764.96,-24359.37,7.18,,32.91,498222.0,-579534.9999999999,80.99,0.37,0.28,0.0126,0.01,229.0,29.0,8.0,21.0,27.59,45433.33,-16862.9,5.14,,23.56,241255.69999999984,-48026.72000000004,0.93,0.12,0.13,0.0111,0.01,1781.0,226.0,78.0,148.0,34.51,56314.41,-24937.24,6.96,,32.91,498222.0,-579534.9999999999,70.18,0.31,0.24,0.0125,0.01
GAZP,obv,1D,Bayesian_TPE,21,0.92,8,4,False,80.99,0.374,0.281,32.91,197,35.53,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":8,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1552.0,197.0,70.0,127.0,35.53,55764.96,-24359.37,7.18,,32.91,498222.0,-579534.9999999999,80.99,0.37,0.28,0.0126,0.01,229.0,29.0,8.0,21.0,27.59,45433.33,-16862.9,5.14,,23.56,241255.69999999984,-48026.72000000004,0.93,0.12,0.13,0.0111,0.01,1781.0,226.0,78.0,148.0,34.51,56314.41,-24937.24,6.96,,32.91,498222.0,-579534.9999999999,70.18,0.31,0.24,0.0125,0.01
GAZP,obv,1D,Bayesian_TPE,22,0.275,13,4,False,39.53,0.254,0.204,36.54,169,34.32,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":13,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1223.0,169.0,58.0,111.0,34.32,51252.81,-23219.37,9.28,,36.54,351852.22999999986,-499798.1999999999,39.53,0.25,0.2,0.013,0.01,184.0,24.0,5.0,19.0,20.83,19070.14,-14919.31,4.46,,18.81,47031.719999999965,-38431.24000000003,-18.81,-1.04,-0.85,0.0073,-0.04,1407.0,193.0,63.0,130.0,32.64,55416.15,-23635.79,8.99,,36.54,492082.9499999999,-499798.1999999999,41.86,0.24,0.2,0.0129,0.01
GAZP,obv,1D,Bayesian_TPE,23,0.677,6,4,False,76.29,0.381,0.25,42.95,224,35.71,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":6,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1787.0,224.0,80.0,144.0,35.71,54734.37,-25109.86,5.95,,42.95,610833.9600000002,-671448.7999999999,76.29,0.38,0.25,0.0115,0.01,252.0,32.0,10.0,22.0,31.25,44554.23,-14485.16,4.0,,11.77,223355.5199999999,-35684.31999999999,12.69,0.53,0.57,0.0103,0.05,2039.0,256.0,90.0,166.0,35.16,55442.94,-24934.85,5.74,,42.95,610833.9600000002,-671448.7999999999,85.07,0.37,0.25,0.0114,0.01
GAZP,obv,1D,Bayesian_TPE,24,0.834,10,5,False,79.2,0.37,0.273,35.15,161,36.65,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":10,""confirmation_bars"":5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1589.0,161.0,59.0,102.0,36.65,53319.69,-23076.84,8.37,,35.15,382263.1899999999,-543003.9999999999,79.2,0.37,0.27,0.0125,0.01,222.0,22.0,5.0,17.0,22.73,15108.79,-15255.97,4.18,,19.0,36410.49999999994,-45016.28999999996,-18.38,-1.09,-0.83,0.0068,-0.04,1811.0,183.0,64.0,119.0,34.97,58865.72,-24671.14,8.19,,35.15,631993.9499999998,-543003.9999999999,83.15,0.35,0.26,0.0124,0.01
GAZP,obv,1D,Bayesian_TPE,25,0.383,15,4,False,52.88,0.292,0.243,40.29,154,33.12,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":15,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1113.0,154.0,51.0,103.0,33.12,67957.36,-28515.23,10.52,,40.29,437866.27999999985,-622019.2,52.88,0.29,0.24,0.0133,0.01,162.0,21.0,4.0,17.0,19.05,29528.41,-15882.98,5.71,,15.19,63829.439999999966,-38266.840000000026,-15.19,-0.77,-0.66,0.0076,-0.04,1275.0,175.0,55.0,120.0,31.43,74735.46,-28849.37,10.3,,40.29,568572.8399999999,-622019.2,64.85,0.3,0.25,0.0132,0.01
GAZP,obv,1D,Bayesian_TPE,26,0.063,8,3,True,18.42,0.206,0.276,59.84,463,36.72,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":8,""confirmation_bars"":3,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1321.0,463.0,170.0,293.0,36.72,29756.66,-16636.13,8.66,,59.84,240013.7499999999,-226852.99999999997,18.42,0.21,0.28,0.0196,0.01,195.0,65.0,24.0,41.0,36.92,45582.56,-25197.06,7.15,,33.25,252946.97999999984,-171192.83999999982,6.09,0.27,0.41,0.0178,0.01,1516.0,528.0,194.0,334.0,36.74,31879.02,-18006.36,8.49,,59.84,279061.3799999999,-226852.99999999997,17.04,0.2,0.26,0.0194,0.01
GAZP,obv,1D,Bayesian_TPE,27,3.505,18,5,False,186.19,0.601,0.702,31.93,128,33.59,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":18,""confirmation_bars"":5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1154.0,128.0,43.0,85.0,33.59,103508.9,-30458.4,12.01,,31.93,538930.8,-208142.87999999977,186.19,0.6,0.7,0.0119,0.02,174.0,17.0,4.0,13.0,23.53,27471.33,-19444.59,6.29,,15.17,63758.399999999965,-43650.319999999985,-14.29,-0.73,-0.62,0.0075,-0.04,1328.0,145.0,47.0,98.0,32.41,120596.13,-35898.13,11.79,,31.93,1100697.6,-208142.87999999977,215.0,0.57,0.67,0.0119,0.02
GAZP,obv,1D,Bayesian_TPE,28,3.505,18,5,False,186.19,0.601,0.702,31.93,128,33.59,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":18,""confirmation_bars"":5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1154.0,128.0,43.0,85.0,33.59,103508.9,-30458.4,12.01,,31.93,538930.8,-208142.87999999977,186.19,0.6,0.7,0.0119,0.02,174.0,17.0,4.0,13.0,23.53,27471.33,-19444.59,6.29,,15.17,63758.399999999965,-43650.319999999985,-14.29,-0.73,-0.62,0.0075,-0.04,1328.0,145.0,47.0,98.0,32.41,120596.13,-35898.13,11.79,,31.93,1100697.6,-208142.87999999977,215.0,0.57,0.67,0.0119,0.02
