ticker,strategy_type,timeframe,method,trial_number,composite_score,param_rsi_lower,param_rsi_upper,param_rsi_window,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end,IS_Количество сигналов,IS_Количество сделок,IS_Прибыльных сделок,IS_Убыточных сделок,IS_Процент прибыльных сделок,IS_Средняя прибыль,IS_Средний убыток,IS_Среднее время удержания (дней),IS_Среднее время удержания (часов),IS_Макс. просадка (%),IS_Макс. прибыль по сделке,IS_Макс. убыток по сделке,IS_Процент роста,IS_Sharpe,IS_Sortino,IS_Std. return,IS_Reward/Risk,OOS_Количество сигналов,OOS_Количество сделок,OOS_Прибыльных сделок,OOS_Убыточных сделок,OOS_Процент прибыльных сделок,OOS_Средняя прибыль,OOS_Средний убыток,OOS_Среднее время удержания (дней),OOS_Среднее время удержания (часов),OOS_Макс. просадка (%),OOS_Макс. прибыль по сделке,OOS_Макс. убыток по сделке,OOS_Процент роста,OOS_Sharpe,OOS_Sortino,OOS_Std. return,OOS_Reward/Risk,FULL_Количество сигналов,FULL_Количество сделок,FULL_Прибыльных сделок,FULL_Убыточных сделок,FULL_Процент прибыльных сделок,FULL_Средняя прибыль,FULL_Средний убыток,FULL_Среднее время удержания (дней),FULL_Среднее время удержания (часов),FULL_Макс. просадка (%),FULL_Макс. прибыль по сделке,FULL_Макс. убыток по сделке,FULL_Процент роста,FULL_Sharpe,FULL_Sortino,FULL_Std. return,FULL_Reward/Risk
GAZP,rsi,1D,Bayesian_TPE,0,-0.017,23,89,24,True,-20.79,0.06,0.045,72.51,1,0.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":23,""rsi_upper"":89,""rsi_window"":24,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,4.0,1.0,0.0,1.0,0.0,0.0,-207917.55,1750.0,,72.51,-207917.54999999993,-207917.54999999993,-20.79,0.06,0.04,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,4.0,1.0,0.0,1.0,0.0,0.0,-251583.21,2225.0,,72.51,-251583.20999999996,-251583.20999999996,-25.16,0.06,0.05,0.0171,0.0
GAZP,rsi,1D,Bayesian_TPE,1,0.0,15,57,27,False,0.0,0.0,0.0,0.0,0,0.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":15,""rsi_upper"":57,""rsi_window"":27,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,
GAZP,rsi,1D,Bayesian_TPE,2,0.0,10,89,26,True,0.0,0.0,0.0,0.0,0,0.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":10,""rsi_upper"":89,""rsi_window"":26,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,
GAZP,rsi,1D,Bayesian_TPE,3,0.004,16,65,19,True,8.76,0.077,0.069,155.55,1,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":16,""rsi_upper"":65,""rsi_window"":19,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,55.0,1.0,1.0,0.0,100.0,87594.12,0.0,3973.0,,155.55,87594.12000000001,87594.12000000001,8.76,0.08,0.07,0.423,0.02,3.0,1.0,1.0,0.0,100.0,256879.84,0.0,417.0,,14.69,256879.8399999999,256879.8399999999,25.69,0.89,1.26,0.011,0.07,58.0,1.0,1.0,0.0,100.0,137902.48,0.0,4448.0,,155.55,137902.48000000004,137902.48000000004,13.79,0.07,0.07,0.3944,0.02
GAZP,rsi,1D,Bayesian_TPE,4,0.182,32,60,14,False,38.13,0.245,0.185,51.22,23,65.22,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":32,""rsi_upper"":60,""rsi_window"":14,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,174.0,23.0,15.0,8.0,65.22,74002.79,-91094.26,61.91,,51.22,212281.6000000001,-252823.19999999992,38.13,0.24,0.18,0.0142,0.01,30.0,3.0,2.0,1.0,66.67,64239.0,-37010.7,36.67,,12.11,122925.82000000002,-37010.699999999946,9.15,0.42,0.39,0.0098,0.03,204.0,26.0,17.0,9.0,65.38,72664.5,-86463.03,59.15,,51.22,212281.6000000001,-252823.19999999992,45.71,0.25,0.19,0.0137,0.01
GAZP,rsi,1D,Bayesian_TPE,5,0.164,38,62,19,True,-54.44,-0.328,-0.254,109.19,38,71.05,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":38,""rsi_upper"":62,""rsi_window"":19,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,135.0,38.0,27.0,11.0,71.05,104814.95,-306762.8,104.79,,109.19,280369.2800000001,-1517261.2,-54.44,-0.33,-0.25,0.6575,-0.2,22.0,6.0,4.0,2.0,66.67,32894.72,-17337.53,78.5,,42.04,86936.24999999991,-33031.0,9.69,0.34,0.43,0.023,0.02,157.0,44.0,31.0,13.0,70.45,92666.86,-260742.94,101.3,,109.19,280369.2800000001,-1517261.2,-51.7,-0.3,-0.24,0.6132,-0.17
GAZP,rsi,1D,Bayesian_TPE,6,0.004,31,61,8,False,1.77,0.125,0.086,61.29,43,69.77,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":31,""rsi_upper"":61,""rsi_window"":8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,255.0,43.0,30.0,13.0,69.77,64185.71,-146762.22,30.93,,61.29,266090.6799999997,-475140.6000000001,1.77,0.13,0.09,0.0147,0.0,43.0,8.0,5.0,3.0,62.5,61160.0,-40905.07,17.88,,15.91,138837.68999999994,-51915.60000000009,18.31,0.67,0.59,0.0111,0.05,298.0,51.0,34.0,17.0,66.67,63132.82,-119113.78,29.08,,61.29,266090.6799999997,-475140.6000000001,12.16,0.16,0.11,0.0143,0.0
GAZP,rsi,1D,Bayesian_TPE,7,0.143,39,65,9,True,43.25,0.271,0.339,81.88,98,72.45,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":39,""rsi_upper"":65,""rsi_window"":9,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,261.0,98.0,71.0,27.0,72.45,97754.83,-241041.87,40.67,,81.88,383263.2299999999,-1942768.81,43.25,0.27,0.34,0.0226,0.01,37.0,18.0,12.0,6.0,66.67,56104.43,-54188.46,26.17,,42.04,146560.40999999997,-113078.76,34.81,0.68,0.88,0.023,0.04,298.0,116.0,83.0,33.0,71.55,94273.76,-210856.43,38.46,,81.88,383263.2299999999,-1942768.81,86.65,0.32,0.4,0.0226,0.01
GAZP,rsi,1D,Bayesian_TPE,8,0.091,14,72,7,True,-40.39,-0.226,-0.176,100.57,19,68.42,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":14,""rsi_upper"":72,""rsi_window"":7,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,124.0,19.0,13.0,6.0,68.42,50241.0,-176165.39,209.79,,100.57,132265.96000000005,-961672.7,-40.39,-0.23,-0.18,0.155,-0.03,18.0,3.0,1.0,2.0,33.33,104808.0,-73056.61,157.0,,42.04,104807.99999999996,-132357.16,-4.13,0.1,0.11,0.0214,0.0,142.0,21.0,13.0,8.0,61.9,54502.39,-138741.59,212.43,,100.57,132265.96000000005,-961672.7,-40.14,-0.21,-0.16,0.1447,-0.03
GAZP,rsi,1D,Bayesian_TPE,9,-0.188,33,66,19,True,-84.04,0.256,0.568,114.23,18,72.22,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":33,""rsi_upper"":66,""rsi_window"":19,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,71.0,18.0,13.0,5.0,72.22,77181.16,-368759.33,220.72,,114.23,171726.75,-1536911.35,-84.04,0.26,0.57,0.7116,0.16,9.0,5.0,4.0,1.0,80.0,149252.27,-49259.7,83.4,,24.38,184941.26000000004,-49259.70000000009,54.77,1.15,1.64,0.0164,0.08,80.0,23.0,18.0,5.0,78.26,63053.72,-364207.02,193.39,,114.23,171726.75,-1536911.35,-68.61,0.24,0.54,0.6636,0.14
GAZP,rsi,1D,Bayesian_TPE,10,-0.023,44,80,13,False,-13.39,0.119,0.138,68.31,8,62.5,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":44,""rsi_upper"":80,""rsi_window"":13,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,162.0,8.0,5.0,3.0,62.5,286173.82,-521576.94,450.0,,68.31,522436.65,-664889.55,-13.39,0.12,0.14,0.0197,0.0,19.0,1.0,0.0,1.0,0.0,0.0,-80483.1,367.0,,25.75,-80483.09999999993,-80483.09999999993,-8.05,-0.1,-0.14,0.0147,-0.01,181.0,9.0,5.0,4.0,55.56,286173.82,-351659.19,446.33,,68.31,522436.65,-664889.55,2.42,0.16,0.19,0.0194,0.0
GAZP,rsi,1D,Bayesian_TPE,11,1.714,38,56,15,False,149.23,0.475,0.365,41.35,38,73.68,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":38,""rsi_upper"":56,""rsi_window"":15,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,213.0,38.0,28.0,10.0,73.68,96939.35,-122199.02,39.74,,41.35,427874.7000000002,-435161.6099999999,149.23,0.47,0.37,0.0147,0.02,37.0,5.0,2.0,3.0,40.0,27500.96,-30670.77,25.6,,20.9,33301.72999999997,-42199.34999999991,-3.7,-0.05,-0.04,0.0105,-0.0,250.0,43.0,29.0,14.0,67.44,92176.87,-102664.38,38.33,,41.35,427874.7000000002,-435161.6099999999,123.58,0.4,0.31,0.0143,0.01
GAZP,rsi,1D,Bayesian_TPE,12,1.294,27,55,14,False,94.23,0.456,0.277,33.2,10,80.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":27,""rsi_upper"":55,""rsi_window"":14,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,158.0,10.0,8.0,2.0,80.0,144995.5,-108820.35,57.1,,33.2,347068.20000000007,-188555.0,94.23,0.46,0.28,0.0101,0.01,32.0,3.0,2.0,1.0,66.67,50335.87,-15853.53,21.0,,16.32,82727.73000000003,-15853.530000000015,8.48,0.4,0.25,0.0097,0.02,190.0,13.0,10.0,3.0,76.92,135551.76,-82811.77,48.77,,33.2,347068.20000000007,-188555.0,110.71,0.45,0.27,0.01,0.01
GAZP,rsi,1D,Bayesian_TPE,13,0.309,23,56,14,False,28.38,0.244,0.119,22.41,7,71.43,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":23,""rsi_upper"":56,""rsi_window"":14,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,142.0,7.0,5.0,2.0,71.43,75365.72,-46519.45,48.0,,22.41,124473.14999999997,-62221.59999999995,28.38,0.24,0.12,0.0077,0.01,32.0,1.0,1.0,0.0,100.0,29805.3,0.0,21.0,,12.44,29805.30000000004,29805.30000000004,2.98,0.23,0.08,0.0063,0.01,174.0,8.0,6.0,2.0,75.0,69181.93,-46519.45,44.62,,22.41,124473.14999999997,-62221.59999999995,32.21,0.24,0.11,0.0075,0.01
GAZP,rsi,1D,Bayesian_TPE,14,0.228,25,55,12,False,31.2,0.254,0.147,34.71,9,77.78,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":25,""rsi_upper"":55,""rsi_window"":12,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,176.0,9.0,7.0,2.0,77.78,80002.94,-124031.17,51.89,,34.71,299370.3,-193398.53000000003,31.2,0.25,0.15,0.0082,0.01,30.0,3.0,3.0,0.0,100.0,66108.82,0.0,21.0,,9.89,91389.96000000002,19822.0,19.83,0.83,0.48,0.0092,0.08,206.0,12.0,10.0,2.0,83.33,82020.72,-124031.17,44.17,,34.71,299370.3,-193398.53000000003,57.21,0.34,0.2,0.0083,0.01
GAZP,rsi,1D,Bayesian_TPE,15,0.115,44,72,16,False,27.92,0.223,0.266,54.02,11,45.45,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":44,""rsi_upper"":72,""rsi_window"":16,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,150.0,11.0,5.0,6.0,45.45,348466.71,-243858.32,288.36,,54.02,671592.96,-462310.75,27.92,0.22,0.27,0.0181,0.01,18.0,2.0,2.0,0.0,100.0,40115.89,0.0,155.5,,24.38,56766.67999999999,23465.100000000057,8.02,0.32,0.41,0.0137,0.02,168.0,13.0,7.0,6.0,53.85,267957.98,-179997.14,271.92,,54.02,671592.96,-462310.75,79.57,0.31,0.37,0.0179,0.01
GAZP,rsi,1D,Bayesian_TPE,16,-0.025,37,78,17,False,-27.08,0.066,0.073,71.97,5,60.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":37,""rsi_upper"":78,""rsi_window"":17,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,79.0,5.0,3.0,2.0,60.0,348886.2,-658711.7,660.2,,71.97,571048.2000000001,-1142567.4,-27.08,0.07,0.07,0.0195,0.0,11.0,1.0,0.0,1.0,0.0,0.0,-53638.99,373.0,,25.75,-53638.98999999997,-53638.98999999997,-5.36,-0.02,-0.03,0.0149,-0.0,90.0,6.0,3.0,3.0,50.0,348886.2,-386399.82,620.67,,71.97,571048.2000000001,-934041.32,-11.25,0.13,0.14,0.0192,0.0
GAZP,rsi,1D,Bayesian_TPE,17,0.359,28,68,30,False,32.61,0.284,0.167,25.82,2,100.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":28,""rsi_upper"":68,""rsi_window"":30,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,16.0,2.0,2.0,0.0,100.0,163055.26,0.0,232.0,,25.82,165539.20000000004,160571.32000000004,32.61,0.28,0.17,0.0071,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,18.0,2.0,2.0,0.0,100.0,361677.6,0.0,258.0,,25.82,557816.0,165539.20000000004,72.34,0.43,0.25,0.0074,0.01
GAZP,rsi,1D,Bayesian_TPE,18,0.025,19,59,11,False,7.36,0.111,0.051,33.2,7,71.43,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":19,""rsi_upper"":59,""rsi_window"":11,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,150.0,7.0,5.0,2.0,71.43,60601.02,-114725.45,43.57,,33.2,107301.14999999998,-198789.0,7.36,0.11,0.05,0.0075,0.0,35.0,1.0,0.0,1.0,0.0,0.0,-15853.53,23.0,,16.32,-15853.530000000015,-15853.530000000015,-1.59,-0.03,-0.01,0.0069,-0.0,185.0,8.0,5.0,3.0,62.5,60601.02,-82156.99,41.0,,33.2,107301.14999999998,-198789.0,5.65,0.09,0.04,0.0074,0.0
GAZP,rsi,1D,Bayesian_TPE,19,0.033,29,82,22,False,12.81,0.189,0.179,72.51,2,50.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":29,""rsi_upper"":82,""rsi_window"":22,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,9.0,2.0,1.0,1.0,50.0,707380.48,-579282.64,1293.0,,72.51,707380.4799999999,-579282.6399999999,12.81,0.19,0.18,0.0184,0.0,2.0,1.0,0.0,1.0,0.0,0.0,-21470.04,378.0,,25.75,-21470.039999999928,-21470.039999999928,-2.15,0.07,0.1,0.0153,0.0,11.0,2.0,1.0,1.0,50.0,707380.48,-641481.8,1530.5,,72.51,707380.4799999999,-641481.7999999999,6.59,0.17,0.17,0.0185,0.0
GAZP,rsi,1D,Bayesian_TPE,20,0.44,35,55,16,False,58.67,0.301,0.214,40.18,28,67.86,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":35,""rsi_upper"":55,""rsi_window"":16,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,189.0,28.0,19.0,9.0,67.86,71885.84,-86571.71,46.36,,40.18,249687.36,-280590.56999999995,58.67,0.3,0.21,0.0143,0.01,34.0,3.0,1.0,2.0,33.33,44987.54,-25476.0,39.0,,18.86,44987.53999999992,-43489.08999999993,-0.6,0.06,0.05,0.0105,0.0,223.0,31.0,20.0,11.0,64.52,66187.62,-77678.31,45.97,,40.18,249687.36,-280590.56999999995,46.93,0.25,0.18,0.0139,0.01
GAZP,rsi,1D,Bayesian_TPE,21,0.44,35,55,16,False,58.67,0.301,0.214,40.18,28,67.86,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":35,""rsi_upper"":55,""rsi_window"":16,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,189.0,28.0,19.0,9.0,67.86,71885.84,-86571.71,46.36,,40.18,249687.36,-280590.56999999995,58.67,0.3,0.21,0.0143,0.01,34.0,3.0,1.0,2.0,33.33,44987.54,-25476.0,39.0,,18.86,44987.53999999992,-43489.08999999993,-0.6,0.06,0.05,0.0105,0.0,223.0,31.0,20.0,11.0,64.52,66187.62,-77678.31,45.97,,40.18,249687.36,-280590.56999999995,46.93,0.25,0.18,0.0139,0.01
GAZP,rsi,1D,Bayesian_TPE,22,0.406,35,59,10,False,64.68,0.314,0.241,50.02,42,71.43,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":35,""rsi_upper"":59,""rsi_window"":10,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,237.0,42.0,30.0,12.0,71.43,61460.99,-99749.89,35.26,,50.02,221759.3099999999,-360890.6400000002,64.68,0.31,0.24,0.0146,0.01,47.0,8.0,5.0,3.0,62.5,50452.38,-39250.33,18.0,,15.91,130622.04000000008,-49784.88000000009,13.45,0.53,0.47,0.0109,0.04,284.0,50.0,34.0,16.0,68.0,62331.35,-86172.49,32.7,,50.02,221759.3099999999,-360890.6400000002,74.05,0.31,0.24,0.0142,0.01
GAZP,rsi,1D,Bayesian_TPE,23,1.032,41,63,22,False,133.42,0.43,0.434,55.57,16,75.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":41,""rsi_upper"":63,""rsi_window"":22,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,128.0,16.0,12.0,4.0,75.0,241637.89,-391373.43,144.06,,55.57,1103782.6800000002,-629391.0,133.42,0.43,0.43,0.0163,0.01,19.0,3.0,3.0,0.0,100.0,25166.62,0.0,108.33,,24.38,57008.1600000001,2308.499999999966,7.55,0.31,0.4,0.0142,0.02,147.0,19.0,15.0,4.0,78.95,247275.91,-391373.43,141.53,,55.57,1103782.6800000002,-629391.0,214.36,0.48,0.51,0.0163,0.01
GAZP,rsi,1D,Bayesian_TPE,24,1.609,42,64,22,False,179.69,0.488,0.513,54.5,16,68.75,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":42,""rsi_upper"":64,""rsi_window"":22,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,136.0,16.0,11.0,5.0,68.75,323971.7,-353348.51,153.25,,54.5,1102955.6700000002,-766024.6000000002,179.69,0.49,0.51,0.0166,0.01,15.0,2.0,2.0,0.0,100.0,78319.09,0.0,148.0,,24.38,146769.68000000005,9868.499999999958,15.66,0.52,0.63,0.0135,0.03,151.0,18.0,13.0,5.0,72.22,316980.02,-201488.23,155.89,,54.5,1102955.6700000002,-700784.2999999999,311.33,0.56,0.61,0.0166,0.02
GAZP,rsi,1D,Bayesian_TPE,25,0.394,41,69,21,False,71.79,0.319,0.333,58.12,10,70.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":41,""rsi_upper"":69,""rsi_window"":21,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,106.0,10.0,7.0,3.0,70.0,326718.54,-523038.0,291.3,,58.12,1053200.19,-726083.7599999998,71.79,0.32,0.33,0.0184,0.01,17.0,1.0,0.0,1.0,0.0,0.0,-74736.96,372.0,,25.75,-74736.95999999998,-74736.95999999998,-7.47,-0.08,-0.12,0.0148,-0.0,123.0,11.0,8.0,3.0,72.73,298670.8,-448818.78,303.45,,58.12,1053200.19,-726083.7599999998,104.29,0.34,0.37,0.0183,0.01
GAZP,rsi,1D,Bayesian_TPE,26,0.871,41,58,21,False,112.06,0.407,0.355,52.35,28,75.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":41,""rsi_upper"":58,""rsi_window"":21,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,186.0,28.0,21.0,7.0,75.0,102517.67,-147468.94,66.61,,52.35,295659.2000000001,-314797.75999999995,112.06,0.41,0.35,0.0151,0.01,31.0,5.0,3.0,1.0,60.0,73957.82,-19515.06,44.4,,14.13,127479.4800000001,-19515.05999999996,20.24,0.7,0.93,0.0117,0.06,217.0,33.0,24.0,8.0,72.73,105690.2,-134034.97,63.36,,52.35,295659.2000000001,-314797.75999999995,146.43,0.42,0.38,0.0147,0.01
GAZP,rsi,1D,Bayesian_TPE,27,0.268,25,63,24,False,27.54,0.251,0.149,25.82,2,100.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":25,""rsi_upper"":63,""rsi_window"":24,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,50.0,2.0,2.0,0.0,100.0,137716.64,0.0,238.0,,25.82,165539.20000000004,109894.07,27.54,0.25,0.15,0.0072,0.01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,56.0,2.0,2.0,0.0,100.0,298581.62,0.0,267.5,,25.82,431624.0499999998,165539.20000000004,59.72,0.37,0.22,0.0075,0.01
GAZP,rsi,1D,Bayesian_TPE,28,0.012,44,58,14,False,4.86,0.145,0.128,61.0,48,66.67,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""rsi_lower"":44,""rsi_upper"":58,""rsi_window"":14,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,260.0,48.0,32.0,16.0,66.67,58630.17,-114225.37,42.73,,61.0,267273.04999999993,-488911.4999999999,4.86,0.14,0.13,0.0158,0.0,41.0,8.0,5.0,3.0,62.5,50725.16,-70983.14,29.12,,20.78,91082.60000000006,-90667.05,4.07,0.22,0.27,0.0124,0.01,301.0,56.0,36.0,20.0,64.29,57065.39,-101890.77,40.96,,61.0,267273.04999999993,-488911.4999999999,1.65,0.13,0.12,0.0154,0.0
