ticker,strategy_type,timeframe,method,trial_number,composite_score,param_vwap_window,param_vwap_tol,param_vwap_mode,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end,IS_Количество сигналов,IS_Количество сделок,IS_Прибыльных сделок,IS_Убыточных сделок,IS_Процент прибыльных сделок,IS_Средняя прибыль,IS_Средний убыток,IS_Среднее время удержания (дней),IS_Среднее время удержания (часов),IS_Макс. просадка (%),IS_Макс. прибыль по сделке,IS_Макс. убыток по сделке,IS_Процент роста,IS_Sharpe,IS_Sortino,IS_Std. return,IS_Reward/Risk,OOS_Количество сигналов,OOS_Количество сделок,OOS_Прибыльных сделок,OOS_Убыточных сделок,OOS_Процент прибыльных сделок,OOS_Средняя прибыль,OOS_Средний убыток,OOS_Среднее время удержания (дней),OOS_Среднее время удержания (часов),OOS_Макс. просадка (%),OOS_Макс. прибыль по сделке,OOS_Макс. убыток по сделке,OOS_Процент роста,OOS_Sharpe,OOS_Sortino,OOS_Std. return,OOS_Reward/Risk,FULL_Количество сигналов,FULL_Количество сделок,FULL_Прибыльных сделок,FULL_Убыточных сделок,FULL_Процент прибыльных сделок,FULL_Средняя прибыль,FULL_Средний убыток,FULL_Среднее время удержания (дней),FULL_Среднее время удержания (часов),FULL_Макс. просадка (%),FULL_Макс. прибыль по сделке,FULL_Макс. убыток по сделке,FULL_Процент роста,FULL_Sharpe,FULL_Sortino,FULL_Std. return,FULL_Reward/Risk
GAZP,vwap,1D,Bayesian_TPE,0,0.143,87,0.02,rolling,True,-62.93,-0.163,-0.197,71.75,56,25.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":87,""vwap_tol"":0.02,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,167.0,56.0,14.0,42.0,25.0,85839.95,-43597.56,69.96,,71.75,455175.29999999993,-265692.20999999996,-62.93,-0.16,-0.2,0.0183,-0.0,23.0,12.0,2.0,10.0,16.67,86113.6,-41110.38,38.83,,38.27,95598.08000000006,-70312.00000000009,-23.89,-0.45,-0.71,0.0177,-0.02,190.0,67.0,15.0,52.0,22.39,83601.99,-38070.73,65.57,,78.52,455175.29999999993,-265692.20999999996,-72.56,-0.21,-0.26,0.0182,-0.0
GAZP,vwap,1D,Bayesian_TPE,1,-0.005,30,0.018,yearly,False,-3.2,0.088,0.071,54.67,28,28.57,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":30,""vwap_tol"":0.018000000000000002,""vwap_mode"":""yearly"",""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,172.0,28.0,8.0,20.0,28.57,170679.89,-69872.64,62.0,,54.67,591624.0,-524539.8899999999,-3.2,0.09,0.07,0.0124,0.0,17.0,3.0,1.0,2.0,33.33,180870.68,-31327.49,49.0,,18.35,180870.68,-34226.42000000001,11.82,0.5,0.53,0.0102,0.03,189.0,31.0,9.0,22.0,29.03,171167.5,-66277.3,60.74,,54.67,591624.0,-524539.8899999999,8.24,0.13,0.11,0.0121,0.0
GAZP,vwap,1D,Bayesian_TPE,2,0.001,170,0.005,yearly,False,-20.91,-0.003,-0.003,58.72,65,24.62,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":170,""vwap_tol"":0.005,""vwap_mode"":""yearly"",""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,189.0,65.0,16.0,48.0,24.62,87384.19,-33484.07,27.43,,58.72,525954.1499999999,-436094.3399999999,-20.91,-0.0,-0.0,0.0126,-0.0,16.0,6.0,3.0,3.0,50.0,62839.31,-34158.85,26.0,,17.22,173261.08000000002,-42018.559999999874,8.6,0.38,0.39,0.0105,0.02,205.0,70.0,19.0,51.0,27.14,81218.05,-33487.32,27.83,,61.55,525954.1499999999,-436094.3399999999,-16.47,0.03,0.02,0.0123,0.0
GAZP,vwap,1D,Bayesian_TPE,3,0.046,98,0.006,rolling,False,-35.22,-0.09,-0.076,69.32,48,18.75,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":98,""vwap_tol"":0.006,""vwap_mode"":""rolling"",""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,160.0,48.0,9.0,39.0,18.75,138279.95,-40942.25,39.69,,69.32,717001.7999999999,-453616.8000000001,-35.22,-0.09,-0.08,0.0127,-0.0,25.0,9.0,2.0,7.0,22.22,54275.97,-34091.33,26.67,,36.48,106179.76000000008,-76789.68000000001,-13.01,-0.36,-0.41,0.0119,-0.01,185.0,57.0,10.0,47.0,17.54,128563.47,-37461.75,37.81,,73.91,717001.7999999999,-453616.8000000001,-47.51,-0.15,-0.13,0.0127,-0.0
GAZP,vwap,1D,Bayesian_TPE,4,-0.026,102,0.016,yearly,True,-28.53,0.052,0.066,57.89,64,25.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":102,""vwap_tol"":0.016,""vwap_mode"":""yearly"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,175.0,64.0,16.0,48.0,25.0,91455.01,-36428.4,62.44,,57.89,367848.0,-350404.37999999995,-28.53,0.05,0.07,0.019,0.0,17.0,7.0,2.0,5.0,28.57,187313.34,-36654.12,66.43,,16.87,204647.23999999996,-60149.97999999995,19.14,0.55,0.91,0.0157,0.05,192.0,70.0,19.0,51.0,27.14,92518.91,-36089.14,63.87,,57.89,367848.0,-350404.37999999995,-8.27,0.13,0.17,0.0186,0.0
GAZP,vwap,1D,Bayesian_TPE,5,-0.006,129,0.004,yearly,True,-37.58,0.01,0.013,62.69,135,22.96,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":129,""vwap_tol"":0.004,""vwap_mode"":""yearly"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,186.0,135.0,31.0,103.0,22.96,49949.32,-18681.92,29.7,,62.69,355701.24,-292270.31999999995,-37.58,0.01,0.01,0.019,0.0,16.0,12.0,6.0,6.0,50.0,66429.06,-35320.04,38.83,,18.63,181159.02,-57628.49999999995,18.67,0.53,0.86,0.0162,0.05,202.0,146.0,37.0,109.0,25.34,48387.56,-18991.47,30.71,,62.69,355701.24,-292270.31999999995,-27.97,0.06,0.08,0.0186,0.0
GAZP,vwap,1D,Bayesian_TPE,6,0.096,75,0.002,rolling,False,-44.23,-0.158,-0.13,73.15,80,13.75,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":75,""vwap_tol"":0.002,""vwap_mode"":""rolling"",""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,194.0,80.0,11.0,69.0,13.75,133165.06,-27640.01,23.29,,73.15,778610.7000000001,-434049.86999999994,-44.23,-0.16,-0.13,0.0127,-0.0,20.0,8.0,3.0,5.0,37.5,54203.54,-12448.16,28.12,,22.63,148719.3400000001,-27927.25,10.04,0.39,0.46,0.0124,0.02,214.0,88.0,13.0,75.0,14.77,117561.83,-26088.92,23.84,,73.76,778610.7000000001,-434049.86999999994,-42.84,-0.11,-0.1,0.0127,-0.0
GAZP,vwap,1D,Bayesian_TPE,7,-0.007,26,0.019,yearly,False,-4.56,0.081,0.066,55.14,27,29.63,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":26,""vwap_tol"":0.019000000000000003,""vwap_mode"":""yearly"",""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,172.0,27.0,8.0,19.0,29.63,170073.74,-74008.03,64.63,,55.14,589464.0,-522673.1999999999,-4.56,0.08,0.07,0.0124,0.0,14.0,2.0,1.0,1.0,50.0,180870.68,-18092.44,79.5,,16.27,180870.68,-18092.43999999998,16.28,0.64,0.7,0.0103,0.04,186.0,29.0,9.0,20.0,31.03,170356.55,-71171.02,65.66,,55.14,589464.0,-522673.1999999999,10.98,0.14,0.12,0.0121,0.0
GAZP,vwap,1D,Bayesian_TPE,8,0.194,118,0.004,rolling,True,-68.29,-0.216,-0.262,75.88,107,16.82,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":118,""vwap_tol"":0.004,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,150.0,107.0,18.0,88.0,16.82,59263.84,-19882.79,36.69,,75.88,419847.68,-226139.0,-68.29,-0.22,-0.26,0.0182,-0.01,34.0,25.0,4.0,21.0,16.0,35427.16,-24636.71,18.6,,52.5,99786.08000000006,-75875.94000000002,-37.57,-0.89,-1.3,0.0175,-0.03,184.0,132.0,21.0,110.0,15.91,52222.37,-17384.02,33.34,,85.23,419847.68,-226139.0,-81.56,-0.32,-0.4,0.0181,-0.01
GAZP,vwap,1D,Bayesian_TPE,9,-0.007,128,0.019,yearly,False,-4.56,0.081,0.066,55.14,27,29.63,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":128,""vwap_tol"":0.019000000000000003,""vwap_mode"":""yearly"",""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,172.0,27.0,8.0,19.0,29.63,170073.74,-74008.03,64.63,,55.14,589464.0,-522673.1999999999,-4.56,0.08,0.07,0.0124,0.0,14.0,2.0,1.0,1.0,50.0,180870.68,-18092.44,79.5,,16.27,180870.68,-18092.43999999998,16.28,0.64,0.7,0.0103,0.04,186.0,29.0,9.0,20.0,31.03,170356.55,-71171.02,65.66,,55.14,589464.0,-522673.1999999999,10.98,0.14,0.12,0.0121,0.0
GAZP,vwap,1D,Bayesian_TPE,10,0.008,191,0.01,rolling,True,4.05,0.144,0.219,69.4,56,14.29,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":191,""vwap_tol"":0.010000000000000002,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,110.0,56.0,8.0,47.0,14.29,146007.68,-23991.03,68.12,,69.4,355628.50000000006,-75075.39999999995,4.05,0.14,0.22,0.0169,0.0,22.0,12.0,2.0,10.0,16.67,51853.42,-32772.62,38.75,,40.24,60604.39999999998,-60149.97999999995,-22.4,-0.42,-0.59,0.0174,-0.02,132.0,68.0,10.0,58.0,14.71,126858.84,-26145.66,63.09,,69.4,355628.50000000006,-75075.39999999995,-24.79,0.05,0.07,0.017,0.0
GAZP,vwap,1D,Bayesian_TPE,11,0.317,62,0.012,rolling,True,-79.92,-0.332,-0.409,83.69,96,23.96,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":62,""vwap_tol"":0.012,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,204.0,96.0,23.0,72.0,23.96,44893.85,-25440.63,41.25,,83.69,365927.1,-163379.81999999998,-79.92,-0.33,-0.41,0.019,-0.01,27.0,10.0,6.0,4.0,60.0,96523.32,-37815.68,46.4,,16.87,226277.70000000004,-67757.69,42.79,0.95,1.62,0.0168,0.09,231.0,105.0,28.0,76.0,26.67,40475.23,-24481.7,42.24,,84.06,365927.1,-163379.81999999998,-72.73,-0.19,-0.25,0.0188,-0.0
GAZP,vwap,1D,Bayesian_TPE,12,0.252,53,0.012,rolling,True,-75.17,-0.265,-0.329,79.08,97,23.71,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":53,""vwap_tol"":0.012,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,223.0,97.0,23.0,74.0,23.71,53653.53,-26834.49,40.95,,79.08,441016.88000000006,-154996.80000000002,-75.17,-0.26,-0.33,0.0191,-0.01,33.0,19.0,7.0,12.0,36.84,19298.34,-35226.18,20.42,,44.03,50610.76999999992,-92249.37000000002,-28.76,-0.76,-1.02,0.0148,-0.03,256.0,116.0,30.0,86.0,25.86,43813.81,-24513.11,38.34,,82.6,441016.88000000006,-154996.80000000002,-79.37,-0.26,-0.34,0.0189,-0.01
GAZP,vwap,1D,Bayesian_TPE,13,0.256,54,0.013,rolling,True,-75.43,-0.267,-0.333,78.57,93,24.73,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":54,""vwap_tol"":0.013000000000000001,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,219.0,93.0,23.0,70.0,24.73,53471.18,-28344.67,42.71,,78.57,442054.16,-155408.40000000002,-75.43,-0.27,-0.33,0.0191,-0.01,30.0,19.0,7.0,12.0,36.84,18223.69,-36182.41,20.42,,45.31,49876.010000000024,-92249.37000000002,-30.66,-0.83,-1.11,0.0148,-0.03,249.0,112.0,30.0,82.0,26.79,43573.82,-25713.6,39.71,,82.58,442054.16,-155408.40000000002,-80.13,-0.27,-0.35,0.0189,-0.01
GAZP,vwap,1D,Bayesian_TPE,14,0.368,67,0.013,rolling,True,-82.69,-0.381,-0.466,85.67,94,21.28,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":67,""vwap_tol"":0.013000000000000001,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,201.0,94.0,20.0,73.0,21.28,48890.42,-24722.09,42.12,,85.67,374052.0,-192269.07,-82.69,-0.38,-0.47,0.0189,-0.01,29.0,10.0,5.0,5.0,50.0,104325.18,-35047.6,46.4,,19.26,226277.70000000004,-64755.46000000001,34.64,0.81,1.39,0.0168,0.07,230.0,103.0,24.0,78.0,23.3,43966.13,-23507.04,43.05,,86.06,374052.0,-192269.07,-77.84,-0.25,-0.32,0.0186,-0.01
GAZP,vwap,1D,Bayesian_TPE,15,0.224,62,0.008,rolling,True,-72.41,-0.24,-0.295,77.62,108,24.07,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":62,""vwap_tol"":0.008,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,201.0,108.0,26.0,82.0,24.07,47985.53,-24045.74,36.67,,77.62,286625.54000000004,-208447.04999999996,-72.41,-0.24,-0.29,0.0188,-0.01,32.0,16.0,7.0,9.0,43.75,84816.88,-35119.04,29.0,,20.53,226277.70000000004,-80351.75000000016,27.76,0.69,1.17,0.0169,0.06,233.0,123.0,32.0,91.0,26.02,43433.56,-22578.66,36.06,,78.13,286625.54000000004,-208447.04999999996,-66.48,-0.14,-0.18,0.0186,-0.0
GAZP,vwap,1D,Bayesian_TPE,16,0.006,149,0.014,rolling,True,-34.67,-0.011,-0.017,63.63,55,21.82,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":149,""vwap_tol"":0.014000000000000002,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,113.0,55.0,12.0,43.0,21.82,112922.78,-39575.87,70.62,,63.63,479590.0,-129827.60000000002,-34.67,-0.01,-0.02,0.0171,-0.0,28.0,13.0,2.0,11.0,15.38,39407.04,-36642.39,35.77,,47.77,43102.44000000001,-90994.03999999992,-32.43,-0.72,-1.0,0.0175,-0.03,141.0,68.0,13.0,55.0,19.12,106034.65,-35766.8,64.1,,73.63,479590.0,-129827.60000000002,-58.87,-0.13,-0.19,0.0172,-0.0
GAZP,vwap,1D,Bayesian_TPE,17,0.139,43,0.01,rolling,True,-64.33,-0.159,-0.215,73.51,125,26.4,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":43,""vwap_tol"":0.010000000000000002,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,227.0,125.0,33.0,92.0,26.4,41374.28,-21833.29,31.83,,73.51,215458.3200000001,-124423.60000000002,-64.33,-0.16,-0.22,0.0191,-0.0,37.0,19.0,7.0,12.0,36.84,43673.49,-32730.09,20.47,,30.11,71788.36000000003,-80899.56000000003,-8.7,-0.12,-0.16,0.0147,-0.01,264.0,144.0,40.0,104.0,27.78,39372.1,-20951.59,30.93,,73.51,215458.3200000001,-124423.60000000002,-60.41,-0.09,-0.13,0.0189,-0.0
GAZP,vwap,1D,Bayesian_TPE,18,0.317,76,0.015,rolling,True,-79.23,-0.335,-0.403,83.86,77,22.08,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":76,""vwap_tol"":0.015,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,190.0,77.0,17.0,60.0,22.08,67311.13,-32276.29,50.95,,83.86,492552.9,-229425.08999999997,-79.23,-0.33,-0.4,0.0186,-0.01,24.0,12.0,4.0,8.0,33.33,49487.22,-37681.8,38.83,,30.38,95598.08000000006,-70312.00000000009,-10.35,-0.1,-0.15,0.0177,-0.01,214.0,88.0,20.0,68.0,22.73,58938.74,-29377.69,49.98,,86.16,492552.9,-229425.08999999997,-81.89,-0.31,-0.39,0.0185,-0.01
GAZP,vwap,1D,Bayesian_TPE,19,0.311,74,0.008,rolling,True,-78.71,-0.329,-0.399,83.31,109,19.27,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":74,""vwap_tol"":0.008,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,185.0,109.0,21.0,87.0,19.27,57608.06,-22951.98,35.99,,83.31,478142.7,-229780.64999999997,-78.71,-0.33,-0.4,0.0185,-0.01,21.0,11.0,6.0,5.0,54.55,51206.94,-35445.3,42.27,,23.83,109507.35999999996,-60149.97999999995,13.0,0.41,0.65,0.0174,0.03,206.0,120.0,26.0,93.0,21.67,48565.66,-21919.71,36.65,,84.67,478142.7,-229780.64999999997,-77.58,-0.26,-0.32,0.0184,-0.01
GAZP,vwap,1D,Bayesian_TPE,20,0.074,40,0.016,rolling,True,-55.66,-0.093,-0.126,70.12,102,30.39,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":40,""vwap_tol"":0.016,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,237.0,102.0,31.0,71.0,30.39,47875.47,-28742.23,39.04,,70.12,273941.10000000003,-153431.60000000003,-55.66,-0.09,-0.13,0.0191,-0.0,36.0,17.0,7.0,10.0,41.18,39714.23,-41712.6,22.94,,34.72,86518.40000000011,-82010.88000000002,-13.91,-0.27,-0.36,0.0147,-0.01,273.0,119.0,38.0,81.0,31.93,45811.16,-28014.84,37.45,,70.12,273941.10000000003,-153431.60000000003,-52.84,-0.05,-0.07,0.0189,-0.0
GAZP,vwap,1D,Bayesian_TPE,21,0.217,78,0.015,rolling,True,-72.14,-0.245,-0.294,81.49,73,23.29,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":78,""vwap_tol"":0.015,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,186.0,73.0,17.0,56.0,23.29,77903.25,-36532.02,53.74,,81.49,521986.1999999999,-296092.58999999997,-72.14,-0.24,-0.29,0.0186,-0.01,23.0,12.0,4.0,8.0,33.33,49416.66,-39876.35,38.83,,31.77,95598.08000000006,-70312.00000000009,-12.13,-0.14,-0.22,0.0177,-0.01,209.0,84.0,20.0,64.0,23.81,68526.74,-33320.39,52.36,,84.44,521986.1999999999,-296092.58999999997,-76.2,-0.24,-0.3,0.0185,-0.01
GAZP,vwap,1D,Bayesian_TPE,22,0.097,90,0.012,rolling,True,-57.96,-0.122,-0.148,73.21,67,25.37,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":90,""vwap_tol"":0.012,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,159.0,67.0,17.0,50.0,25.37,80216.09,-38864.54,58.55,,73.21,533098.2,-291825.86999999994,-57.96,-0.12,-0.15,0.0183,-0.0,21.0,11.0,4.0,7.0,36.36,48043.91,-45750.55,42.27,,34.16,99786.08000000006,-73392.0000000001,-12.81,-0.16,-0.25,0.0176,-0.01,180.0,78.0,20.0,58.0,25.64,71156.48,-35889.63,56.38,,77.82,533098.2,-291825.86999999994,-65.85,-0.15,-0.18,0.0183,-0.0
GAZP,vwap,1D,Bayesian_TPE,23,0.471,60,0.017,rolling,True,-87.95,-0.482,-0.593,90.07,86,24.42,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":60,""vwap_tol"":0.017,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,204.0,86.0,21.0,65.0,24.42,44014.08,-27750.29,46.03,,90.07,357648.9,-148535.18999999997,-87.95,-0.48,-0.59,0.0191,-0.01,26.0,10.0,4.0,6.0,40.0,127895.27,-33018.26,46.4,,21.28,226277.70000000004,-72804.8400000002,31.35,0.76,1.29,0.0168,0.06,230.0,95.0,24.0,71.0,25.26,40708.99,-25724.88,46.67,,90.29,357648.9,-148535.18999999997,-84.95,-0.35,-0.44,0.0188,-0.01
GAZP,vwap,1D,Bayesian_TPE,24,1.103,20,0.017,rolling,True,129.85,0.396,0.685,46.61,131,35.88,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":20,""vwap_tol"":0.017,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,287.0,131.0,47.0,84.0,35.88,110470.48,-46352.59,30.5,,46.61,529569.9000000001,-158022.65000000026,129.85,0.4,0.68,0.0192,0.02,46.0,18.0,9.0,9.0,50.0,86997.86,-53230.02,24.78,,26.12,229005.0,-105064.60000000012,30.39,0.73,1.13,0.0172,0.05,333.0,148.0,55.0,93.0,37.16,129599.77,-54100.89,30.21,,46.61,838091.6399999999,-249515.27000000028,209.66,0.44,0.76,0.0191,0.02
GAZP,vwap,1D,Bayesian_TPE,25,1.103,20,0.017,rolling,True,129.85,0.396,0.685,46.61,131,35.88,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":20,""vwap_tol"":0.017,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,287.0,131.0,47.0,84.0,35.88,110470.48,-46352.59,30.5,,46.61,529569.9000000001,-158022.65000000026,129.85,0.4,0.68,0.0192,0.02,46.0,18.0,9.0,9.0,50.0,86997.86,-53230.02,24.78,,26.12,229005.0,-105064.60000000012,30.39,0.73,1.13,0.0172,0.05,333.0,148.0,55.0,93.0,37.16,129599.77,-54100.89,30.21,,46.61,838091.6399999999,-249515.27000000028,209.66,0.44,0.76,0.0191,0.02
GAZP,vwap,1D,Bayesian_TPE,26,1.103,20,0.017,rolling,True,129.85,0.396,0.685,46.61,131,35.88,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":20,""vwap_tol"":0.017,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,287.0,131.0,47.0,84.0,35.88,110470.48,-46352.59,30.5,,46.61,529569.9000000001,-158022.65000000026,129.85,0.4,0.68,0.0192,0.02,46.0,18.0,9.0,9.0,50.0,86997.86,-53230.02,24.78,,26.12,229005.0,-105064.60000000012,30.39,0.73,1.13,0.0172,0.05,333.0,148.0,55.0,93.0,37.16,129599.77,-54100.89,30.21,,46.61,838091.6399999999,-249515.27000000028,209.66,0.44,0.76,0.0191,0.02
GAZP,vwap,1D,Bayesian_TPE,27,0.019,23,0.017,rolling,True,5.79,0.17,0.236,50.93,120,33.33,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""vwap_window"":23,""vwap_tol"":0.017,""vwap_mode"":""rolling"",""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,278.0,120.0,40.0,80.0,33.33,67475.29,-33014.51,33.18,,50.93,244182.48,-112851.45000000004,5.79,0.17,0.24,0.0192,0.01,43.0,20.0,8.0,12.0,40.0,74956.46,-48877.28,21.9,,38.24,212288.58000000016,-110306.16999999993,1.31,0.16,0.25,0.0171,0.01,321.0,139.0,47.0,92.0,33.81,72905.49,-35823.98,32.06,,50.93,372349.5600000001,-123124.68999999992,13.08,0.18,0.26,0.0191,0.01
