ticker,strategy_type,timeframe,method,trial_number,composite_score,param_short_ema,param_long_ema,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end,IS_Количество сигналов,IS_Количество сделок,IS_Прибыльных сделок,IS_Убыточных сделок,IS_Процент прибыльных сделок,IS_Средняя прибыль,IS_Средний убыток,IS_Среднее время удержания (дней),IS_Среднее время удержания (часов),IS_Макс. просадка (%),IS_Макс. прибыль по сделке,IS_Макс. убыток по сделке,IS_Процент роста,IS_Sharpe,IS_Sortino,IS_Std. return,IS_Reward/Risk,OOS_Количество сигналов,OOS_Количество сделок,OOS_Прибыльных сделок,OOS_Убыточных сделок,OOS_Процент прибыльных сделок,OOS_Средняя прибыль,OOS_Средний убыток,OOS_Среднее время удержания (дней),OOS_Среднее время удержания (часов),OOS_Макс. просадка (%),OOS_Макс. прибыль по сделке,OOS_Макс. убыток по сделке,OOS_Процент роста,OOS_Sharpe,OOS_Sortino,OOS_Std. return,OOS_Reward/Risk,FULL_Количество сигналов,FULL_Количество сделок,FULL_Прибыльных сделок,FULL_Убыточных сделок,FULL_Процент прибыльных сделок,FULL_Средняя прибыль,FULL_Средний убыток,FULL_Среднее время удержания (дней),FULL_Среднее время удержания (часов),FULL_Макс. просадка (%),FULL_Макс. прибыль по сделке,FULL_Макс. убыток по сделке,FULL_Процент роста,FULL_Sharpe,FULL_Sortino,FULL_Std. return,FULL_Reward/Risk
VKCO,ema,1D,Bayesian_TPE,22,5.48,85,118,True,152.05,1.141,1.669,31.66,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":85,""long_ema"":118,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,506838.33,0.0,363.33,,31.66,803515.2000000002,307604.8000000001,152.05,1.14,1.67,0.0206,0.07,4.0,4.0,1.0,3.0,25.0,2680.6,-147394.37,66.5,,50.03,2680.5999999999062,-198144.0,-43.95,-1.49,-1.51,0.0139,-0.04,7.0,7.0,4.0,3.0,57.14,374122.13,-367014.33,223.57,,50.03,772813.2000000002,-493440.0,39.54,0.39,0.56,0.0188,0.01
VKCO,ema,1D,Bayesian_TPE,23,4.72,89,143,True,142.06,1.103,1.617,33.2,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":89,""long_ema"":143,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,473532.4,0.0,363.33,,33.2,762314.4000000001,256972.80000000008,142.06,1.1,1.62,0.0204,0.07,4.0,4.0,1.0,3.0,25.0,2652.0,-149449.4,62.5,,45.3,2651.9999999999072,-257324.0,-44.57,-1.62,-1.64,0.0131,-0.05,7.0,7.0,4.0,3.0,57.14,324403.35,-342526.0,223.57,,52.43,633254.4000000001,-589812.0,27.0,0.33,0.47,0.0185,0.01
VKCO,ema,1D,Bayesian_TPE,24,0.506,54,101,True,49.33,0.586,0.839,57.1,5,60.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":54,""long_ema"":101,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,5.0,3.0,2.0,60.0,338144.93,-260548.2,218.2,,57.1,483258.0000000001,-389666.40000000026,49.33,0.59,0.84,0.0207,0.02,4.0,4.0,1.0,3.0,25.0,19722.5,-106942.63,69.5,,39.53,19722.499999999887,-212074.19999999995,-30.11,-0.88,-0.95,0.0139,-0.03,9.0,9.0,4.0,5.0,44.44,252982.22,-198021.34,174.0,,57.1,451917.00000000006,-389666.40000000026,2.18,0.17,0.23,0.0188,0.01
VKCO,ema,1D,Bayesian_TPE,25,3.89,72,165,True,129.72,1.046,1.535,34.88,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":72,""long_ema"":165,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,432406.33,0.0,363.33,,34.88,716688.0000000001,194656.0000000001,129.72,1.05,1.54,0.0205,0.06,4.0,4.0,1.0,3.0,25.0,10367.65,-145638.55,62.75,,46.99,10367.649999999909,-233785.1999999999,-42.65,-1.45,-1.49,0.0137,-0.04,7.0,7.0,4.0,3.0,57.14,310704.23,-323357.37,223.57,,50.65,639268.0000000001,-519071.5999999998,27.27,0.33,0.47,0.0187,0.01
VKCO,ema,1D,Bayesian_TPE,26,0.653,55,117,True,55.41,0.622,0.888,52.76,5,60.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":55,""long_ema"":117,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,5.0,3.0,2.0,60.0,328793.33,-216151.3,218.0,,52.76,508528.0,-331284.2000000001,55.41,0.62,0.89,0.0211,0.02,4.0,4.0,1.0,3.0,25.0,17925.0,-112917.87,68.75,,40.65,17925.0,-203396.3999999999,-32.08,-0.96,-1.03,0.0139,-0.03,9.0,9.0,4.0,5.0,44.44,247001.88,-190016.36,173.89,,53.31,482758.0,-331284.2000000001,3.79,0.18,0.25,0.0191,0.01
VKCO,ema,1D,Bayesian_TPE,27,3.173,90,180,True,105.86,0.949,1.354,31.66,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":90,""long_ema"":180,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,352858.33,0.0,363.33,,31.66,642510.0,78210.00000000006,105.86,0.95,1.35,0.0198,0.06,4.0,4.0,1.0,3.0,25.0,22453.6,-132183.5,59.25,,44.03,22453.59999999995,-160770.39999999997,-37.41,-1.36,-1.3,0.0124,-0.04,7.0,7.0,4.0,3.0,57.14,264555.75,-266125.17,223.57,,47.5,596970.0,-323721.99999999994,25.98,0.32,0.45,0.0179,0.01
VKCO,ema,1D,Bayesian_TPE,28,0.017,69,123,False,3.44,0.162,0.175,33.01,2,50.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":69,""long_ema"":123,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,2.0,1.0,1.0,50.0,92778.0,-58396.8,244.5,,33.01,92778.0,-58396.80000000004,3.44,0.16,0.18,0.0138,0.01,4.0,2.0,0.0,2.0,0.0,0.0,-140597.48,71.0,,33.99,-80595.75,-200599.20000000007,-28.12,-1.38,-1.27,0.0087,-0.04,9.0,4.0,1.0,3.0,25.0,92778.0,-116416.6,157.75,,52.4,92778.0,-207459.0000000001,-25.65,-0.24,-0.25,0.0122,-0.01
VKCO,ema,1D,Bayesian_TPE,29,-0.007,45,95,True,-2.36,0.18,0.21,63.47,7,42.86,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":45,""long_ema"":95,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,7.0,7.0,3.0,4.0,42.86,328269.07,-252093.8,155.86,,63.47,462633.6,-434091.6000000001,-2.36,0.18,0.21,0.0248,0.01,4.0,4.0,1.0,3.0,25.0,4962.8,-97359.87,70.25,,37.97,4962.799999999941,-137638.5,-28.71,-0.89,-1.03,0.0131,-0.03,11.0,11.0,4.0,7.0,36.36,244453.08,-184299.31,142.36,,63.47,462633.6,-434091.6000000001,-31.23,-0.07,-0.08,0.0216,-0.0
VKCO,ema,1D,Bayesian_TPE,30,4.495,79,137,True,138.47,1.081,1.585,33.3,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":79,""long_ema"":137,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,461554.8,0.0,363.33,,33.3,750551.2,238683.19999999992,138.47,1.08,1.59,0.0206,0.07,4.0,4.0,1.0,3.0,25.0,2857.4,-135189.8,65.25,,46.03,2857.3999999999,-189104.50000000012,-40.27,-1.37,-1.41,0.0134,-0.04,7.0,7.0,4.0,3.0,57.14,337305.22,-316707.7,223.57,,46.81,708413.9999999999,-443018.3000000002,39.91,0.4,0.57,0.0187,0.02
VKCO,ema,1D,Bayesian_TPE,31,5.55,88,117,True,153.32,1.146,1.677,31.66,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":88,""long_ema"":117,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,511053.0,0.0,363.33,,31.66,804941.9999999999,314411.99999999994,153.32,1.15,1.68,0.0206,0.07,4.0,4.0,1.0,3.0,25.0,2762.5,-141761.63,66.25,,49.43,2762.4999999999036,-183761.60000000003,-42.25,-1.41,-1.42,0.0139,-0.04,7.0,7.0,4.0,3.0,57.14,381483.47,-357139.47,223.57,,49.43,790757.9999999999,-462960.3000000001,45.45,0.43,0.6,0.0188,0.02
VKCO,ema,1D,Bayesian_TPE,32,4.505,89,128,True,138.58,1.081,1.586,33.25,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":89,""long_ema"":128,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,461931.87,0.0,363.33,,33.25,751116.8,239248.80000000008,138.58,1.08,1.59,0.0206,0.07,4.0,4.0,1.0,3.0,25.0,3417.4,-113171.03,64.5,,39.4,3417.3999999999446,-172368.0,-33.61,-1.11,-1.16,0.013,-0.04,7.0,7.0,4.0,3.0,57.14,335576.15,-264226.3,223.57,,41.11,699647.2,-402420.0,54.96,0.47,0.68,0.0186,0.02
VKCO,ema,1D,Bayesian_TPE,33,5.148,75,152,True,145.52,1.12,1.644,31.66,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":75,""long_ema"":152,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,485071.93,0.0,363.33,,31.66,781103.7999999999,274271.9999999998,145.52,1.12,1.64,0.0204,0.07,4.0,4.0,1.0,3.0,25.0,2909.4,-131543.73,63.75,,44.28,2909.3999999998982,-203678.80000000008,-39.17,-1.31,-1.34,0.0135,-0.04,7.0,7.0,4.0,3.0,57.14,351693.4,-315710.93,223.57,,46.02,725677.9999999999,-488883.2000000002,45.96,0.43,0.61,0.0186,0.02
VKCO,ema,1D,Bayesian_TPE,34,5.55,93,112,True,153.32,1.146,1.677,31.66,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":93,""long_ema"":112,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,511053.0,0.0,363.33,,31.66,804941.9999999999,314411.99999999994,153.32,1.15,1.68,0.0206,0.07,4.0,4.0,1.0,3.0,25.0,2975.0,-141690.8,66.25,,49.39,2974.999999999952,-183761.60000000003,-42.21,-1.41,-1.42,0.0139,-0.04,7.0,7.0,4.0,3.0,57.14,381617.3,-356961.03,223.57,,49.39,790757.9999999999,-462960.3000000001,45.56,0.43,0.6,0.0188,0.02
VKCO,ema,1D,Bayesian_TPE,35,1.397,83,86,True,81.1,0.782,1.13,45.39,5,60.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":83,""long_ema"":86,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,5.0,3.0,2.0,60.0,390843.13,-180750.6,218.0,,45.39,592592.0,-243783.60000000012,81.1,0.78,1.13,0.0209,0.04,4.0,4.0,1.0,3.0,25.0,11721.05,-121204.75,68.75,,42.37,11721.049999999894,-189348.0,-35.19,-1.12,-1.21,0.0136,-0.04,9.0,9.0,4.0,5.0,44.44,290844.02,-201825.1,173.89,,47.59,562562.0,-337218.0,15.43,0.26,0.36,0.0189,0.01
VKCO,ema,1D,Bayesian_TPE,36,0.132,66,141,False,13.42,0.312,0.319,31.65,2,50.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":66,""long_ema"":141,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,2.0,1.0,1.0,50.0,211031.4,-76853.8,223.0,,31.65,211031.4,-76853.79999999992,13.42,0.31,0.32,0.0132,0.01,4.0,2.0,0.0,2.0,0.0,0.0,-139099.0,67.5,,35.53,-96462.80000000008,-181735.19999999995,-27.82,-1.42,-1.26,0.0084,-0.03,9.0,4.0,1.0,3.0,25.0,211031.4,-130802.82,145.25,,50.09,211031.4,-206154.39999999997,-18.14,-0.15,-0.14,0.0117,-0.0
VKCO,ema,1D,Bayesian_TPE,37,1.336,85,105,True,80.58,0.779,1.136,47.0,5,60.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":85,""long_ema"":105,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,5.0,3.0,2.0,60.0,372338.4,-155615.4,218.0,,47.0,581179.2,-223560.0,80.58,0.78,1.14,0.021,0.03,4.0,4.0,1.0,3.0,25.0,2733.9,-143760.9,67.5,,47.62,2733.899999999904,-220177.20000000007,-42.85,-1.44,-1.49,0.0139,-0.04,9.0,9.0,4.0,5.0,44.44,270376.32,-214516.8,173.89,,53.88,540842.3999999999,-388672.7000000001,0.89,0.16,0.22,0.0191,0.01
VKCO,ema,1D,Bayesian_TPE,38,0.034,58,122,False,5.71,0.196,0.208,32.67,2,50.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":58,""long_ema"":122,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,2.0,1.0,1.0,50.0,149625.0,-92558.4,239.5,,32.67,149625.00000000012,-92558.39999999992,5.71,0.2,0.21,0.0137,0.01,4.0,2.0,0.0,2.0,0.0,0.0,-128679.55,73.5,,33.57,-58697.600000000064,-198661.5,-25.74,-1.23,-1.15,0.0088,-0.03,9.0,4.0,1.0,3.0,25.0,149625.0,-121536.07,156.5,,51.21,149625.00000000012,-209993.0,-21.5,-0.18,-0.18,0.0121,-0.0
VKCO,ema,1D,Bayesian_TPE,39,5.42,92,131,True,150.92,1.137,1.657,31.66,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":92,""long_ema"":131,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,503053.67,0.0,363.33,,31.66,798327.9999999999,301927.99999999994,150.92,1.14,1.66,0.0205,0.07,4.0,4.0,1.0,3.0,25.0,3382.4,-115429.73,63.75,,39.8,3382.399999999945,-175356.59999999998,-34.29,-1.14,-1.19,0.013,-0.04,7.0,7.0,4.0,3.0,57.14,365202.35,-283122.83,223.57,,41.69,741679.9999999999,-430156.1999999999,61.14,0.5,0.72,0.0185,0.02
VKCO,ema,1D,Bayesian_TPE,40,-0.001,32,158,False,-5.67,0.006,0.006,35.55,3,33.33,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":32,""long_ema"":158,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,7.0,3.0,1.0,2.0,33.33,107262.6,-81972.0,145.67,,35.55,107262.59999999998,-122093.99999999996,-5.67,0.01,0.01,0.0131,0.0,4.0,2.0,0.0,2.0,0.0,0.0,-106336.6,73.0,,29.02,-73218.20000000003,-139455.0,-21.27,-1.04,-1.01,0.0083,-0.03,11.0,5.0,1.0,4.0,20.0,107262.6,-91148.25,116.6,,48.55,107262.59999999998,-131580.0,-25.73,-0.27,-0.26,0.0116,-0.01
VKCO,ema,1D,Bayesian_TPE,41,4.677,95,115,True,142.1,1.096,1.608,33.3,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":95,""long_ema"":115,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,473668.33,0.0,363.33,,33.3,761963.3999999999,257241.5999999999,142.1,1.1,1.61,0.0206,0.07,4.0,4.0,1.0,3.0,25.0,2927.4,-144754.6,65.5,,49.15,2927.3999999999523,-200655.0,-43.13,-1.46,-1.45,0.0138,-0.04,7.0,7.0,4.0,3.0,57.14,348745.02,-345692.13,223.57,,49.15,728946.8999999999,-479180.0,35.79,0.37,0.53,0.0188,0.01
VKCO,ema,1D,Bayesian_TPE,42,1.571,80,109,True,86.0,0.81,1.181,44.33,5,60.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":80,""long_ema"":109,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,5.0,3.0,2.0,60.0,379599.27,-139375.6,218.0,,44.33,602390.3999999999,-199941.59999999995,86.0,0.81,1.18,0.0209,0.04,4.0,4.0,1.0,3.0,25.0,3110.9,-117578.3,67.5,,40.38,3110.8999999998914,-175900.79999999993,-34.96,-1.15,-1.27,0.0131,-0.04,9.0,9.0,4.0,5.0,44.44,275844.1,-184068.16,173.89,,45.2,561308.7999999999,-319915.1999999999,18.3,0.27,0.39,0.0188,0.01
VKCO,ema,1D,Bayesian_TPE,43,1.571,93,95,True,86.0,0.81,1.181,44.33,5,60.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":93,""long_ema"":95,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,5.0,3.0,2.0,60.0,379599.27,-139375.6,218.0,,44.33,602390.3999999999,-199941.59999999995,86.0,0.81,1.18,0.0209,0.04,4.0,4.0,1.0,3.0,25.0,2733.9,-143760.9,67.5,,47.62,2733.899999999904,-220177.20000000007,-42.85,-1.44,-1.49,0.0139,-0.04,9.0,9.0,4.0,5.0,44.44,275672.18,-212637.9,173.89,,51.85,561308.7999999999,-400441.8000000001,3.95,0.18,0.25,0.019,0.01
VKCO,ema,1D,Bayesian_TPE,44,4.677,87,123,True,142.1,1.096,1.608,33.3,3,100.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":87,""long_ema"":123,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,3.0,3.0,0.0,100.0,473668.33,0.0,363.33,,33.3,761963.3999999999,257241.5999999999,142.1,1.1,1.61,0.0206,0.07,4.0,4.0,1.0,3.0,25.0,2704.0,-145811.83,65.75,,49.18,2703.9999999999054,-204835.70000000013,-43.47,-1.48,-1.47,0.0138,-0.04,7.0,7.0,4.0,3.0,57.14,347387.97,-347505.53,223.57,,49.56,724066.1999999998,-488177.30000000034,34.7,0.37,0.52,0.0188,0.01
VKCO,ema,1D,Bayesian_TPE,45,1.349,73,101,True,80.28,0.777,1.123,46.24,5,60.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":73,""long_ema"":101,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,5.0,3.0,2.0,60.0,392032.8,-186644.3,218.0,,46.24,588374.4,-250705.0,80.28,0.78,1.12,0.021,0.04,4.0,4.0,1.0,3.0,25.0,11640.25,-122687.1,68.5,,42.37,11640.249999999894,-195021.9,-35.64,-1.14,-1.23,0.0136,-0.04,9.0,9.0,4.0,5.0,44.44,290501.99,-204812.91,173.89,,48.74,553705.2000000001,-344776.60000000003,13.79,0.24,0.35,0.0189,0.01
VKCO,ema,1D,Bayesian_TPE,46,4.382,99,147,True,131.12,1.058,1.542,31.66,5,60.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":99,""long_ema"":147,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,5.0,3.0,2.0,60.0,505314.13,-102357.6,218.0,,31.66,730867.2000000002,-143563.19999999987,131.12,1.06,1.54,0.0203,0.07,4.0,4.0,1.0,3.0,25.0,2602.6,-152805.33,61.5,,46.63,2602.599999999909,-234158.4,-45.58,-1.66,-1.66,0.0132,-0.05,9.0,9.0,4.0,5.0,44.44,358272.33,-244744.48,173.89,,52.53,642227.8000000002,-520513.6000000001,20.94,0.29,0.41,0.0185,0.01
VKCO,ema,1D,Bayesian_TPE,47,1.611,80,111,True,87.99,0.821,1.196,44.84,5,60.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":80,""long_ema"":111,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,5.0,5.0,3.0,2.0,60.0,387331.73,-141054.3,218.0,,44.84,605183.2,-195960.0,87.99,0.82,1.2,0.021,0.04,4.0,4.0,1.0,3.0,25.0,2733.9,-143760.9,67.5,,47.62,2733.899999999904,-220177.20000000007,-42.85,-1.44,-1.49,0.0139,-0.04,9.0,9.0,4.0,5.0,44.44,281254.22,-214943.12,173.89,,51.99,563180.3999999999,-404608.5000000001,5.03,0.19,0.26,0.019,0.01
VKCO,ema,1D,Bayesian_TPE,48,0.235,86,129,False,19.08,0.39,0.407,31.66,1,100.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":86,""long_ema"":129,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3.0,1.0,1.0,0.0,100.0,190848.6,0.0,452.0,,31.66,190848.59999999992,190848.59999999992,19.08,0.39,0.41,0.0134,0.02,4.0,2.0,0.0,2.0,0.0,0.0,-133865.8,65.5,,32.94,-103678.10000000003,-164053.49999999997,-26.77,-1.37,-1.19,0.0084,-0.03,7.0,3.0,1.0,2.0,33.33,190848.6,-159419.9,194.33,,45.9,190848.59999999992,-195360.59999999995,-12.8,-0.07,-0.07,0.0118,-0.0
LKOH,ema,1D,Bayesian_TPE,0,-0.016,40,193,True,-7.27,0.134,0.164,62.09,16,31.25,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":40,""long_ema"":193,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,16.0,16.0,5.0,11.0,31.25,154961.9,-77042.83,248.25,,62.09,298410.0,-223223.0,-7.27,0.13,0.16,0.0194,0.0,2.0,2.0,1.0,1.0,50.0,132264.0,-94952.0,232.5,,27.28,132264.0,-94952.0,3.73,0.21,0.31,0.0142,0.01,18.0,18.0,6.0,12.0,33.33,150413.5,-74792.05,247.06,,62.09,298410.0,-223223.0,0.5,0.15,0.19,0.0188,0.0
LKOH,ema,1D,Bayesian_TPE,1,1.141,19,73,False,118.91,0.452,0.491,47.09,22,40.91,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":19,""long_ema"":73,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,43.0,22.0,9.0,11.0,40.91,299116.81,-136631.65,115.32,,47.09,825280.5,-391140.0,118.91,0.45,0.49,0.0129,0.01,7.0,3.0,0.0,3.0,0.0,0.0,-54964.33,31.67,,20.11,-37994.0,-79544.0,-16.49,-1.05,-0.5,0.0063,-0.03,50.0,25.0,9.0,15.0,36.0,299116.81,-130699.11,108.88,,47.09,825280.5,-391140.0,73.16,0.32,0.34,0.0124,0.01
LKOH,ema,1D,Bayesian_TPE,2,0.616,62,156,False,80.71,0.351,0.348,45.97,8,50.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""short_ema"":62,""long_ema"":156,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,16.0,8.0,4.0,4.0,50.0,291971.3,-90197.65,328.62,,45.97,533655.0,-165507.0,80.71,0.35,0.35,0.0147,0.01,2.0,1.0,0.0,1.0,0.0,0.0,-113560.0,82.0,,19.25,-113560.0,-113560.0,-11.36,-0.66,-0.39,0.0065,-0.02,18.0,9.0,4.0,5.0,44.44,291971.3,-113240.12,301.22,,45.97,533655.0,-205410.0,60.17,0.28,0.27,0.0139,0.01
