ticker,strategy_type,timeframe,method,trial_number,composite_score,param_macd_fast,param_macd_slow,param_macd_signal,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end,IS_Количество сигналов,IS_Количество сделок,IS_Прибыльных сделок,IS_Убыточных сделок,IS_Процент прибыльных сделок,IS_Средняя прибыль,IS_Средний убыток,IS_Среднее время удержания (дней),IS_Среднее время удержания (часов),IS_Макс. просадка (%),IS_Макс. прибыль по сделке,IS_Макс. убыток по сделке,IS_Процент роста,IS_Sharpe,IS_Sortino,IS_Std. return,IS_Reward/Risk,OOS_Количество сигналов,OOS_Количество сделок,OOS_Прибыльных сделок,OOS_Убыточных сделок,OOS_Процент прибыльных сделок,OOS_Средняя прибыль,OOS_Средний убыток,OOS_Среднее время удержания (дней),OOS_Среднее время удержания (часов),OOS_Макс. просадка (%),OOS_Макс. прибыль по сделке,OOS_Макс. убыток по сделке,OOS_Процент роста,OOS_Sharpe,OOS_Sortino,OOS_Std. return,OOS_Reward/Risk,FULL_Количество сигналов,FULL_Количество сделок,FULL_Прибыльных сделок,FULL_Убыточных сделок,FULL_Процент прибыльных сделок,FULL_Средняя прибыль,FULL_Средний убыток,FULL_Среднее время удержания (дней),FULL_Среднее время удержания (часов),FULL_Макс. просадка (%),FULL_Макс. прибыль по сделке,FULL_Макс. убыток по сделке,FULL_Процент роста,FULL_Sharpe,FULL_Sortino,FULL_Std. return,FULL_Reward/Risk
LKOH,macd,1D,Bayesian_TPE,47,0.013,8,40,6,False,6.1,0.123,0.132,59.93,152,36.18,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":40,""macd_signal"":6,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,303.0,152.0,55.0,97.0,36.18,49123.13,-27224.88,13.28,,59.93,211772.40000000005,-105339.0,6.1,0.12,0.13,0.012,0.0,35.0,17.0,5.0,12.0,29.41,52963.4,-29351.79,12.82,,24.51,99040.0,-78871.5,-8.74,-0.25,-0.23,0.0106,-0.01,338.0,169.0,60.0,109.0,35.5,49589.37,-27642.96,13.38,,59.93,211772.40000000005,-105339.0,-3.77,0.08,0.08,0.0119,0.0
LKOH,macd,1D,Bayesian_TPE,48,1.407,15,47,7,False,107.12,0.447,0.484,34.03,105,42.86,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":15,""macd_slow"":47,""macd_signal"":7,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,209.0,105.0,45.0,60.0,42.86,82772.78,-44226.47,19.69,,34.03,240768.0,-328848.0,107.12,0.45,0.48,0.0119,0.02,25.0,12.0,3.0,9.0,25.0,39181.0,-24978.89,17.75,,21.17,75517.0,-58512.0,-10.73,-0.38,-0.3,0.0096,-0.02,234.0,117.0,48.0,69.0,41.03,82179.73,-45151.73,19.74,,34.03,240768.0,-328848.0,82.92,0.35,0.37,0.0116,0.01
LKOH,macd,1D,Bayesian_TPE,49,0.543,14,48,7,False,65.07,0.337,0.357,40.42,111,41.44,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":14,""macd_slow"":48,""macd_signal"":7,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,221.0,111.0,46.0,65.0,41.44,70992.47,-40229.35,18.4,,40.42,205380.0,-196950.0,65.07,0.34,0.36,0.0118,0.01,29.0,14.0,4.0,10.0,28.57,41978.38,-28559.45,14.71,,21.15,74555.0,-59153.0,-11.77,-0.43,-0.34,0.0095,-0.02,250.0,125.0,50.0,75.0,40.0,69965.03,-41015.88,18.21,,40.42,205380.0,-196950.0,42.21,0.24,0.25,0.0116,0.01
AFKS,macd,1D,Bayesian_TPE,0,-0.044,10,49,13,True,-77.25,0.055,0.056,96.34,160,36.25,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":10,""macd_slow"":49,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,160.0,160.0,58.0,102.0,36.25,40146.62,-30402.12,24.97,,96.34,750598.2,-850889.3999999999,-77.25,0.05,0.06,0.0304,0.0,26.0,26.0,5.0,21.0,19.23,77137.07,-36751.3,17.19,,52.59,100717.26300000004,-137816.21699999995,-38.61,-0.85,-1.03,0.0188,-0.03,186.0,186.0,63.0,123.0,33.87,37933.67,-26519.25,24.03,,96.34,750598.2,-850889.3999999999,-87.2,-0.04,-0.04,0.0292,-0.0
AFKS,macd,1D,Bayesian_TPE,1,0.031,7,21,14,False,11.7,0.204,0.162,76.63,110,37.27,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":7,""macd_slow"":21,""macd_signal"":14,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,220.0,110.0,41.0,69.0,37.27,78963.27,-45224.43,18.48,,76.63,290915.0,-461782.175,11.7,0.2,0.16,0.0201,0.01,30.0,15.0,6.0,9.0,40.0,48178.92,-26051.44,14.07,,19.63,144204.61400000012,-85198.07699999989,5.46,0.25,0.25,0.0147,0.02,250.0,125.0,47.0,78.0,37.6,73684.29,-43137.15,18.12,,76.63,290915.0,-461782.175,9.85,0.19,0.15,0.0195,0.0
AFKS,macd,1D,Bayesian_TPE,2,1.39,5,50,14,True,237.29,0.502,0.573,85.69,198,39.39,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":5,""macd_slow"":50,""macd_signal"":14,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,198.0,198.0,78.0,119.0,39.39,159817.39,-84813.66,20.18,,85.69,910848.75,-783620.9400000001,237.29,0.5,0.57,0.0286,0.02,28.0,28.0,11.0,17.0,39.29,81047.55,-40023.08,16.14,,32.13,196539.99200000003,-90098.99999999996,21.11,0.54,0.71,0.0187,0.03,226.0,226.0,89.0,136.0,39.38,169052.59,-89956.67,19.78,,85.69,910848.75,-783620.9400000001,281.16,0.49,0.56,0.0276,0.02
AFKS,macd,1D,Bayesian_TPE,3,0.251,7,29,10,True,59.12,0.342,0.387,80.69,240,38.33,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":7,""macd_slow"":29,""macd_signal"":10,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,240.0,240.0,92.0,148.0,38.33,76215.02,-43382.48,16.67,,80.69,351980.0,-566108.995,59.12,0.34,0.39,0.0286,0.01,34.0,34.0,14.0,20.0,41.18,62326.53,-32301.7,13.35,,27.42,181268.49999999988,-84134.61899999989,22.65,0.56,0.77,0.0194,0.04,274.0,274.0,106.0,168.0,38.69,77349.03,-43923.5,16.34,,80.69,351980.0,-566108.995,81.98,0.35,0.4,0.0276,0.01
AFKS,macd,1D,Bayesian_TPE,4,0.25,14,24,8,False,58.11,0.296,0.258,68.71,97,37.11,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":14,""macd_slow"":24,""macd_signal"":8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,194.0,97.0,36.0,60.0,37.11,121867.76,-63435.73,21.12,,68.71,430831.612,-413316.8000000001,58.11,0.3,0.26,0.019,0.01,28.0,14.0,6.0,8.0,42.86,26982.68,-27537.51,15.36,,22.77,84136.28500000005,-79392.6809999999,-5.84,-0.05,-0.05,0.0141,-0.0,222.0,111.0,42.0,68.0,37.84,107599.12,-60749.12,20.59,,68.71,430831.612,-413316.8000000001,38.82,0.24,0.21,0.0185,0.01
AFKS,macd,1D,Bayesian_TPE,5,0.133,17,26,10,True,36.15,0.32,0.366,86.7,166,37.35,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":17,""macd_slow"":26,""macd_signal"":10,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,166.0,166.0,62.0,102.0,37.35,123761.42,-71683.36,24.07,,86.7,843653.0,-731731.84,36.15,0.32,0.37,0.0287,0.01,26.0,26.0,7.0,19.0,26.92,96565.03,-35313.87,17.38,,44.03,184120.244,-117249.96799999996,0.5,0.16,0.21,0.0193,0.01,192.0,192.0,69.0,121.0,35.94,122329.83,-67471.63,23.28,,86.7,843653.0,-731731.84,27.67,0.29,0.34,0.0277,0.01
AFKS,macd,1D,Bayesian_TPE,6,0.035,14,25,5,False,12.8,0.208,0.166,76.31,125,35.2,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":14,""macd_slow"":25,""macd_signal"":5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,250.0,125.0,44.0,81.0,35.2,67521.41,-35098.53,16.54,,76.31,259935.0,-423272.275,12.8,0.21,0.17,0.0203,0.01,36.0,18.0,7.0,11.0,38.89,44356.64,-28018.26,12.0,,24.34,144204.61400000012,-82064.40900000001,0.23,0.12,0.12,0.015,0.01,286.0,143.0,51.0,92.0,35.66,63163.82,-34425.5,16.12,,76.31,259935.0,-423272.275,5.42,0.18,0.15,0.0197,0.0
AFKS,macd,1D,Bayesian_TPE,7,1.196,17,29,6,True,201.14,0.464,0.556,78.03,188,39.36,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":17,""macd_slow"":29,""macd_signal"":6,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,188.0,188.0,74.0,113.0,39.36,195362.78,-110136.89,21.25,,78.03,949524.7300000002,-1010957.12,201.14,0.46,0.56,0.028,0.02,32.0,32.0,12.0,20.0,37.5,54852.6,-30585.99,14.16,,33.19,183911.45199999993,-98377.55199999997,4.65,0.24,0.32,0.0192,0.01,220.0,220.0,86.0,133.0,39.09,188195.05,-106720.34,20.32,,78.03,949524.7300000002,-1010957.12,199.1,0.43,0.52,0.027,0.01
AFKS,macd,1D,Bayesian_TPE,8,0.295,6,35,5,True,63.44,0.337,0.394,72.45,310,38.06,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":6,""macd_slow"":35,""macd_signal"":5,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,310.0,310.0,118.0,190.0,38.06,62670.46,-35582.55,12.91,,72.45,344304.135,-466569.67499999993,63.44,0.34,0.39,0.028,0.01,44.0,44.0,20.0,24.0,45.45,66922.79,-33437.99,10.48,,17.64,234432.95399999985,-86433.40999999992,53.59,1.0,1.43,0.0196,0.11,354.0,354.0,138.0,214.0,38.98,68115.13,-37427.99,12.65,,72.45,364834.00799999974,-466569.67499999993,139.03,0.39,0.46,0.0271,0.01
AFKS,macd,1D,Bayesian_TPE,9,0.21,15,29,10,True,52.0,0.342,0.392,84.85,170,37.65,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":15,""macd_slow"":29,""macd_signal"":10,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,170.0,170.0,64.0,104.0,37.65,135076.42,-78123.81,23.5,,84.85,843653.0,-731731.84,52.0,0.34,0.39,0.0287,0.01,26.0,26.0,7.0,19.0,26.92,96492.41,-35333.86,17.38,,44.03,183956.714,-117249.96799999996,0.41,0.16,0.21,0.0193,0.01,196.0,196.0,71.0,123.0,36.22,133818.1,-73796.88,22.81,,84.85,843653.0,-731731.84,42.41,0.31,0.36,0.0277,0.01
AFKS,macd,1D,Bayesian_TPE,10,-0.009,20,48,15,False,-4.91,0.139,0.12,73.7,58,39.66,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":20,""macd_slow"":48,""macd_signal"":15,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,116.0,58.0,23.0,35.0,39.66,118766.64,-79448.33,37.66,,73.7,474331.79400000005,-489828.96,-4.91,0.14,0.12,0.0185,0.0,20.0,10.0,2.0,8.0,20.0,58296.37,-41149.25,23.5,,36.25,110973.05999999992,-124777.61999999997,-21.26,-0.57,-0.51,0.0136,-0.02,136.0,68.0,25.0,43.0,36.76,108661.47,-71083.63,36.1,,73.7,474331.79400000005,-489828.96,-34.01,0.03,0.03,0.018,0.0
AFKS,macd,1D,Bayesian_TPE,11,0.764,10,41,7,True,144.99,0.428,0.484,81.18,198,40.4,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":10,""macd_slow"":41,""macd_signal"":7,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,198.0,198.0,80.0,117.0,40.4,119334.38,-69203.98,20.18,,81.18,599786.536,-565658.9860000004,144.99,0.43,0.48,0.0285,0.02,34.0,34.0,12.0,22.0,35.29,65806.82,-33059.21,13.35,,37.25,199526.35499999992,-74748.2800000002,6.24,0.27,0.38,0.0193,0.01,232.0,232.0,92.0,139.0,39.66,121579.55,-70204.04,19.27,,81.18,599786.536,-565658.9860000004,142.7,0.4,0.46,0.0275,0.01
AFKS,macd,1D,Bayesian_TPE,12,0.005,19,36,12,True,-100.46,-0.005,-0.004,100.33,16,31.25,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":19,""macd_slow"":36,""macd_signal"":12,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,146.0,16.0,5.0,11.0,31.25,220544.4,-191580.52,21.75,,100.33,668215.873,-927218.25,-100.47,-0.0,-0.0,0.0321,-0.0,20.0,20.0,4.0,16.0,20.0,96049.14,-40134.53,22.3,,46.68,116083.70999999998,-122756.50199999992,-25.8,-0.46,-0.57,0.0187,-0.02,166.0,16.0,6.0,10.0,37.5,183787.78,-210635.57,20.81,,100.33,668215.873,-927218.25,-100.36,-0.05,-0.05,0.0307,-0.0
AFKS,macd,1D,Bayesian_TPE,13,0.882,11,43,8,True,164.02,0.453,0.516,84.22,184,38.59,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":11,""macd_slow"":43,""macd_signal"":8,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,184.0,184.0,71.0,112.0,38.59,168227.84,-91999.88,21.71,,84.22,917700.0,-800409.2800000001,164.02,0.45,0.52,0.0287,0.02,28.0,28.0,12.0,16.0,42.86,66314.25,-38696.94,16.18,,33.46,209693.27599999993,-98377.55199999997,17.66,0.48,0.63,0.0192,0.03,212.0,212.0,83.0,128.0,39.15,166310.46,-92620.62,21.08,,84.22,917700.0,-800409.2800000001,194.83,0.44,0.51,0.0276,0.01
AFKS,macd,1D,Bayesian_TPE,14,-0.069,17,35,12,True,-71.13,0.092,0.097,94.85,158,34.18,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":17,""macd_slow"":35,""macd_signal"":12,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,158.0,158.0,54.0,104.0,34.18,47911.69,-31716.35,25.28,,94.85,781310.324,-886463.8400000001,-71.13,0.09,0.1,0.0299,0.0,22.0,22.0,4.0,18.0,18.18,94935.8,-37331.29,20.32,,46.68,113084.48999999998,-137816.21699999995,-29.22,-0.56,-0.69,0.0188,-0.02,180.0,180.0,58.0,122.0,32.22,45922.16,-28493.87,24.83,,94.85,781310.324,-886463.8400000001,-81.28,0.02,0.02,0.0288,0.0
AFKS,macd,1D,Bayesian_TPE,15,0.683,12,41,7,True,134.41,0.429,0.488,84.44,184,38.59,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":12,""macd_slow"":41,""macd_signal"":7,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,184.0,184.0,71.0,112.0,38.59,156745.47,-87364.67,21.71,,84.44,913836.0,-904915.44,134.41,0.43,0.49,0.0287,0.01,32.0,32.0,12.0,20.0,37.5,54928.23,-31752.1,14.16,,33.51,183014.40399999995,-98377.55199999997,2.41,0.2,0.26,0.0192,0.01,216.0,216.0,83.0,132.0,38.43,150313.14,-84830.66,20.69,,84.44,913836.0,-904915.44,127.83,0.4,0.45,0.0277,0.01
AFKS,macd,1D,Bayesian_TPE,16,0.032,17,32,15,True,-100.39,-0.032,-0.031,100.29,12,41.67,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":17,""macd_slow"":32,""macd_signal"":15,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,152.0,12.0,5.0,7.0,41.67,230113.75,-307944.79,29.0,,100.29,722898.023,-1003098.6,-100.5,-0.03,-0.03,0.0321,-0.0,20.0,20.0,4.0,16.0,20.0,94097.53,-40303.46,22.35,,46.04,114439.34999999998,-137816.21699999995,-26.85,-0.49,-0.6,0.0188,-0.02,172.0,12.0,6.0,6.0,50.0,191762.3,-359083.47,27.75,,100.29,722898.023,-1003098.6,-100.39,-0.08,-0.08,0.0308,-0.0
AFKS,macd,1D,Bayesian_TPE,17,0.496,9,45,11,True,103.62,0.401,0.457,83.71,178,37.08,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":9,""macd_slow"":45,""macd_signal"":11,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,178.0,178.0,66.0,111.0,37.08,135461.94,-71209.69,22.44,,83.71,747209.6,-786660.9199999999,103.62,0.4,0.46,0.0286,0.01,28.0,28.0,10.0,18.0,35.71,79229.85,-36186.27,16.14,,35.88,209865.645,-117249.96799999996,14.09,0.42,0.54,0.0192,0.02,206.0,206.0,76.0,129.0,36.89,135650.66,-70866.49,21.7,,83.71,747209.6,-786660.9199999999,116.77,0.39,0.44,0.0276,0.01
AFKS,macd,1D,Bayesian_TPE,18,-0.021,5,31,8,False,-10.89,0.141,0.113,73.8,149,38.93,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":5,""macd_slow"":31,""macd_signal"":8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,298.0,149.0,58.0,90.0,38.93,45698.12,-30660.25,13.79,,73.8,201862.61999999997,-375635.6099999999,-10.89,0.14,0.11,0.0203,0.0,42.0,21.0,7.0,14.0,33.33,45927.19,-19620.44,10.24,,13.51,153482.97000000003,-63097.580000000016,4.68,0.24,0.24,0.0147,0.03,340.0,170.0,65.0,104.0,38.24,44317.39,-28773.82,13.43,,73.8,201862.61999999997,-375635.6099999999,-11.18,0.14,0.11,0.0197,0.0
AFKS,macd,1D,Bayesian_TPE,19,0.417,15,38,6,True,91.88,0.389,0.444,85.61,192,36.98,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":15,""macd_slow"":38,""macd_signal"":6,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,192.0,192.0,71.0,120.0,36.98,149801.11,-80975.96,20.81,,85.61,948150.0,-815709.7000000001,91.88,0.39,0.44,0.0287,0.01,28.0,28.0,12.0,16.0,42.86,66314.25,-38696.94,16.18,,33.46,209693.27599999993,-98377.55199999997,17.66,0.48,0.63,0.0192,0.03,220.0,220.0,83.0,136.0,37.73,144425.76,-79739.97,20.32,,85.61,948150.0,-815709.7000000001,114.27,0.38,0.44,0.0276,0.01
AFKS,macd,1D,Bayesian_TPE,20,0.225,8,21,13,True,55.97,0.337,0.38,83.7,208,39.42,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":21,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,208.0,208.0,82.0,125.0,39.42,85660.1,-51715.49,19.21,,83.7,344562.01,-654681.765,55.97,0.34,0.38,0.0286,0.01,30.0,30.0,12.0,18.0,40.0,52389.71,-35220.51,15.13,,32.56,170703.1529999999,-117942.26499999998,-0.53,0.14,0.19,0.0195,0.01,238.0,238.0,94.0,143.0,39.5,83331.22,-51653.59,18.78,,83.7,338549.25,-654681.765,44.67,0.31,0.35,0.0276,0.01
AFKS,macd,1D,Bayesian_TPE,21,0.678,12,45,8,True,133.1,0.428,0.489,84.03,178,37.08,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":12,""macd_slow"":45,""macd_signal"":8,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,178.0,178.0,66.0,111.0,37.08,154850.89,-80082.22,22.44,,84.03,836987.0,-725953.4400000001,133.1,0.43,0.49,0.0287,0.01,28.0,28.0,11.0,17.0,39.29,76991.08,-37268.73,16.14,,32.33,223182.49499999997,-117249.96799999996,21.33,0.54,0.71,0.0192,0.03,206.0,206.0,77.0,128.0,37.38,154624.56,-80211.91,21.7,,84.03,836987.0,-725953.4400000001,163.9,0.42,0.49,0.0277,0.01
AFKS,macd,1D,Bayesian_TPE,22,0.496,11,45,9,True,103.62,0.401,0.457,83.71,178,37.08,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":11,""macd_slow"":45,""macd_signal"":9,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,178.0,178.0,66.0,111.0,37.08,135461.94,-71209.69,22.44,,83.71,747209.6,-786660.9199999999,103.62,0.4,0.46,0.0286,0.01,28.0,28.0,10.0,18.0,35.71,79229.85,-36186.27,16.14,,35.88,209865.645,-117249.96799999996,14.09,0.42,0.54,0.0192,0.02,206.0,206.0,76.0,129.0,36.89,135650.66,-70866.49,21.7,,83.71,747209.6,-786660.9199999999,116.77,0.39,0.44,0.0276,0.01
AFKS,macd,1D,Bayesian_TPE,23,-0.038,5,50,6,True,-14.98,0.216,0.244,85.41,308,38.64,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":5,""macd_slow"":50,""macd_signal"":6,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,308.0,308.0,119.0,189.0,38.64,34174.04,-22309.35,12.99,,85.41,248550.83499999993,-457254.9149999999,-14.98,0.22,0.24,0.0287,0.01,44.0,44.0,16.0,28.0,36.36,67491.4,-28897.48,10.32,,17.71,225400.39199999985,-78645.85200000006,27.07,0.63,0.88,0.0195,0.07,352.0,352.0,135.0,217.0,38.35,36040.31,-22386.95,12.72,,85.41,248550.83499999993,-457254.9149999999,0.75,0.24,0.27,0.0277,0.01
AFKS,macd,1D,Bayesian_TPE,24,-0.063,18,41,7,True,-28.89,0.193,0.214,89.09,168,35.12,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":18,""macd_slow"":41,""macd_signal"":7,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,168.0,168.0,59.0,108.0,35.12,72559.11,-42313.42,23.78,,89.09,705121.7,-742355.2,-28.89,0.19,0.21,0.0288,0.01,30.0,30.0,8.0,22.0,26.67,71280.1,-36233.01,15.0,,50.43,141009.92000000013,-132778.62699999983,-22.69,-0.38,-0.47,0.0186,-0.01,198.0,198.0,67.0,130.0,33.84,69010.53,-39267.95,22.58,,89.09,705121.7,-742355.2,-48.11,0.13,0.15,0.0277,0.0
AFKS,macd,1D,Bayesian_TPE,25,-0.04,13,47,9,True,-15.7,0.227,0.251,88.13,170,36.47,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":13,""macd_slow"":47,""macd_signal"":9,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,170.0,170.0,62.0,108.0,36.47,76757.17,-45518.43,23.5,,88.13,716139.6,-753960.51,-15.7,0.23,0.25,0.0288,0.01,30.0,30.0,8.0,22.0,26.67,73222.2,-32407.63,15.0,,40.74,155221.07599999997,-104571.97199999998,-12.72,-0.13,-0.16,0.0188,-0.01,200.0,200.0,70.0,130.0,35.0,73965.07,-42178.4,22.35,,88.13,716139.6,-753960.51,-30.56,0.18,0.21,0.0277,0.01
