ticker,strategy_type,timeframe,method,trial_number,composite_score,param_macd_fast,param_macd_slow,param_macd_signal,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end,IS_Количество сигналов,IS_Количество сделок,IS_Прибыльных сделок,IS_Убыточных сделок,IS_Процент прибыльных сделок,IS_Средняя прибыль,IS_Средний убыток,IS_Среднее время удержания (дней),IS_Среднее время удержания (часов),IS_Макс. просадка (%),IS_Макс. прибыль по сделке,IS_Макс. убыток по сделке,IS_Процент роста,IS_Sharpe,IS_Sortino,IS_Std. return,IS_Reward/Risk,OOS_Количество сигналов,OOS_Количество сделок,OOS_Прибыльных сделок,OOS_Убыточных сделок,OOS_Процент прибыльных сделок,OOS_Средняя прибыль,OOS_Средний убыток,OOS_Среднее время удержания (дней),OOS_Среднее время удержания (часов),OOS_Макс. просадка (%),OOS_Макс. прибыль по сделке,OOS_Макс. убыток по сделке,OOS_Процент роста,OOS_Sharpe,OOS_Sortino,OOS_Std. return,OOS_Reward/Risk,FULL_Количество сигналов,FULL_Количество сделок,FULL_Прибыльных сделок,FULL_Убыточных сделок,FULL_Процент прибыльных сделок,FULL_Средняя прибыль,FULL_Средний убыток,FULL_Среднее время удержания (дней),FULL_Среднее время удержания (часов),FULL_Макс. просадка (%),FULL_Макс. прибыль по сделке,FULL_Макс. убыток по сделке,FULL_Процент роста,FULL_Sharpe,FULL_Sortino,FULL_Std. return,FULL_Reward/Risk
SBER,macd,1D,Bayesian_TPE,38,7.589,7,42,8,False,502.19,0.839,0.772,55.52,110,49.09,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":7,""macd_slow"":42,""macd_signal"":8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,219.0,110.0,54.0,56.0,49.09,203399.62,-106458.85,17.9,,55.52,1061984.0,-946109.8199999998,502.19,0.84,0.77,0.0143,0.02,46.0,23.0,7.0,16.0,30.43,19963.88,-9965.8,8.43,,14.97,69925.4400000001,-24481.37999999998,-1.97,-0.02,-0.02,0.0084,-0.0,265.0,133.0,61.0,72.0,45.86,193357.82,-96080.19,16.42,,55.52,1045737.0,-946109.8199999998,487.71,0.76,0.69,0.0137,0.02
SBER,macd,1D,Bayesian_TPE,39,9.205,8,46,7,False,569.14,0.898,0.878,55.52,108,47.22,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":46,""macd_signal"":7,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,215.0,108.0,51.0,57.0,47.22,233118.51,-108730.95,18.23,,55.52,1206998.1,-1063727.22,569.14,0.9,0.88,0.0139,0.02,46.0,23.0,7.0,16.0,30.43,20060.96,-9124.8,8.57,,13.74,69925.4400000001,-24481.37999999998,-0.56,0.04,0.04,0.0085,0.0,261.0,131.0,58.0,73.0,44.27,220603.81,-98224.22,16.69,,55.52,1206998.1,-1063727.22,562.47,0.82,0.79,0.0133,0.02
SBER,macd,1D,Bayesian_TPE,40,7.969,6,43,5,False,417.26,0.788,0.787,41.26,150,47.33,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":6,""macd_slow"":43,""macd_signal"":5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,299.0,150.0,71.0,79.0,47.33,129684.09,-63734.15,13.13,,41.26,912222.08,-531677.7999999999,417.26,0.79,0.79,0.014,0.03,50.0,25.0,10.0,15.0,40.0,22076.75,-9667.43,7.96,,10.46,103833.24000000018,-31592.340000000095,7.58,0.4,0.38,0.0083,0.03,349.0,175.0,81.0,94.0,46.29,127427.48,-61509.19,12.51,,41.26,889268.4399999998,-531677.7999999999,453.98,0.75,0.74,0.0134,0.02
SBER,macd,1D,Bayesian_TPE,41,10.722,8,45,6,False,552.24,0.891,0.898,45.89,116,46.55,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":45,""macd_signal"":6,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,231.0,116.0,54.0,62.0,46.55,205586.12,-89988.67,17.08,,45.89,1150244.48,-860087.2000000001,552.24,0.89,0.9,0.0138,0.03,44.0,22.0,10.0,12.0,45.45,17317.7,-12723.73,9.0,,12.89,69925.4400000001,-25177.819999999974,2.05,0.16,0.15,0.0084,0.01,275.0,138.0,64.0,74.0,46.38,190583.94,-88796.24,15.94,,45.89,1121301.64,-860087.2000000001,562.65,0.82,0.82,0.0133,0.02
SBER,macd,1D,Bayesian_TPE,42,7.16,9,49,6,False,478.4,0.831,0.801,55.52,112,43.75,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":9,""macd_slow"":49,""macd_signal"":6,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,223.0,112.0,49.0,63.0,43.75,225072.14,-99119.96,17.63,,55.52,1188148.5000000002,-1047135.78,478.4,0.83,0.8,0.0141,0.02,44.0,22.0,8.0,14.0,36.36,17586.87,-10206.09,9.09,,14.51,69925.4400000001,-24261.849999999977,-0.22,0.06,0.05,0.0085,0.0,267.0,134.0,57.0,77.0,42.54,208765.22,-91925.56,16.4,,55.52,1188148.5000000002,-1047135.78,482.13,0.76,0.73,0.0135,0.02
SBER,macd,1D,Bayesian_TPE,43,8.063,5,41,6,False,420.6,0.791,0.791,41.26,150,47.33,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":5,""macd_slow"":41,""macd_signal"":6,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,299.0,150.0,71.0,79.0,47.33,128948.51,-62650.05,13.1,,41.26,918086.4,-540028.2999999999,420.6,0.79,0.79,0.014,0.03,50.0,25.0,10.0,15.0,40.0,22447.15,-9773.71,7.88,,10.02,100560.16,-31664.100000000097,7.79,0.41,0.38,0.0083,0.03,349.0,175.0,81.0,94.0,46.29,127108.64,-60737.06,12.47,,41.26,894985.1999999998,-540028.2999999999,458.65,0.75,0.74,0.0134,0.02
SBER,macd,1D,Bayesian_TPE,44,8.129,7,46,5,False,422.52,0.794,0.797,41.27,141,48.94,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":7,""macd_slow"":46,""macd_signal"":5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,281.0,141.0,69.0,72.0,48.94,130557.73,-66434.98,13.89,,41.27,921486.72,-536805.2999999999,422.52,0.79,0.8,0.0139,0.03,44.0,22.0,11.0,11.0,50.0,18620.26,-11345.91,9.32,,8.85,80329.74000000018,-30874.740000000093,8.0,0.42,0.4,0.0084,0.04,325.0,163.0,80.0,83.0,49.08,125636.07,-65453.16,13.4,,41.27,898299.9599999998,-536805.2999999999,461.83,0.75,0.75,0.0134,0.02
SBER,macd,1D,Bayesian_TPE,45,6.153,11,44,7,False,399.99,0.779,0.751,50.64,93,47.31,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":11,""macd_slow"":44,""macd_signal"":7,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,185.0,93.0,44.0,49.0,47.31,193150.69,-91811.3,21.06,,50.64,931263.6000000004,-910710.9599999998,399.99,0.78,0.75,0.0138,0.02,40.0,20.0,6.0,14.0,30.0,20248.08,-10622.67,10.05,,16.58,59167.68000000009,-35590.3999999999,-2.72,-0.06,-0.05,0.0086,-0.0,225.0,113.0,50.0,63.0,44.25,182496.75,-83252.38,19.32,,50.64,931263.6000000004,-910710.9599999998,387.99,0.7,0.67,0.0133,0.02
SBER,macd,1D,Bayesian_TPE,46,7.072,10,40,6,False,477.63,0.822,0.755,55.52,107,48.6,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":10,""macd_slow"":40,""macd_signal"":6,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,213.0,107.0,52.0,55.0,48.6,200086.94,-102331.45,18.33,,55.52,1018666.88,-906676.74,477.63,0.82,0.75,0.0143,0.02,44.0,22.0,6.0,16.0,27.27,21914.65,-8052.11,8.86,,14.18,69925.4400000001,-24572.21999999998,0.27,0.08,0.07,0.0085,0.0,257.0,129.0,58.0,71.0,44.96,191986.28,-89707.25,16.88,,55.52,993554.1000000002,-906676.74,476.6,0.75,0.69,0.0137,0.02
SBER,macd,1D,Bayesian_TPE,47,3.394,8,44,13,False,260.98,0.656,0.623,50.45,90,46.67,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":44,""macd_signal"":13,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,179.0,90.0,42.0,47.0,46.67,152118.13,-80407.9,21.84,,50.45,758141.8,-833424.0200000003,260.98,0.66,0.62,0.0135,0.02,36.0,18.0,7.0,11.0,38.89,14846.91,-15274.83,11.0,,19.53,44336.00000000007,-34454.07999999991,-6.41,-0.23,-0.22,0.0085,-0.01,215.0,108.0,49.0,58.0,45.37,138425.69,-75665.9,20.27,,50.45,758141.8,-833424.0200000003,239.42,0.58,0.54,0.013,0.01
SBER,macd,1D,Bayesian_TPE,48,17.118,6,37,8,True,875.27,0.813,1.284,41.57,241,42.32,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":6,""macd_slow"":37,""macd_signal"":8,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,241.0,241.0,102.0,139.0,42.32,247447.13,-118610.73,16.61,,41.57,1719970.56,-1431473.7600000002,875.27,0.81,1.28,0.02,0.04,44.0,44.0,14.0,30.0,31.82,23504.79,-14091.99,10.32,,19.48,72307.92000000003,-52187.39999999985,-9.37,-0.25,-0.34,0.0112,-0.01,285.0,285.0,116.0,169.0,40.7,244755.86,-121846.72,15.72,,41.57,1676692.0799999996,-1431473.7600000002,779.96,0.72,1.12,0.0191,0.03
SBER,macd,1D,Bayesian_TPE,49,17.118,6,37,8,True,875.27,0.813,1.284,41.57,241,42.32,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":6,""macd_slow"":37,""macd_signal"":8,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,241.0,241.0,102.0,139.0,42.32,247447.13,-118610.73,16.61,,41.57,1719970.56,-1431473.7600000002,875.27,0.81,1.28,0.02,0.04,44.0,44.0,14.0,30.0,31.82,23504.79,-14091.99,10.32,,19.48,72307.92000000003,-52187.39999999985,-9.37,-0.25,-0.34,0.0112,-0.01,285.0,285.0,116.0,169.0,40.7,244755.86,-121846.72,15.72,,41.57,1676692.0799999996,-1431473.7600000002,779.96,0.72,1.12,0.0191,0.03
PLZL,macd,1D,Bayesian_TPE,0,1.277,10,49,13,True,161.93,0.425,0.564,53.89,163,36.2,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":10,""macd_slow"":49,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,163.0,163.0,59.0,104.0,36.2,257852.92,-130711.57,24.48,,53.89,1544437.35,-1008990.3000000002,161.93,0.42,0.56,0.0227,0.02,15.0,15.0,10.0,5.0,66.67,152142.08,-59339.0,31.2,,14.47,392182.0,-85226.39999999997,122.47,2.07,3.32,0.0161,0.23,178.0,178.0,69.0,109.0,38.76,277911.13,-131962.65,25.08,,53.89,1544437.35,-1008990.3000000002,479.19,0.58,0.77,0.0219,0.02
PLZL,macd,1D,Bayesian_TPE,1,56.24,7,21,14,False,1828.05,1.126,1.208,36.6,104,45.19,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":7,""macd_slow"":21,""macd_signal"":14,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,208.0,104.0,47.0,57.0,45.19,730431.13,-281574.96,19.55,,36.6,4273772.800000001,-2303750.0,1828.05,1.13,1.21,0.0172,0.05,28.0,14.0,9.0,5.0,64.29,52065.53,-28031.12,14.64,,10.78,262788.60000000003,-53454.599999999904,32.84,1.15,1.25,0.0104,0.11,236.0,118.0,57.0,61.0,48.31,928852.13,-322033.49,19.39,,36.6,6794348.200000001,-2303750.0,3330.05,1.2,1.29,0.0166,0.05
PLZL,macd,1D,Bayesian_TPE,2,7.475,5,50,14,True,556.94,0.661,0.889,49.25,198,38.38,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":5,""macd_slow"":50,""macd_signal"":14,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,198.0,198.0,76.0,121.0,38.38,321324.18,-155794.97,20.17,,49.25,2228599.1999999993,-1349404.2000000002,556.94,0.66,0.89,0.0224,0.03,20.0,20.0,11.0,9.0,55.0,80072.24,-32941.51,20.95,,12.68,279724.79999999993,-57954.39999999985,58.43,1.29,1.88,0.0154,0.16,218.0,218.0,88.0,129.0,40.37,390047.88,-165785.09,20.5,,49.25,2463532.1999999993,-1349404.2000000002,1293.79,0.78,1.06,0.0217,0.03
PLZL,macd,1D,Bayesian_TPE,3,10.139,7,29,10,True,705.03,0.715,0.982,49.72,226,35.4,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":7,""macd_slow"":29,""macd_signal"":10,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,226.0,226.0,80.0,146.0,35.4,348186.58,-142497.19,17.67,,49.72,2535376.0,-1511589.4,705.03,0.71,0.98,0.0223,0.03,28.0,28.0,15.0,13.0,53.57,62059.78,-30976.52,15.14,,20.99,254727.60000000003,-55836.00000000009,52.82,1.19,1.85,0.0155,0.09,254.0,254.0,96.0,158.0,37.8,425975.66,-159472.26,17.59,,49.72,2863165.5,-1511589.4,1569.7,0.82,1.14,0.0216,0.04
PLZL,macd,1D,Bayesian_TPE,4,49.494,14,24,8,False,1707.23,1.106,1.186,38.15,96,48.96,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":14,""macd_slow"":24,""macd_signal"":8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,192.0,96.0,47.0,48.0,48.96,683464.73,-313553.11,21.04,,38.15,4570145.4,-2361500.0,1707.23,1.11,1.19,0.0172,0.05,22.0,11.0,7.0,4.0,63.64,70899.49,-33763.1,18.91,,8.64,305421.5999999999,-55017.599999999904,36.12,1.26,1.37,0.0103,0.15,214.0,107.0,55.0,51.0,51.4,920498.59,-356208.91,21.31,,38.15,7515314.399999998,-2361500.0,3246.08,1.2,1.29,0.0165,0.05
PLZL,macd,1D,Bayesian_TPE,5,1.371,17,26,10,True,166.55,0.43,0.567,52.23,171,37.43,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":17,""macd_slow"":26,""macd_signal"":10,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,171.0,171.0,64.0,106.0,37.43,200272.18,-105206.51,23.33,,52.23,1153850.25,-763087.2000000001,166.55,0.43,0.57,0.0225,0.02,21.0,21.0,12.0,9.0,57.14,120007.3,-47008.84,22.43,,15.75,355613.1999999998,-85351.0,101.7,1.81,2.84,0.0163,0.19,192.0,192.0,76.0,115.0,39.58,218742.03,-106896.4,23.26,,52.23,1153850.25,-763087.2000000001,433.13,0.56,0.74,0.0218,0.02
PLZL,macd,1D,Bayesian_TPE,6,39.41,14,25,5,False,1521.52,1.07,1.152,41.31,116,40.52,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":14,""macd_slow"":25,""macd_signal"":5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,232.0,116.0,47.0,69.0,40.52,707536.07,-261435.27,17.49,,41.31,4514928.000000001,-2561750.0,1521.52,1.07,1.15,0.0172,0.04,32.0,16.0,10.0,6.0,62.5,46118.76,-25758.1,12.69,,10.78,123404.4000000001,-43486.799999999865,30.66,1.11,1.15,0.0102,0.1,264.0,132.0,58.0,74.0,43.94,840411.93,-288850.7,17.29,,41.31,5469145.200000001,-2561750.0,2736.89,1.15,1.23,0.0165,0.05
PLZL,macd,1D,Bayesian_TPE,7,8.351,17,29,6,True,612.23,0.682,0.924,50.0,194,36.6,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":17,""macd_slow"":29,""macd_signal"":6,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,194.0,194.0,71.0,122.0,36.6,345142.26,-150678.6,20.59,,50.0,2200016.6999999993,-1528508.0000000002,612.23,0.68,0.92,0.0224,0.03,24.0,24.0,12.0,11.0,50.0,63560.12,-35008.26,17.58,,22.84,261095.9999999999,-55759.0,37.76,0.94,1.4,0.0154,0.06,218.0,218.0,84.0,132.0,38.53,407550.4,-166692.59,20.5,,50.0,2508343.1999999993,-1528508.0000000002,1223.08,0.77,1.05,0.0217,0.03
PLZL,macd,1D,Bayesian_TPE,8,13.516,6,35,5,True,936.42,0.782,1.075,54.18,308,38.64,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":6,""macd_slow"":35,""macd_signal"":5,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,308.0,308.0,119.0,188.0,38.64,350238.06,-171883.89,12.97,,54.18,2843136.4000000004,-2325500.0,936.42,0.78,1.08,0.0222,0.03,48.0,48.0,16.0,32.0,33.33,45049.0,-22553.89,8.88,,30.37,120441.60000000003,-57375.0,-0.09,0.12,0.18,0.0155,0.01,356.0,356.0,135.0,220.0,37.92,406765.99,-191904.04,12.56,,54.18,3355494.4500000007,-2325500.0,1269.45,0.78,1.08,0.0216,0.03
PLZL,macd,1D,Bayesian_TPE,9,0.924,15,29,10,True,127.21,0.389,0.512,53.55,173,37.57,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":15,""macd_slow"":29,""macd_signal"":10,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,173.0,173.0,65.0,107.0,37.57,182766.71,-99137.92,23.06,,53.55,1095458.25,-700955.1000000001,127.21,0.39,0.51,0.0225,0.02,21.0,21.0,12.0,9.0,57.14,114645.52,-50757.48,22.43,,16.55,348215.59999999974,-83570.0,91.89,1.69,2.67,0.0163,0.17,194.0,194.0,77.0,116.0,39.69,194563.41,-100490.45,23.02,,53.55,1095458.25,-700955.1000000001,332.45,0.51,0.68,0.0218,0.02
PLZL,macd,1D,Bayesian_TPE,10,33.521,10,20,15,False,1349.28,1.034,1.107,41.62,89,46.07,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":10,""macd_slow"":20,""macd_signal"":15,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,178.0,89.0,41.0,48.0,46.07,688495.15,-306989.45,22.87,,41.62,4735969.800000001,-2352000.0,1349.28,1.03,1.11,0.0171,0.04,20.0,10.0,6.0,3.0,60.0,81669.93,-35614.93,21.0,,8.64,310279.1999999999,-55851.1999999999,38.32,1.29,1.38,0.0105,0.16,198.0,99.0,48.0,50.0,48.48,889561.11,-333251.08,23.21,,41.62,6072607.199999998,-2352000.0,2603.64,1.13,1.22,0.0165,0.04
PLZL,macd,1D,Bayesian_TPE,11,47.595,11,21,8,False,1666.89,1.105,1.193,38.7,110,43.64,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":11,""macd_slow"":21,""macd_signal"":8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,220.0,110.0,48.0,62.0,43.64,685152.64,-261587.1,18.36,,38.7,4475433.600000001,-2366250.0,1666.89,1.11,1.19,0.017,0.05,30.0,15.0,10.0,5.0,66.67,41250.5,-28283.36,13.2,,10.78,120926.40000000008,-51162.19999999991,27.11,1.02,1.05,0.01,0.09,250.0,125.0,59.0,66.0,47.2,823912.99,-296081.68,18.14,,38.7,5959609.200000002,-2366250.0,2906.95,1.17,1.26,0.0164,0.05
PLZL,macd,1D,Bayesian_TPE,12,23.803,20,37,12,False,1065.62,0.952,0.987,42.62,66,43.94,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":20,""macd_slow"":37,""macd_signal"":12,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,133.0,66.0,29.0,37.0,43.94,750445.1,-300182.65,30.09,,42.62,4192263.6,-2130810.0,1065.62,0.95,0.99,0.0173,0.04,15.0,8.0,5.0,3.0,62.5,171473.62,-32247.4,32.12,,10.78,329105.70000000007,-48438.00000000003,76.06,2.02,2.38,0.0114,0.21,148.0,74.0,34.0,40.0,45.95,934351.83,-305888.02,30.31,,42.62,4192263.6,-2130810.0,1953.24,1.04,1.08,0.0167,0.04
PLZL,macd,1D,Bayesian_TPE,13,50.826,8,36,8,False,1652.31,1.092,1.176,35.5,111,44.14,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":36,""macd_signal"":8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,222.0,111.0,49.0,62.0,44.14,625802.69,-228084.23,18.44,,35.5,3819587.2000000007,-2178750.0,1652.31,1.09,1.18,0.0172,0.05,26.0,13.0,9.0,4.0,69.23,57675.07,-26351.45,16.15,,10.78,292415.19999999995,-47045.59999999985,41.37,1.37,1.49,0.0105,0.13,248.0,124.0,59.0,65.0,47.58,835972.08,-255863.1,18.62,,35.5,6974979.199999999,-2178750.0,3269.13,1.19,1.29,0.0166,0.06
PLZL,macd,1D,Bayesian_TPE,14,47.76,8,39,8,False,1597.01,1.082,1.163,36.18,111,42.34,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":39,""macd_signal"":8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,222.0,111.0,47.0,64.0,42.34,660778.53,-235726.69,18.27,,36.18,3731502.15,-2132750.0,1597.01,1.08,1.16,0.0172,0.05,24.0,12.0,9.0,3.0,75.0,59871.38,-26880.33,17.42,,8.3,302595.99999999994,-48694.79999999985,45.82,1.5,1.64,0.0104,0.19,246.0,123.0,57.0,66.0,46.34,861679.9,-253667.52,18.62,,36.18,6933690.3999999985,-2132750.0,3237.37,1.19,1.28,0.0166,0.05
PLZL,macd,1D,Bayesian_TPE,15,30.983,8,42,12,False,1199.48,0.995,1.047,38.52,94,39.36,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":42,""macd_signal"":12,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,188.0,94.0,37.0,54.0,39.36,642329.73,-217988.91,21.2,,38.52,3678998.7999999993,-1900236.8000000007,1199.48,1.0,1.05,0.0172,0.04,20.0,10.0,5.0,4.0,50.0,91777.56,-31583.8,20.8,,10.84,266355.5999999999,-54705.59999999986,33.26,1.14,1.17,0.0106,0.11,208.0,104.0,43.0,58.0,41.35,840963.92,-240886.34,21.7,,38.52,4639626.599999999,-1900236.8000000007,2219.0,1.08,1.14,0.0166,0.05
PLZL,macd,1D,Bayesian_TPE,16,61.715,9,33,7,False,1869.92,1.136,1.234,34.42,113,43.36,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":9,""macd_slow"":33,""macd_signal"":7,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,226.0,113.0,49.0,64.0,43.36,724345.24,-262402.15,18.07,,34.42,4464662.4,-2551000.0,1869.92,1.14,1.23,0.0171,0.06,28.0,14.0,9.0,5.0,64.29,57228.36,-26731.28,14.86,,10.78,271387.00000000006,-46003.999999999854,38.14,1.29,1.4,0.0105,0.13,254.0,127.0,59.0,68.0,46.46,954050.94,-299160.76,18.12,,34.42,7267260.200000001,-2551000.0,3594.61,1.22,1.34,0.0165,0.06
