ticker,strategy_type,timeframe,method,trial_number,composite_score,param_lookback,param_pivot_window,param_min_touches,param_tolerance_atr_mult,param_cluster_atr_mult,param_confirmation_bars,param_cooldown_bars,param_retest_window,param_cancel_atr_mult,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end,IS_Количество сигналов,IS_Количество сделок,IS_Прибыльных сделок,IS_Убыточных сделок,IS_Процент прибыльных сделок,IS_Средняя прибыль,IS_Средний убыток,IS_Среднее время удержания (дней),IS_Среднее время удержания (часов),IS_Макс. просадка (%),IS_Макс. прибыль по сделке,IS_Макс. убыток по сделке,IS_Процент роста,IS_Sharpe,IS_Sortino,IS_Std. return,IS_Reward/Risk,OOS_Количество сигналов,OOS_Количество сделок,OOS_Прибыльных сделок,OOS_Убыточных сделок,OOS_Процент прибыльных сделок,OOS_Средняя прибыль,OOS_Средний убыток,OOS_Среднее время удержания (дней),OOS_Среднее время удержания (часов),OOS_Макс. просадка (%),OOS_Макс. прибыль по сделке,OOS_Макс. убыток по сделке,OOS_Процент роста,OOS_Sharpe,OOS_Sortino,OOS_Std. return,OOS_Reward/Risk,FULL_Количество сигналов,FULL_Количество сделок,FULL_Прибыльных сделок,FULL_Убыточных сделок,FULL_Процент прибыльных сделок,FULL_Средняя прибыль,FULL_Средний убыток,FULL_Среднее время удержания (дней),FULL_Среднее время удержания (часов),FULL_Макс. просадка (%),FULL_Макс. прибыль по сделке,FULL_Макс. убыток по сделке,FULL_Процент роста,FULL_Sharpe,FULL_Sortino,FULL_Std. return,FULL_Reward/Risk
GAZP,retest_ols,1D,Bayesian_TPE,10,0.298,232,9,5,0.6000000000000001,0.3,3,9,10,0.7,False,48.19,0.285,0.337,46.03,7,28.57,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":232,""pivot_window"":9,""min_touches"":5,""tolerance_atr_mult"":0.6000000000000001,""cluster_atr_mult"":0.3,""confirmation_bars"":3,""cooldown_bars"":9,""retest_window"":10,""cancel_atr_mult"":0.7,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,31.0,7.0,2.0,5.0,28.57,551265.34,-124126.63,285.57,,46.03,833918.2800000001,-347986.3199999999,48.19,0.28,0.34,0.0118,0.01,8.0,2.0,0.0,2.0,0.0,0.0,-75052.24,227.5,,45.02,-52277.61000000006,-97826.87999999992,-15.01,-0.19,-0.28,0.0185,-0.01,39.0,8.0,2.0,6.0,25.0,551265.34,-148052.55,307.62,,46.03,833918.2800000001,-475893.0,21.42,0.18,0.21,0.0129,0.0
GAZP,retest_ols,1D,Bayesian_TPE,11,0.549,236,9,5,0.6000000000000001,0.3,3,9,10,0.5,False,66.55,0.342,0.398,41.47,6,33.33,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":236,""pivot_window"":9,""min_touches"":5,""tolerance_atr_mult"":0.6000000000000001,""cluster_atr_mult"":0.3,""confirmation_bars"":3,""cooldown_bars"":9,""retest_window"":10,""cancel_atr_mult"":0.5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,28.0,6.0,2.0,4.0,33.33,630492.3,-148875.96,313.83,,41.47,937280.76,-391062.59999999986,66.55,0.34,0.4,0.0117,0.01,6.0,2.0,1.0,1.0,50.0,38249.44,-52277.61,193.5,,35.65,38249.439999999966,-52277.61000000006,-1.4,0.1,0.14,0.017,0.0,34.0,7.0,3.0,4.0,42.86,440801.43,-184810.93,325.29,,41.47,937280.76,-534802.5,58.32,0.28,0.33,0.0126,0.01
GAZP,retest_ols,1D,Bayesian_TPE,12,0.04,239,9,5,0.65,0.3,3,10,17,0.6,False,14.47,0.162,0.172,58.98,7,28.57,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":239,""pivot_window"":9,""min_touches"":5,""tolerance_atr_mult"":0.65,""cluster_atr_mult"":0.3,""confirmation_bars"":3,""cooldown_bars"":10,""retest_window"":17,""cancel_atr_mult"":0.6,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,30.0,7.0,2.0,5.0,28.57,618381.11,-218410.99,291.0,,58.98,919256.13,-603561.6000000001,14.47,0.16,0.17,0.0127,0.0,9.0,2.0,2.0,0.0,100.0,86240.48,0.0,144.5,,32.29,126994.48000000004,45486.47999999996,17.25,0.54,0.65,0.0143,0.02,39.0,8.0,3.0,5.0,37.5,429029.88,-197979.76,291.25,,58.98,919256.13,-603561.6000000001,29.72,0.2,0.22,0.013,0.0
GAZP,retest_ols,1D,Bayesian_TPE,13,0.073,246,12,5,0.4,0.6000000000000001,3,15,14,0.5,False,23.06,0.195,0.207,61.88,7,28.57,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":246,""pivot_window"":12,""min_touches"":5,""tolerance_atr_mult"":0.4,""cluster_atr_mult"":0.6000000000000001,""confirmation_bars"":3,""cooldown_bars"":15,""retest_window"":14,""cancel_atr_mult"":0.5,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,23.0,7.0,2.0,5.0,28.57,655771.56,-216190.53,295.71,,61.88,987249.36,-648894.9,23.06,0.2,0.21,0.0133,0.0,5.0,1.0,1.0,0.0,100.0,55729.52,0.0,158.0,,9.67,55729.52,55729.52,5.57,0.36,0.38,0.0069,0.03,28.0,8.0,3.0,5.0,37.5,458672.51,-230925.46,299.38,,61.88,987249.36,-648894.9,22.14,0.18,0.19,0.0137,0.0
GAZP,retest_ols,1D,Bayesian_TPE,14,-0.005,210,10,4,0.75,0.6000000000000001,3,7,15,2.4000000000000004,False,-21.71,0.014,0.011,60.84,11,27.27,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":210,""pivot_window"":10,""min_touches"":4,""tolerance_atr_mult"":0.75,""cluster_atr_mult"":0.6000000000000001,""confirmation_bars"":3,""cooldown_bars"":7,""retest_window"":15,""cancel_atr_mult"":2.4000000000000004,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,45.0,11.0,3.0,8.0,27.27,278722.84,-131653.07,171.0,,60.84,660681.29,-611811.2,-21.71,0.01,0.01,0.014,0.0,9.0,2.0,1.0,1.0,50.0,13557.04,-22126.44,151.0,,32.42,13557.039999999992,-22126.440000000028,-0.86,0.1,0.12,0.0157,0.0,54.0,12.0,4.0,8.0,33.33,200396.9,-131653.07,182.5,,60.84,660681.29,-611811.2,-25.16,0.01,0.01,0.0142,0.0
GAZP,retest_ols,1D,Bayesian_TPE,15,0.009,264,8,5,0.5,0.5,3,10,29,0.9,False,3.92,0.105,0.1,44.9,10,40.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":264,""pivot_window"":8,""min_touches"":5,""tolerance_atr_mult"":0.5,""cluster_atr_mult"":0.5,""confirmation_bars"":3,""cooldown_bars"":10,""retest_window"":29,""cancel_atr_mult"":0.9,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,41.0,10.0,4.0,6.0,40.0,189129.98,-119558.44,182.3,,44.9,467591.5200000001,-326454.11,3.92,0.1,0.1,0.0104,0.0,5.0,2.0,0.0,2.0,0.0,0.0,-50151.59,53.5,,36.43,-50096.130000000056,-50207.04000000007,-10.03,-0.26,-0.19,0.0115,-0.01,46.0,11.0,3.0,8.0,27.27,230706.8,-98845.22,176.09,,44.9,467591.5200000001,-326454.11,-9.86,0.04,0.03,0.0106,0.0
GAZP,retest_ols,1D,Bayesian_TPE,16,0.036,206,5,4,0.65,0.3,2,14,13,1.4,False,-37.06,-0.067,-0.056,69.5,13,30.77,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":206,""pivot_window"":5,""min_touches"":4,""tolerance_atr_mult"":0.65,""cluster_atr_mult"":0.3,""confirmation_bars"":2,""cooldown_bars"":14,""retest_window"":13,""cancel_atr_mult"":1.4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,51.0,13.0,4.0,9.0,30.77,296967.65,-173168.54,141.62,,69.5,937231.51,-830223.28,-37.06,-0.07,-0.06,0.0144,-0.0,10.0,3.0,1.0,2.0,33.33,89338.04,-86049.72,84.33,,38.24,89338.03999999998,-155911.1999999999,-8.28,-0.09,-0.1,0.0154,-0.0,61.0,16.0,5.0,11.0,31.25,248820.32,-151529.97,130.88,,72.65,937231.51,-830223.28,-42.27,-0.07,-0.06,0.0145,-0.0
GAZP,retest_ols,1D,Bayesian_TPE,17,0.608,259,11,5,0.35,0.55,3,17,19,0.8,False,80.86,0.388,0.344,51.62,6,50.0,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":259,""pivot_window"":11,""min_touches"":5,""tolerance_atr_mult"":0.35,""cluster_atr_mult"":0.55,""confirmation_bars"":3,""cooldown_bars"":17,""retest_window"":19,""cancel_atr_mult"":0.8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,25.0,6.0,3.0,3.0,50.0,513072.37,-243548.1,251.83,,51.62,1040366.82,-633214.56,80.86,0.39,0.34,0.0115,0.01,8.0,3.0,1.0,2.0,33.33,3223.92,-18863.52,91.67,,33.62,3223.9200000000133,-33213.199999999866,-3.45,0.03,0.03,0.0153,0.0,33.0,8.0,3.0,5.0,37.5,510433.56,-166655.37,224.38,,51.62,1040366.82,-633214.56,69.8,0.32,0.29,0.0121,0.01
GAZP,retest_ols,1D,Bayesian_TPE,18,0.428,261,11,5,0.3,1.2,2,19,18,0.9,False,62.97,0.33,0.326,48.56,8,37.5,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":261,""pivot_window"":11,""min_touches"":5,""tolerance_atr_mult"":0.3,""cluster_atr_mult"":1.2,""confirmation_bars"":2,""cooldown_bars"":19,""retest_window"":18,""cancel_atr_mult"":0.9,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,33.0,8.0,3.0,5.0,37.5,449822.79,-143945.22,224.25,,48.56,918169.7000000002,-468124.6999999999,62.97,0.33,0.33,0.0119,0.01,8.0,3.0,1.0,2.0,33.33,3716.16,-24873.01,91.33,,34.98,3716.159999999961,-38565.45000000002,-4.6,0.0,0.0,0.0153,0.0,41.0,10.0,3.0,7.0,30.0,447688.41,-120595.18,207.5,,48.56,918169.7000000002,-468124.6999999999,49.89,0.26,0.26,0.0124,0.01
GAZP,retest_ols,1D,Bayesian_TPE,19,0.005,266,12,3,0.4,0.65,3,17,40,1.4,False,-14.41,-0.015,-0.012,39.49,6,16.67,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":266,""pivot_window"":12,""min_touches"":3,""tolerance_atr_mult"":0.4,""cluster_atr_mult"":0.65,""confirmation_bars"":3,""cooldown_bars"":17,""retest_window"":40,""cancel_atr_mult"":1.4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,27.0,6.0,1.0,5.0,16.67,359292.96,-100680.59,214.0,,39.49,359292.9599999999,-298590.34,-14.41,-0.02,-0.01,0.0097,-0.0,9.0,3.0,2.0,1.0,66.67,34202.36,-98914.26,80.0,,17.63,51174.48,-98914.25999999986,-3.05,-0.02,-0.03,0.0108,-0.0,36.0,9.0,3.0,6.0,33.33,139281.18,-98011.47,169.33,,45.01,359292.9599999999,-298590.34,-17.02,-0.02,-0.01,0.0099,-0.0
GAZP,retest_ols,1D,Bayesian_TPE,20,0.272,293,10,4,0.35,0.5,2,19,27,0.8,False,52.01,0.283,0.251,54.05,6,66.67,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":293,""pivot_window"":10,""min_touches"":4,""tolerance_atr_mult"":0.35,""cluster_atr_mult"":0.5,""confirmation_bars"":2,""cooldown_bars"":19,""retest_window"":27,""cancel_atr_mult"":0.8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,27.0,6.0,4.0,2.0,66.67,307031.15,-354000.13,323.33,,54.05,611592.2399999999,-615479.8599999999,52.01,0.28,0.25,0.0148,0.01,5.0,1.0,0.0,1.0,0.0,0.0,-52860.6,15.0,,6.48,-52860.60000000008,-52860.60000000008,-5.29,-0.81,-0.22,0.0025,-0.03,32.0,7.0,3.0,4.0,42.86,377972.61,-199845.64,302.86,,54.05,611592.2399999999,-615479.8599999999,33.45,0.22,0.19,0.0148,0.01
GAZP,retest_ols,1D,Bayesian_TPE,21,0.358,224,10,5,0.5,0.4,3,11,10,0.6,False,53.95,0.3,0.336,45.26,7,28.57,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""lookback"":224,""pivot_window"":10,""min_touches"":5,""tolerance_atr_mult"":0.5,""cluster_atr_mult"":0.4,""confirmation_bars"":3,""cooldown_bars"":11,""retest_window"":10,""cancel_atr_mult"":0.6,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,26.0,7.0,2.0,5.0,28.57,554632.44,-113951.14,256.29,,45.26,764332.8000000002,-361490.6399999999,53.95,0.3,0.34,0.0122,0.01,10.0,3.0,1.0,2.0,33.33,11333.08,-91264.57,126.33,,43.51,11333.079999999993,-160402.70999999993,-17.12,-0.28,-0.37,0.0174,-0.01,36.0,9.0,3.0,6.0,33.33,375362.16,-149326.31,242.22,,48.05,764332.8000000002,-449608.31999999995,23.01,0.18,0.21,0.013,0.0
