ticker,strategy_type,timeframe,method,trial_number,composite_score,param_doji_tol,param_wick_body_ratio,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end
SBER,engulfing,1D,DiffEvolution,216,0.043,0.1270274674116311,3.128600872462533,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,217,1.078,0.1511411357357361,1.6845455154594016,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,218,1.078,0.0782943186555694,2.192294426825653,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,219,1.078,0.103503910607336,2.7980447269148994,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,220,1.078,0.1754184395472114,2.584605234384571,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,221,1.078,0.079084999186807,2.0890356256823193,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,222,1.078,0.0427480415237869,1.7931114954775262,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,223,1.078,0.1934199630304399,2.536985949884481,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,224,0.043,0.1169867558956989,1.843613637366432,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,225,1.078,0.1160461813001288,2.1906439579336725,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,226,1.078,0.0665984298508239,2.292314465324158,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,227,1.078,0.0492446276330952,1.5995620030460875,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,228,1.078,0.0965394533777921,1.8013178394097793,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,229,1.078,0.0436572673168128,2.3697956320233775,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,230,1.078,0.0705575972062286,2.04364792813632,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,231,0.043,0.0341332024866639,1.5256033310382875,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,232,1.078,0.116138185405607,2.3455175541764763,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,233,1.078,0.1458985888985188,1.7010895506392778,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,234,0.043,0.0778058513237337,1.831113943244303,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,235,1.078,0.1013297140557161,3.3248953372240067,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,236,1.078,0.0398045251132201,1.9928573203434412,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,237,1.078,0.0782023758289182,1.5994904987298637,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,238,0.043,0.1728486385559177,1.6881295111670087,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,239,1.078,0.1170712414658664,2.1020599162048184,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,240,1.078,0.1452977852228073,3.24584931293142,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,241,1.078,0.1018213875954397,3.0730978727300204,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,242,1.078,0.1016531192214512,1.6860947302208604,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,243,1.078,0.0581415940040041,2.3145498119857626,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,244,1.078,0.1182695015460571,1.6192510487745375,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,245,1.078,0.1944067193963086,2.2367116679386547,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,246,1.078,0.1162818752411135,2.3922483091411113,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,247,1.078,0.0412738972668883,1.9044439007039553,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,248,0.043,0.1676292803417891,2.495038790628314,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,249,0.043,0.1448907502227145,1.6936778134702668,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,250,1.078,0.1186451758503035,1.8828903022201575,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,251,1.078,0.0658598312087114,2.6014865617821443,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,252,1.078,0.0793156850416271,2.934783503759924,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,253,1.078,0.1134937494248151,2.9213197361677885,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,254,1.078,0.0650638735056676,1.668963729887776,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,255,1.078,0.1487519742656312,2.207605661287951,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,256,1.078,0.1537963181448416,2.8571894203756623,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,257,1.078,0.1459865054670711,2.8484731232563982,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,258,1.078,0.0951763109411952,2.455238798708541,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,259,1.078,0.1066076759147981,1.6301904586810338,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,260,1.078,0.1546969742559373,2.387185546561186,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,261,1.078,0.1073174512351672,2.4336207241516874,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,262,1.078,0.1772194900702076,2.905479334917395,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,263,1.078,0.1783588319206531,1.9527966154844416,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,264,1.078,0.1682973980563302,2.5822276497576895,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,265,1.078,0.0702333674706897,2.205570277193025,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,266,1.078,0.0453646085205852,2.172156775484476,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,267,1.078,0.0740258487418358,2.1957374904425437,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,268,1.078,0.1588590661498428,3.0852063567257355,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,269,1.078,0.1857653181591484,2.8788933827738346,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,270,1.078,0.1177229067320091,2.179178674750011,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,271,0.043,0.0798580595305225,3.0415699329213957,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,272,1.078,0.1672288677156758,2.5560505868610996,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,273,0.043,0.0410283380253784,1.751519000046277,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,274,1.078,0.1197541268732468,2.1836788216610232,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,275,1.078,0.128729385631883,2.7583467107038833,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,276,1.078,0.1176031930530626,3.0964316535060656,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,277,1.078,0.0318801471887688,2.974175331945026,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,278,1.078,0.0631134137256513,2.5142062858547645,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,279,1.078,0.1122256757788373,2.3561116226083154,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,280,1.078,0.0879846142964948,2.3354195789832404,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,281,1.078,0.1511411357357361,2.957668294244607,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,282,1.078,0.1527386808656826,2.026639322296204,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,283,0.043,0.1180428807404871,2.7980447269148994,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,284,1.078,0.1842394115496295,2.584605234384571,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,285,1.078,0.079084999186807,2.177279389372937,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,286,1.078,0.1162896822571922,2.365350186900252,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,287,1.078,0.1611136012910206,2.086957154718029,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,288,1.078,0.1127949343354279,2.193507728017003,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,289,1.078,0.1375810506157482,2.8288046738199615,False,134.43,0.457,0.328,57.0,69,39.13,,,,,,,,,
SBER,engulfing,1D,DiffEvolution,290,0.043,0.0972615633791059,2.1811848801082876,True,15.43,0.211,0.263,75.81,137,40.88,,,,,,,,,
