ticker,strategy_type,timeframe,method,trial_number,composite_score,param_doji_tol,param_wick_body_ratio,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end
SBER,harami,1D,DiffEvolution,182,7.942,0.1162818752411135,2.205384583780502,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,183,7.942,0.106268307530529,1.9044439007039553,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,184,2.446,0.1356983295307672,2.5226831538863372,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,185,7.942,0.1448907502227145,1.813983880071918,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,186,7.942,0.0666882791095749,1.8828903022201575,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,187,7.942,0.0626170884646564,2.035548629208235,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,188,2.446,0.0982323188080068,2.4099015536839996,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,189,2.446,0.1190067463479422,1.7544562756360855,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,190,7.942,0.0439503202416035,2.195119192391302,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,191,7.942,0.1758561906842853,2.9132850434978677,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,192,7.942,0.1083407048316395,2.8492756356916114,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,193,7.942,0.0574882223202738,3.151864617100032,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,194,7.942,0.0479039785639075,2.7906391666752333,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,195,7.942,0.0343511171455777,1.6301904586810338,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,196,7.942,0.0562686889485462,1.5439375529723738,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,197,7.942,0.0645348078617314,2.240414962927191,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,198,2.446,0.0718520901440353,1.5821462840538405,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,199,7.942,0.1783588319206531,1.8564927287317392,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,200,7.942,0.1664378831080237,2.5822276497576895,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,201,2.446,0.1281238506123332,2.227347598434248,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,202,7.942,0.0453646085205852,1.9291296401856997,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,203,7.942,0.0805829494283661,2.1957374904425437,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,204,7.942,0.196759202340979,1.5639186459383043,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,205,7.942,0.0430986113274727,1.601981432819915,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,206,7.942,0.1177229067320091,3.325402020714221,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,207,7.942,0.1276613177832035,1.621561015509947,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,208,7.942,0.1998358183247561,1.885605589353213,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,209,7.942,0.0410283380253784,1.6626529948353967,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,210,7.942,0.1197541268732468,2.1836788216610232,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,211,7.942,0.033124591447328,2.9763015096833794,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,212,2.446,0.1738427450306393,2.0998633396557733,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,213,7.942,0.1756530716379007,2.3188362358043855,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,214,7.942,0.1792014303779467,2.0531049724668264,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,215,7.942,0.1570192490720163,2.292314465324158,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,216,2.446,0.1270274674116311,3.128600872462533,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,217,7.942,0.1511411357357361,1.6845455154594016,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,218,7.942,0.0782943186555694,2.192294426825653,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,219,7.942,0.103503910607336,2.7980447269148994,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,220,7.942,0.1754184395472114,2.584605234384571,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,221,7.942,0.079084999186807,2.0890356256823193,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,222,7.942,0.0427480415237869,1.7931114954775262,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,223,7.942,0.1934199630304399,2.536985949884481,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,224,2.446,0.1169867558956989,1.843613637366432,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,225,7.942,0.1160461813001288,2.1906439579336725,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,226,7.942,0.0665984298508239,2.292314465324158,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,227,7.942,0.0492446276330952,1.5995620030460875,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,228,7.942,0.0965394533777921,1.8013178394097793,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,229,7.942,0.0436572673168128,2.3697956320233775,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,230,7.942,0.0705575972062286,2.04364792813632,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,231,2.446,0.0341332024866639,1.5256033310382875,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,232,7.942,0.116138185405607,2.3455175541764763,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,233,7.942,0.1458985888985188,1.7010895506392778,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,234,2.446,0.0778058513237337,1.831113943244303,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,235,7.942,0.1013297140557161,3.3248953372240067,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,236,7.942,0.0398045251132201,1.9928573203434412,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,237,7.942,0.0782023758289182,1.5994904987298637,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,238,2.446,0.1728486385559177,1.6881295111670087,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,239,7.942,0.1170712414658664,2.1020599162048184,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,240,7.942,0.1452977852228073,3.24584931293142,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,241,7.942,0.1018213875954397,3.0730978727300204,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,242,7.942,0.1016531192214512,1.6860947302208604,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,243,7.942,0.0581415940040041,2.3145498119857626,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,244,7.942,0.1182695015460571,1.6192510487745375,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,245,7.942,0.1944067193963086,2.2367116679386547,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,246,7.942,0.1162818752411135,2.3922483091411113,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,247,7.942,0.0412738972668883,1.9044439007039553,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,248,2.446,0.1676292803417891,2.495038790628314,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,249,2.446,0.1448907502227145,1.6936778134702668,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,250,7.942,0.1186451758503035,1.8828903022201575,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,251,7.942,0.0658598312087114,2.6014865617821443,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,252,7.942,0.0793156850416271,2.934783503759924,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,253,7.942,0.1134937494248151,2.9213197361677885,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,254,7.942,0.0650638735056676,1.668963729887776,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,255,7.942,0.1487519742656312,2.207605661287951,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,256,7.942,0.1537963181448416,2.8571894203756623,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,257,7.942,0.1459865054670711,2.8484731232563982,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,258,7.942,0.0951763109411952,2.455238798708541,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,259,7.942,0.1066076759147981,1.6301904586810338,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,260,7.942,0.1546969742559373,2.387185546561186,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,261,7.942,0.1073174512351672,2.4336207241516874,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,262,7.942,0.1772194900702076,2.905479334917395,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,263,7.942,0.1783588319206531,1.9527966154844416,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,264,7.942,0.1682973980563302,2.5822276497576895,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,265,7.942,0.0702333674706897,2.205570277193025,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,266,7.942,0.0453646085205852,2.172156775484476,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,267,7.942,0.0740258487418358,2.1957374904425437,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,268,7.942,0.1588590661498428,3.0852063567257355,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,269,7.942,0.1857653181591484,2.8788933827738346,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,270,7.942,0.1177229067320091,2.179178674750011,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,271,2.446,0.0798580595305225,3.0415699329213957,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,272,7.942,0.1672288677156758,2.5560505868610996,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,273,2.446,0.0410283380253784,1.751519000046277,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,274,7.942,0.1197541268732468,2.1836788216610232,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,275,7.942,0.128729385631883,2.7583467107038833,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,276,7.942,0.1176031930530626,3.0964316535060656,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,277,7.942,0.0318801471887688,2.974175331945026,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,278,7.942,0.0631134137256513,2.5142062858547645,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,279,7.942,0.1122256757788373,2.3561116226083154,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,280,7.942,0.0879846142964948,2.3354195789832404,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,281,7.942,0.1511411357357361,2.957668294244607,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,282,7.942,0.1527386808656826,2.026639322296204,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,283,2.446,0.1180428807404871,2.7980447269148994,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,284,7.942,0.1842394115496295,2.584605234384571,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,285,7.942,0.079084999186807,2.177279389372937,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,286,7.942,0.1162896822571922,2.365350186900252,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,287,7.942,0.1611136012910206,2.086957154718029,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,288,7.942,0.1127949343354279,2.193507728017003,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,289,7.942,0.1375810506157482,2.8288046738199615,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,290,2.446,0.0972615633791059,2.1811848801082876,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,291,7.942,0.1027630536678046,2.031492752373323,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,292,2.446,0.0366735228620549,2.6471251165466976,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,293,7.942,0.1576662053703127,3.182731691741433,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,294,7.942,0.1260919516574447,2.979124937481827,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,295,7.942,0.0332561856957702,3.00878230656049,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,296,7.942,0.116138185405607,2.579558618568368,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,297,7.942,0.1693503277346962,2.2066932737985914,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,298,7.942,0.1823207691577154,2.193714021857779,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,299,7.942,0.1150256843370089,2.9506900882185407,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,300,7.942,0.0982443964335074,3.4595074198501217,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,301,7.942,0.0782023758289182,1.5994904987298637,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,302,7.942,0.1593764425663795,2.038034267453534,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,303,7.942,0.0613590154791618,2.1020599162048184,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,304,7.942,0.1375508030874914,3.255268465556272,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,305,2.446,0.0392482158025722,2.909595050968128,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,306,7.942,0.1016531192214512,2.829546334890467,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,307,2.446,0.1334703783785191,2.3145498119857626,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,308,7.942,0.1182695015460571,2.477889780442415,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,309,7.942,0.1611951925324805,2.2367116679386547,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,310,7.942,0.1553837023454876,3.2547713538000007,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,311,7.942,0.0412738972668883,3.3062055154385668,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,312,7.942,0.1676292803417891,2.413491534528566,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,313,2.446,0.1219751183907425,2.877478788681999,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,314,7.942,0.1134996082977332,2.9483942277635053,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,315,7.942,0.1527477012436,2.597015346409267,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,316,7.942,0.1955755492729616,3.2914788346182116,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,317,2.446,0.1073798143043265,2.227041793029116,True,355.73,0.526,0.812,76.49,13,69.23,,,,,,,,,
SBER,harami,1D,DiffEvolution,318,7.942,0.0650638735056676,3.119863708415873,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
SBER,harami,1D,DiffEvolution,319,7.942,0.0542021799256521,2.207605661287951,False,465.97,0.769,0.881,45.12,7,71.43,,,,,,,,,
VKCO,harami,1D,DiffEvolution,0,0.169,0.2,1.7,False,-66.18,-0.19,-0.286,74.24,1,0.0,False,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.2,""wick_body_ratio"":1.7,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,1,0.169,0.07,3.0,True,-66.18,-0.19,-0.286,74.24,1,0.0,True,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.07,""wick_body_ratio"":3.0,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,2,0.169,0.11,2.2,False,-66.18,-0.19,-0.286,74.24,1,0.0,False,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.11,""wick_body_ratio"":2.2,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,3,0.169,0.16,3.5,True,-66.18,-0.19,-0.286,74.24,1,0.0,True,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.16,""wick_body_ratio"":3.5,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,4,0.169,0.12,2.4,True,-66.18,-0.19,-0.286,74.24,1,0.0,True,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.12,""wick_body_ratio"":2.4,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,5,0.169,0.08,3.1,False,-66.18,-0.19,-0.286,74.24,1,0.0,False,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.08,""wick_body_ratio"":3.1,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,6,0.169,0.04,1.9,True,-66.18,-0.19,-0.286,74.24,1,0.0,True,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.04,""wick_body_ratio"":1.9,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,7,0.169,0.16,2.6,False,-66.18,-0.19,-0.286,74.24,1,0.0,False,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.16,""wick_body_ratio"":2.6,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,8,0.169,0.18,2.1,True,-66.18,-0.19,-0.286,74.24,1,0.0,True,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.18,""wick_body_ratio"":2.1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,9,0.169,0.05,3.3,False,-66.18,-0.19,-0.286,74.24,1,0.0,False,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.05,""wick_body_ratio"":3.3,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,10,0.169,0.09,1.6,True,-66.18,-0.19,-0.286,74.24,1,0.0,True,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.09,""wick_body_ratio"":1.6,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,11,0.169,0.13,2.9,False,-66.18,-0.19,-0.286,74.24,1,0.0,False,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.13,""wick_body_ratio"":2.9,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,12,0.169,0.15,1.8,False,-66.18,-0.19,-0.286,74.24,1,0.0,False,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.15,""wick_body_ratio"":1.8,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
VKCO,harami,1D,DiffEvolution,13,0.169,0.1,2.5,True,-66.18,-0.19,-0.286,74.24,1,0.0,True,"{""algorithm"":""differential_evolution"",""maxiter"":25,""popsize"":12,""seed"":42,""init"":""sobol"",""polish"":false,""tol"":0.0001,""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""doji_tol"":0.1,""wick_body_ratio"":2.5,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20
