ticker,strategy_type,timeframe,method,trial_number,composite_score,param_ensemble_window,param_min_votes,param_doji_tol,param_wick_body_ratio,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end
SBER,candle_ensemble,1D,DiffEvolution,0,5.453,10,2,0.1699064001441002,2.3388643246144056,False,296.95,0.704,0.731,38.34,84,58.33,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,1,0.285,6,3,0.084744823789224,2.551591010764241,True,-103.77,-0.382,-0.277,139.05,5,40.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,2,3.03,4,3,0.1273822499066591,1.7886398006230593,True,373.39,0.599,0.721,73.81,12,66.67,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,3,0.004,8,4,0.0422738099005073,3.0719996821135283,False,2.09,0.133,0.081,73.81,1,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,4,1.54,7,3,0.1101097281184047,3.3464853204786777,False,137.54,0.449,0.451,40.11,15,60.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,5,0.252,4,4,0.1950092705339193,1.512597881257534,True,-313.27,-0.321,-0.223,399.71,2,50.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,6,-0.019,6,2,0.0676261166390031,2.7808952704072,True,-9.48,0.16,0.186,80.5,103,55.34,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,7,2.773,8,3,0.1524983815848827,2.110872197896242,False,201.87,0.557,0.539,40.55,43,65.12,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,8,0.063,9,3,0.0549734452180564,1.6562545131891966,True,-65.29,-0.072,-0.086,74.47,52,51.92,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,9,0.0,5,4,0.1397509891632944,3.4513333905488253,False,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,10,0.408,3,2,0.0974457459710538,2.2162442225962877,False,79.96,0.342,0.279,66.97,31,70.97,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,11,-0.016,7,3,0.1822738322708755,2.925065426155925,True,-42.95,0.026,0.036,71.33,75,48.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,12,0.09,8,2,0.125352792898193,2.648632485419512,True,-66.74,-0.111,-0.131,82.77,159,48.43,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,13,2.05,4,3,0.0401525495015084,2.490327425301075,False,275.06,0.55,0.583,73.81,1,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,14,4.235,6,3,0.1678675829712301,3.2239878699183464,False,272.11,0.614,0.556,39.45,21,71.43,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,15,3.762,9,4,0.0826322801224887,1.8861939050257208,True,443.59,0.626,0.766,73.81,13,61.54,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,16,0.175,9,3,0.1417055398412048,2.81943204626441,False,42.96,0.264,0.222,64.95,43,58.14,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,17,1.426,6,4,0.0571692775655537,2.040230870246887,True,227.79,0.462,0.621,73.81,4,75.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,18,0.088,5,2,0.18422064403072,3.3070955127477646,True,-68.2,-0.117,-0.142,90.97,150,52.67,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,19,0.063,8,3,0.099649322303012,1.582383256405592,False,21.57,0.215,0.19,73.93,33,69.7,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,20,0.157,7,2,0.0314821074623614,1.8741875048726797,False,39.55,0.257,0.208,64.61,46,63.04,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,21,0.398,3,3,0.1169236331619322,3.0166034046560526,True,-263.5,-0.492,-0.331,325.64,2,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,22,-0.045,5,3,0.0739540940988808,2.252216527238488,True,-81.16,0.053,0.074,95.88,12,50.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,23,0.601,9,4,0.1594461621530354,2.605890115723014,False,112.63,0.394,0.305,73.81,10,70.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,24,-0.025,9,2,0.0930935769900679,3.1854519955813885,True,-15.5,0.123,0.172,77.44,139,49.64,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,25,-0.012,5,3,0.1786572639178484,1.9568342119455335,False,-30.09,0.029,0.022,70.17,19,57.89,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,26,2.827,4,3,0.0506096311286091,2.6880232989788055,False,350.69,0.595,0.66,73.81,1,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,27,0.022,7,4,0.1361460405867547,2.420541163533926,True,7.88,0.243,0.33,85.23,5,60.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,28,-0.012,8,3,0.19273301708512,2.1306956317275763,True,-41.98,0.023,0.032,80.87,113,50.44,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,29,0.0,4,4,0.1082355833426118,2.980462709441781,False,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,30,2.245,6,2,0.1502092012297362,1.7429012898355722,False,235.56,0.567,0.457,59.49,95,58.95,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,31,17.312,10,3,0.0657649038359522,3.397035187110305,True,873.72,0.852,1.219,43.0,32,65.62,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,32,0.673,10,3,0.0945126863662153,2.5650509111583233,False,111.06,0.402,0.3,66.34,29,68.97,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,33,0.304,6,4,0.1800594322197139,2.293669894337654,True,74.23,0.325,0.412,79.44,6,50.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,34,-0.039,4,2,0.0520329658780246,3.0624493658542633,True,-34.73,0.104,0.122,93.76,44,61.36,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,35,0.268,8,3,0.1375446522794663,1.8299322687089443,False,63.81,0.309,0.275,73.45,42,69.05,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,36,0.653,7,2,0.1649149104021489,1.6198063995689154,False,106.55,0.394,0.314,64.31,96,58.33,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,37,3.429,4,3,0.08043944359757,3.270042398944497,True,406.96,0.622,0.715,73.81,3,66.67,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,38,0.191,5,3,0.1223920571617782,2.0075704101473093,True,-82.89,-0.214,-0.27,92.84,21,38.1,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,39,0.006,9,4,0.037967132711783,2.853439098224044,False,3.3,0.138,0.084,73.8,1,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,40,0.571,9,2,0.1296607721503824,3.430063810199499,True,101.52,0.357,0.534,63.47,157,49.68,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,41,1.018,5,3,0.0451414503157138,1.7092661261558533,False,163.32,0.462,0.409,74.11,4,75.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,42,0.091,3,3,0.1721716712322086,2.9424311369657516,False,29.46,0.228,0.114,73.81,2,50.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,43,3.67,7,4,0.087625071927905,2.167144101113081,True,427.29,0.634,0.727,73.81,3,66.67,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,44,49.654,7,3,0.0699258724600076,2.3753074165433645,True,1667.05,1.027,1.508,34.48,19,68.42,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,45,0.004,5,4,0.1553454318549484,2.732894653454423,False,2.09,0.133,0.081,73.81,1,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,46,0.449,6,2,0.1123968762159347,1.997309098020196,False,87.08,0.359,0.27,69.57,75,60.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,47,0.867,9,3,0.1978695719595998,3.143638154491782,True,129.81,0.396,0.609,59.29,109,51.38,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,48,1.531,9,2,0.048426722837612,2.0932416152209044,False,185.56,0.497,0.422,60.25,61,60.66,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,49,-0.018,6,3,0.1331821377202868,2.7981634605675936,True,-45.87,0.027,0.037,68.79,32,56.25,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,50,0.13,4,3,0.0908974124770611,1.5332821030169723,True,41.02,0.269,0.319,85.1,11,54.55,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,51,10.316,8,4,0.1757059637084603,3.324462143704295,False,390.63,0.924,0.744,34.99,7,85.71,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,52,5.414,7,3,0.1480057059600949,3.100862640887499,False,328.64,0.646,0.657,39.21,28,67.86,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,53,0.0,3,4,0.0628222415130585,1.759170301258564,True,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,54,0.004,5,2,0.1905169191583991,2.5255376026034355,True,-51.24,-0.007,-0.008,88.45,173,54.34,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,55,0.076,9,3,0.1053061772417277,2.3633346296846867,False,25.47,0.224,0.2,75.49,29,65.52,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,56,0.235,8,3,0.1870774642098695,1.9116389136761427,True,-83.57,-0.264,-0.311,93.85,119,50.42,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,57,0.0,5,4,0.1019380162842571,3.19891289062798,False,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,58,0.359,3,2,0.1445549453515559,2.4618325997143984,False,72.94,0.328,0.268,66.66,45,71.11,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,59,190.12,7,3,0.0594660397805273,2.6784739028662443,True,4097.68,1.365,2.028,29.42,13,84.62,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,60,0.12,8,2,0.0768324733711779,2.9040168561041355,True,-72.41,-0.15,-0.174,90.74,123,52.03,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,61,2.385,4,3,0.1617152374703437,2.2379069551825523,False,294.93,0.597,0.493,73.81,6,83.33,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,62,1.55,6,3,0.03435241850093,3.4695762172341347,False,120.51,0.565,0.429,43.92,2,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,63,2.055,10,4,0.1192001231480389,1.6396024115383625,True,266.2,0.523,0.614,67.75,35,57.14,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,64,-0.006,8,3,0.0849082461400676,2.6784739028662443,True,-68.11,0.008,0.01,89.83,37,56.76,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,65,0.361,6,4,0.084744823789224,1.8212672252371016,True,85.74,0.344,0.458,81.61,4,75.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,66,0.138,8,2,0.1202605491359421,2.843016327631886,True,-73.29,-0.167,-0.196,88.66,157,47.77,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,67,-0.027,4,2,0.1281215624635284,2.4277552286155224,True,-18.39,0.131,0.162,87.84,102,52.94,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,68,2.819,7,3,0.0503202478230032,3.3464853204786777,True,471.54,0.529,0.8,88.49,10,70.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,69,0.263,8,3,0.0480899996934835,1.512597881257534,False,62.83,0.307,0.27,73.37,20,70.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,70,0.4,6,3,0.0536247286207261,3.199979660154572,True,86.5,0.438,0.627,94.78,6,83.33,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,71,-0.0,5,3,0.1080081778021083,2.00759977882557,False,-0.24,0.148,0.121,74.11,11,63.64,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,72,29.009,7,3,0.0662174511355349,3.195303376533556,False,1022.52,1.246,1.25,43.92,7,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,73,1.43,5,4,0.1397509891632944,1.5958277358266677,False,208.57,0.506,0.474,73.81,3,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,74,-0.004,10,3,0.1508972148797202,2.2162442225962877,True,-1.54,0.178,0.22,77.69,107,52.34,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,75,0.068,7,3,0.1598556050340364,1.750176369459184,False,22.27,0.217,0.188,70.62,43,65.12,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,76,-0.025,5,2,0.125818194347819,2.944397814372282,True,-15.81,0.138,0.168,86.69,125,52.8,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,77,1.837,4,3,0.1624920789569703,3.1397498421773156,True,258.42,0.528,0.625,74.26,12,66.67,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,78,7.045,8,3,0.1188244575114,3.203231215922344,False,372.49,0.7,0.781,37.01,25,72.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,79,0.062,8,3,0.148382989804007,2.0602738690312634,True,-66.65,-0.082,-0.097,88.3,81,53.09,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,80,0.161,6,2,0.1389742257980103,2.81943204626441,False,43.57,0.267,0.197,72.43,74,56.76,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,81,-0.031,6,3,0.1233483919334565,3.0128438269240543,True,-38.75,0.056,0.077,70.95,30,53.33,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,82,1.306,10,2,0.0509199280214796,2.7302935099577956,False,165.3,0.476,0.386,60.25,58,65.52,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,83,0.057,6,3,0.1532603939567317,1.5453909858715629,False,18.24,0.208,0.182,66.89,33,72.73,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,84,-0.387,7,4,0.0304603854694768,2.223761773012466,True,-170.73,0.447,3.625,197.24,2,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,85,-0.019,5,3,0.1169236331619322,3.0519207450938475,False,-21.71,0.062,0.049,71.38,9,55.56,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,86,-0.035,9,3,0.0614590452529352,1.8132388572615796,True,-25.16,0.109,0.132,78.05,47,48.94,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,87,0.128,9,2,0.1112480333699501,3.3584491628039697,True,34.97,0.246,0.363,67.18,151,49.01,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,88,-0.021,10,3,0.0930935769900679,2.492085452033166,True,-8.73,0.158,0.189,67.17,58,55.17,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,89,1.702,4,2,0.1424579111903861,2.484184020700196,False,209.76,0.533,0.433,65.69,59,64.41,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,90,-0.072,8,3,0.0506096311286091,2.233770846834875,True,-141.95,0.287,0.906,568.49,8,37.5,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,91,3.289,4,3,0.0782367173502383,2.420541163533926,True,394.71,0.615,0.708,73.81,5,60.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,92,-0.026,8,4,0.1554769307966794,2.874379992937353,True,-13.23,0.162,0.187,81.21,11,72.73,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,93,0.374,6,3,0.0951304389359359,2.4307296179643405,True,-103.29,-0.395,-0.287,108.96,7,28.57,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,94,0.361,6,4,0.0469960823109484,1.7429012898355722,True,85.74,0.344,0.458,81.61,4,75.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,95,1.79,6,3,0.0826437079682197,3.3756515999701344,False,155.02,0.507,0.448,43.92,6,83.33,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,96,-0.014,10,4,0.0945126863662153,2.401140014747732,False,-9.24,0.108,0.075,73.81,7,57.14,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,97,0.726,6,2,0.1800594322197139,1.6378557562692972,True,123.99,0.392,0.482,66.95,211,53.08,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,98,0.039,9,3,0.0520329658780246,3.0624493658542633,True,-94.29,-0.041,-0.049,98.83,26,65.38,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,99,0.111,8,2,0.1375446522794663,3.421775974979421,True,33.21,0.241,0.355,72.05,154,49.35,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,100,0.268,5,2,0.073177408073963,2.666737283454095,False,62.05,0.311,0.226,71.97,40,67.5,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,101,0.889,9,3,0.08043944359757,1.679132048632621,False,140.7,0.436,0.381,69.01,35,65.71,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,102,0.295,7,2,0.1223920571617782,1.8960985869415088,False,65.69,0.315,0.253,70.16,81,55.56,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,103,7.4,7,3,0.0760941830746999,2.720431233847923,False,329.68,0.767,0.696,34.17,9,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,104,0.004,9,3,0.0312566232455298,2.486224743134363,False,-30.35,-0.011,-0.007,75.48,11,63.64,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,105,0.278,5,3,0.0850402284921671,3.0739394606247923,True,-104.14,-0.271,-0.212,101.58,7,28.57,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,106,1.085,9,2,0.0531264936673616,3.2324540611573536,True,180.21,0.455,0.546,75.55,107,54.21,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,107,0.01,9,4,0.1011187872739388,2.167144101113081,True,4.07,0.211,0.261,83.4,14,64.29,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,108,14.334,6,3,0.0699258724600076,2.3753074165433645,False,535.18,0.927,0.829,34.61,7,85.71,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,109,0.845,5,2,0.0815580996987696,1.9855797304748897,False,124.41,0.426,0.324,62.73,57,64.91,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,110,0.004,6,4,0.0788309518886723,2.8026433187420863,False,2.09,0.133,0.081,73.81,1,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,111,15.598,9,3,0.0739466508399079,3.143638154491782,False,623.75,1.036,0.979,41.43,17,88.24,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,112,0.005,9,3,0.0636746791803435,1.9761659336398485,False,2.25,0.154,0.122,76.69,18,61.11,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,113,-0.198,8,3,0.067128294107199,2.7981634605675936,True,-151.73,0.28,0.863,214.47,8,50.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,114,1.029,4,3,0.0908974124770611,2.0022201596750104,True,177.9,0.427,0.58,73.81,7,57.14,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,115,0.0,7,4,0.0755247206688477,3.324462143704295,False,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,116,4.091,8,3,0.047459691529645,3.100862640887499,False,219.57,0.634,0.624,34.03,7,85.71,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,117,0.0,3,4,0.1513004268186935,1.759170301258564,True,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,118,-0.015,6,2,0.0718244644911514,2.5255376026034355,True,-45.79,0.028,0.033,87.03,105,53.33,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,119,0.047,8,3,0.0925080723152881,2.4457132957880487,True,-77.41,-0.055,-0.072,89.83,39,51.28,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,120,0.005,10,3,0.1870774642098695,2.544176945158016,True,-52.02,-0.008,-0.01,81.39,125,49.6,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,121,0.662,5,3,0.0378014728889595,2.3931987907170313,False,116.62,0.413,0.316,72.77,3,66.67,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,122,0.196,3,3,0.1445549453515559,2.9932064092884074,False,50.48,0.286,0.186,73.81,2,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,123,2.104,7,2,0.0489159481532437,3.3987893155023263,False,240.51,0.573,0.436,65.51,44,63.64,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,124,0.033,8,2,0.1777631091725194,2.909840351367901,True,10.19,0.187,0.269,58.45,181,49.17,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,125,2.406,7,3,0.1617152374703437,2.9281198520542207,False,183.15,0.515,0.47,39.21,32,65.62,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,126,1.368,9,3,0.1008816993021108,3.4695762172341347,True,178.68,0.448,0.662,58.52,53,58.49,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,127,19.306,10,3,0.0676271986320792,3.29809219345974,True,948.75,0.875,1.252,43.0,32,65.62,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,128,-0.426,8,4,0.0772718913760594,2.8054979457069473,True,-216.16,0.448,3.654,227.52,2,50.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,129,3.927,8,3,0.084744823789224,2.861399986651529,False,216.56,0.642,0.633,35.4,19,73.68,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,130,0.271,8,4,0.0772718913760594,1.7886398006230593,True,68.21,0.323,0.43,81.42,7,57.14,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,131,1.991,4,3,0.1068550467576253,3.0719996821135283,True,273.63,0.537,0.619,73.81,5,60.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,132,9.95,7,3,0.0503202478230032,3.3464853204786777,False,480.76,0.909,0.928,43.92,5,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,133,0.006,8,4,0.0304746079801649,2.6057261923848953,False,3.3,0.138,0.084,73.8,1,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,134,0.4,6,3,0.0536247286207261,3.1604169974320175,True,86.5,0.438,0.627,94.78,6,83.33,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,135,2.478,8,3,0.0845901147808357,2.110872197896242,False,168.33,0.523,0.542,35.53,20,65.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,136,0.04,5,3,0.175722802109757,2.1552820295109054,True,-61.12,-0.054,-0.078,81.98,31,45.16,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,137,0.272,6,3,0.0805591160950069,1.5958277358266677,True,-86.32,-0.291,-0.334,92.34,35,45.71,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,138,0.006,9,4,0.0382272999307801,2.885676474461279,False,3.3,0.138,0.084,73.8,1,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,139,4.165,6,4,0.0740223639810426,2.2174888286463896,True,469.34,0.655,0.752,73.81,2,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,140,-0.01,7,2,0.125352792898193,2.648632485419512,False,-6.73,0.112,0.082,76.06,74,56.76,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,141,0.059,5,3,0.0552479621237099,2.5526813911172104,True,17.21,0.302,0.426,88.57,8,62.5,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,142,2.827,5,4,0.0440504160124048,2.261528380402157,False,350.69,0.595,0.66,73.81,1,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,143,0.191,5,3,0.1121766513359615,2.0270143070417137,True,-82.89,-0.214,-0.27,92.84,21,38.1,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,144,0.032,9,3,0.1417055398412048,2.648958963633264,True,-59.18,-0.045,-0.056,84.46,87,48.28,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,145,-0.348,6,4,0.1115361428015192,3.322482917943037,True,-232.02,0.436,2.462,290.97,1,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,146,2.602,4,3,0.071657394249888,2.271702977541638,False,324.95,0.591,0.585,73.81,2,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,147,0.159,8,3,0.0724564048701495,1.582383256405592,True,-78.38,-0.178,-0.209,87.65,49,53.06,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,148,0.394,7,3,0.1109004523755513,2.173254900456401,True,-104.95,-0.404,-0.292,107.63,9,55.56,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,149,0.169,8,3,0.038615605000864,3.0166034046560526,True,-101.45,-0.224,-0.165,134.21,11,63.64,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,150,0.0,4,4,0.0988574307201296,2.483371094743984,True,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,151,3.858,8,3,0.1594461621530354,2.605890115723014,False,230.32,0.6,0.564,35.82,45,66.67,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,152,0.146,10,3,0.0930935769900679,1.713146062534432,True,38.84,0.268,0.323,71.23,86,56.98,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,153,0.129,4,2,0.0365853495989248,2.325943462485558,True,-89.87,-0.14,-0.171,97.26,46,60.87,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,154,-0.106,5,3,0.0669562626308397,2.627000974047212,True,-32.15,0.31,0.427,94.13,8,62.5,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,155,0.0,4,4,0.0795063780877287,2.420541163533926,False,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,156,3.016,8,3,0.1649533597875364,2.6250251706275014,False,194.66,0.555,0.517,35.82,45,66.67,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,157,-0.06,8,3,0.0513874637205207,2.7760137271600644,True,-156.16,0.285,0.884,738.73,8,50.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,158,0.014,5,3,0.1120048500107223,2.2551292677080435,False,6.13,0.169,0.138,72.78,11,63.64,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,159,0.225,6,3,0.1424312669224219,3.397035187110305,True,48.42,0.275,0.375,59.21,34,58.82,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,160,0.0,8,4,0.0945126863662153,2.5650509111583233,True,-118.65,-0.0,-0.0,154.83,4,75.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,161,0.037,8,2,0.048324682052142,1.6378557562692972,True,13.73,0.219,0.262,80.55,127,52.76,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,162,12.455,6,3,0.0509940154114001,2.105253153803405,False,509.53,0.846,0.886,34.61,5,100.0,,,,,,,,,
SBER,candle_ensemble,1D,DiffEvolution,163,-0.013,6,3,0.080971962675771,1.8299322687089443,False,-29.67,0.03,0.023,70.12,14,50.0,,,,,,,,,
