,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Insurance And Claims,Rent And Landing Fees,Total Revenue,Operating Revenue
2023-06-30,39656160.458453,0.198281,200000000.0,200000000.0,137700000000.0,182100000000.0,340500000000.0,522600000000.0,138039656160.45847,137700000000.0,22285714285714.0,22285714285714.0,0.0063,0.0063,140400000000.0,140400000000.0,140400000000.0,-2200000000.0,142600000000.0,2700000000.0,139900000000.0,34600000000.0,174500000000.0,-1500000000.0,1000000000.0,0.0,0.0,22400000000.0,126500000000.0,16000000000.0,15900000000.0,1700000000.0,333600000000.0,333600000000.0
