,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-06-30,-7043180184.178409,0.197603,484131000000.0,-35643000000.0,-35643000000.0,-18578000000.0,202097000000.0,448488000000.0,448488000000.0,-332305000000.0,457501000000.0,125196000000.0,10021819815.82159,-18578000000.0,1534658000000.0,240661000000.0,-0.785705,-0.785705,-18578000000.0,-18578000000.0,0.0,-18578000000.0,-11346000000.0,-7232000000.0,-7232000000.0,-1781000000.0,-9013000000.0,-35643000000.0,35643000000.0,-332305000000.0,457501000000.0,125196000000.0,276304000000.0,1332561000000.0,1054579000000.0,1608865000000.0,202097000000.0,1810962000000.0,1810962000000.0
