,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-06-30,-4336328.068396,0.013766,3447000000.0,-315000000.0,-315000000.0,-6842000000.0,6034000000.0,22004000000.0,3132000000.0,-2902000000.0,-2106000000.0,3999000000.0,1893000000.0,-6531336328.068396,-6842000000.0,35676000000.0,228066667.0,228066667.0,-30.0,-30.0,-6842000000.0,-6842000000.0,0.0,-6842000000.0,-36000000.0,-6806000000.0,0.0,-6806000000.0,-95000000.0,-6901000000.0,50000000.0,0.0,0.0,-2106000000.0,3999000000.0,1893000000.0,-5698000000.0,13672000000.0,1119000000.0,6034000000.0,6034000000.0,6591000000.0,6286000000.0,305000000.0,7974000000.0,22004000000.0,29978000000.0,29978000000.0
