code,year,month,period,type,amount,curr,equity_ps,revenue_ps,ebitda_ps,ebitda_adjusted_ps,earnings_ps,fcf_ps,fcf_adjusted_ps,capital,num1,price1
LKOH,2023,6,6M,РСБУ,1000,RUB,2057.25,1802.34,718.732,,668.969,,,3532922520438,692865762,5099
LKOH,2023,6,Q,МСФО,1000000,RUB,8692.59,2779.09,527.231,,436.581,,,3532922520438,692865762,5099
LKOH,2023,6,Q,РСБУ,1000,RUB,2057.25,1144.45,545.154,,518.453,,,3532922520438,692865762,5099
LKOH,2023,9,9M,РСБУ,1000,RUB,230.992,2977.12,991.583,,921.643,,,4610675213229,692865762,6654.5
LKOH,2023,9,Q,РСБУ,1000,RUB,230.992,1174.78,272.851,,252.674,,,4610675213229,692865762,6654.5
LKOH,2023,12,6M,МСФО,1000000,RUB,9213.81,6237.56,1432.38,,852.373,985.827,,4680308222310,692865762,6755
LKOH,2023,12,6M,РСБУ,1000,RUB,1887.98,2171.7,280.327,,276.798,,,4680308222310,692865762,6755
LKOH,2023,12,Q,РСБУ,1000,RUB,1887.98,996.92,7.476,,24.124,,,4680308222310,692865762,6755
LKOH,2023,12,Y,МСФО,1000000,RUB,9213.81,11442.8,2804.34,,1666.5,1593.37,,4680308222310,692865762,6755
LKOH,2023,12,Y,РСБУ,1000,RUB,1887.98,3974.04,999.059,,945.767,3554.94,,4680308222310,692865762,6755
LKOH,2024,3,Q,РСБУ,1000,RUB,2017.65,959.536,130.238,,129.729,,,5216932754979,692865762,7529.5
LKOH,2024,6,6M,МСФО,1000000,RUB,9364.94,6254.56,1391.05,,851.873,657.427,,5002837234521,692865762,7220.5
LKOH,2024,6,6M,РСБУ,1000,RUB,1889.05,2122.25,492.063,,499.129,2365.87,,5002837234521,692865762,7220.5
LKOH,2024,6,Q,МСФО,1000000,RUB,9364.94,3280.62,460.125,,403.575,,,5002837234521,692865762,7220.5
LKOH,2024,6,Q,РСБУ,1000,RUB,1889.05,1162.71,361.825,,369.4,,,5002837234521,692865762,7220.5
LKOH,2024,9,9M,РСБУ,1000,RUB,1982.65,3064.67,575.501,,592.56,,,4805716925232,692865762,6936
LKOH,2024,9,Q,РСБУ,1000,RUB,1982.65,942.42,83.438,,93.431,,,4805716925232,692865762,6936
LKOH,2024,12,6M,МСФО,1000000,RUB,9851.83,125.56,949.07,,372.767,798.043,,4967847513540,692865762,7170
LKOH,2024,12,6M,РСБУ,1000,RUB,1933.92,2275.35,514.287,,558.101,2548.95,,4967847513540,692865762,7170
LKOH,2024,12,Q,РСБУ,1000,RUB,1933.92,1332.93,430.849,,464.67,,,4967847513540,692865762,7170
LKOH,2024,12,Y,МСФО,1000000,RUB,9851.83,6380.12,2340.12,,1224.64,1455.47,,4967847513540,692865762,7170
LKOH,2024,12,Y,РСБУ,1000,RUB,1933.92,4397.6,1006.35,,1057.23,4914.82,,4967847513540,692865762,7170
LKOH,2025,3,Q,РСБУ,1000,RUB,1957.47,842.951,5.4412,,23.5541,550.719,,4887821518029,692865762,7054.5
LKOH,2025,6,6M,МСФО,1000000,RUB,7765.47,5198.26,920.167,,414.255,468.977,,4357432777218,692865762,6289
LKOH,2025,6,6M,РСБУ,1000,RUB,1865.93,2018.48,462.608,,473.016,1651.05,,4357432777218,692865762,6289
LKOH,2025,6,Q,РСБУ,1000,RUB,1865.93,1175.53,457.167,,449.462,1100.33,,4357432777218,692865762,6289
LKOH,2025,9,9M,РСБУ,1000,RUB,1901.64,2817.11,505.772,,508.726,2494.52,,4193916457386,692865762,6053
LKOH,2025,9,Q,РСБУ,1000,RUB,1901.64,798.63,43.164,,35.71,843.47,,4193916457386,692865762,6053
LKOH,2025,12,6M,МСФО,1000000,RUB,4846.54,239.69,118.923,,-1950.3,454.684,,4062964828368,692865762,5864
LKOH,2025,12,6M,РСБУ,1000,RUB,1602.31,2965.49,-100.869,,109.687,1614.1,,4062964828368,692865762,5864
LKOH,2025,12,Q,РСБУ,1000,RUB,1602.31,2166.86,-144.033,,73.977,770.63,,4062964828368,692865762,5864
LKOH,2025,12,Y,МСФО,1000000,RUB,4846.54,5437.95,1039.09,,-1536.04,923.661,,4062964828368,692865762,5864
LKOH,2025,12,Y,РСБУ,1000,RUB,1602.31,4983.97,361.739,,582.703,3265.15,,4062964828368,692865762,5864
LKOH,2025,12,YTM,МСФО,1000000,RUB,4846.54,5437.95,1039.09,,-1536.04,923.661,,3677731464696,692865762,5308
LKOH,2025,12,YTM,РСБУ,1000,RUB,1602.31,4983.97,361.739,,582.703,3265.15,,3677731464696,692865762,5308
